Time,THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s] 
02:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
03:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
03:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
03:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
03:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
04:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
04:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
04:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
04:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
05:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
05:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
05:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
05:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
06:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
06:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
06:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
06:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
07:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
07:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
07:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
07:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
08:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
08:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
08:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
08:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
09:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
09:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
09:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
09:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
10:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
10:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
10:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
10:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
11:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
11:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
11:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
11:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
12:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
12:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
12:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
12:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
13:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
13:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
13:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
13:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
14:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
14:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
14:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
14:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
15:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
15:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
15:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
15:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
16:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,1.332088E+01,2.247384E-01,9.460453E-04,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
16:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,8.011645E+01,2.247384E-01,5.620873E-03,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
16:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,1.421609E+02,2.247384E-01,9.962939E-03,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
16:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,2.258472E+02,2.247384E-01,1.581957E-02,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
17:00:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,3.063697E+02,2.247384E-01,2.144096E-02,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
17:15:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,3.382588E+02,2.247384E-01,2.367236E-02,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
17:30:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,3.743131E+02,2.247384E-01,2.619552E-02,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
17:45:00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00,3.666693E+03,3.823728E+02,2.247384E-01,2.675954E-02,3.666693E+03,0.000000E+00,2.247384E-01,0.000000E+00,1.028330E+04,0.000000E+00,6.302826E-01,0.000000E+00,3.653823E+03,0.000000E+00,2.239496E-01,0.000000E+00 
