Time,THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6::Des Sens Cool Load [W],THERMAL ZONE 6:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6::Des Cool Mass Flow [kg/s],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
19:00:00,2.178322E+04,9.604041E+03,1.335134E+00,6.721294E-01,4.448625E+03,5.287478E+03,2.726644E-01,3.700390E-01,3.909679E+03,1.030042E+04,2.396314E-01,7.208646E-01,4.788299E+03,4.852745E+03,2.934836E-01,3.396146E-01,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,1.790679E+03,5.863813E-01,1.253189E-01,7.752549E+03,8.476804E+03,4.751680E-01,5.932409E-01,9.567036E+03,5.931806E+02,5.863813E-01,4.151317E-02,3.902789E+03,4.314537E+03,2.392091E-01,3.019486E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,1.057237E+04,5.439174E-01,7.398968E-01,8.874221E+03,1.097655E+04,5.439174E-01,7.681828E-01,4.777965E+03,3.299342E+02,2.928502E-01,2.309013E-02,4.452440E+03,1.132273E+04,2.728982E-01,7.924105E-01,7.752549E+03,8.557861E+03,4.751680E-01,5.989135E-01 
19:15:00,2.178322E+04,9.754564E+03,1.335134E+00,6.826637E-01,4.448625E+03,5.033659E+03,2.726644E-01,3.522757E-01,3.909679E+03,9.397187E+03,2.396314E-01,6.576530E-01,4.788299E+03,3.835119E+03,2.934836E-01,2.683971E-01,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,1.241225E+03,5.863813E-01,8.686593E-02,7.752549E+03,7.961078E+03,4.751680E-01,5.571483E-01,9.567036E+03,3.060543E+02,5.863813E-01,2.141891E-02,3.902789E+03,4.052057E+03,2.392091E-01,2.835793E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,1.006542E+04,5.439174E-01,7.044186E-01,8.874221E+03,1.041269E+04,5.439174E-01,7.287222E-01,4.777965E+03,1.799727E+02,2.928502E-01,1.259522E-02,4.452440E+03,1.041248E+04,2.728982E-01,7.287070E-01,7.752549E+03,7.990818E+03,4.751680E-01,5.592296E-01 
19:30:00,2.178322E+04,9.874998E+03,1.335134E+00,6.910921E-01,4.448625E+03,4.779712E+03,2.726644E-01,3.345035E-01,3.909679E+03,8.459761E+03,2.396314E-01,5.920482E-01,4.788299E+03,2.878648E+03,2.934836E-01,2.014594E-01,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,7.133298E+02,5.863813E-01,4.992169E-02,7.752549E+03,7.450464E+03,4.751680E-01,5.214135E-01,9.567036E+03,1.070710E+02,5.863813E-01,7.493261E-03,3.902789E+03,3.792018E+03,2.392091E-01,2.653807E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,9.559752E+03,5.439174E-01,6.690299E-01,8.874221E+03,9.739360E+03,5.439174E-01,6.815997E-01,4.777965E+03,7.286853E+01,2.928502E-01,5.099633E-03,4.452440E+03,9.462273E+03,2.728982E-01,6.622079E-01,7.752549E+03,7.326597E+03,4.751680E-01,5.127448E-01 
19:45:00,2.178322E+04,9.963780E+03,1.335134E+00,6.973054E-01,4.448625E+03,4.534557E+03,2.726644E-01,3.173466E-01,3.909679E+03,7.571722E+03,2.396314E-01,5.298996E-01,4.788299E+03,2.053083E+03,2.934836E-01,1.436830E-01,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,3.070572E+02,5.863813E-01,2.148910E-02,7.752549E+03,6.962896E+03,4.751680E-01,4.872915E-01,9.567036E+03,1.393495E+00,5.863813E-01,9.752237E-05,3.902789E+03,3.543483E+03,2.392091E-01,2.479872E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,9.072782E+03,5.439174E-01,6.349498E-01,8.874221E+03,9.039531E+03,5.439174E-01,6.326228E-01,4.777965E+03,1.111297E+01,2.928502E-01,7.777304E-04,4.452440E+03,8.553879E+03,2.728982E-01,5.986349E-01,7.752549E+03,6.648946E+03,4.751680E-01,4.653200E-01 
20:00:00,2.178322E+04,1.002247E+04,1.335134E+00,7.014128E-01,4.448625E+03,4.308377E+03,2.726644E-01,3.015176E-01,3.909679E+03,6.814850E+03,2.396314E-01,4.769306E-01,4.788299E+03,1.425009E+03,2.934836E-01,9.972788E-02,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,6.661463E+01,5.863813E-01,4.661960E-03,7.752549E+03,6.518196E+03,4.751680E-01,4.561696E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,3.316464E+03,2.392091E-01,2.320995E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,8.624522E+03,5.439174E-01,6.035788E-01,8.874221E+03,8.398565E+03,5.439174E-01,5.877654E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,7.767645E+03,2.728982E-01,5.436111E-01,7.752549E+03,6.041862E+03,4.751680E-01,4.228338E-01 
20:15:00,2.178322E+04,1.005597E+04,1.335134E+00,7.037575E-01,4.448625E+03,4.106009E+03,2.726644E-01,2.873551E-01,3.909679E+03,6.231927E+03,2.396314E-01,4.361353E-01,4.788299E+03,9.734576E+02,2.934836E-01,6.812648E-02,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,6.124037E+03,4.751680E-01,4.285847E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,3.114893E+03,2.392091E-01,2.179928E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,8.224341E+03,5.439174E-01,5.755725E-01,8.874221E+03,7.873682E+03,5.439174E-01,5.510320E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,7.149241E+03,2.728982E-01,5.003327E-01,7.752549E+03,5.557835E+03,4.751680E-01,3.889597E-01 
20:30:00,2.178322E+04,1.007123E+04,1.335134E+00,7.048253E-01,4.448625E+03,3.928429E+03,2.726644E-01,2.749273E-01,3.909679E+03,5.784947E+03,2.396314E-01,4.048539E-01,4.788299E+03,6.611537E+02,2.934836E-01,4.627020E-02,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,5.779942E+03,4.751680E-01,4.045036E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.938591E+03,2.392091E-01,2.056545E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,7.873978E+03,5.439174E-01,5.510526E-01,8.874221E+03,7.458922E+03,5.439174E-01,5.220054E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,6.669140E+03,2.728982E-01,4.667333E-01,7.752549E+03,5.182922E+03,4.751680E-01,3.627217E-01 
20:45:00,2.178322E+04,1.007450E+04,1.335134E+00,7.050539E-01,4.448625E+03,3.771105E+03,2.726644E-01,2.639171E-01,3.909679E+03,5.417189E+03,2.396314E-01,3.791167E-01,4.788299E+03,4.235885E+02,2.934836E-01,2.964443E-02,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,5.474671E+03,4.751680E-01,3.831395E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.781958E+03,2.392091E-01,1.946926E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,7.564232E+03,5.439174E-01,5.293754E-01,8.874221E+03,7.118114E+03,5.439174E-01,4.981543E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,6.277086E+03,2.728982E-01,4.392957E-01,7.752549E+03,4.875315E+03,4.751680E-01,3.411942E-01 
21:00:00,2.178322E+04,1.006938E+04,1.335134E+00,7.046959E-01,4.448625E+03,3.628388E+03,2.726644E-01,2.539292E-01,3.909679E+03,5.097644E+03,2.396314E-01,3.567537E-01,4.788299E+03,2.368478E+02,2.934836E-01,1.657556E-02,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,5.196012E+03,4.751680E-01,3.636378E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.638892E+03,2.392091E-01,1.846803E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,7.283699E+03,5.439174E-01,5.097426E-01,8.874221E+03,6.825024E+03,5.439174E-01,4.776427E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,5.942203E+03,2.728982E-01,4.158593E-01,7.752549E+03,4.607680E+03,4.751680E-01,3.224640E-01 
21:15:00,2.178322E+04,1.005692E+04,1.335134E+00,7.038234E-01,4.448625E+03,3.495681E+03,2.726644E-01,2.446418E-01,3.909679E+03,4.810412E+03,2.396314E-01,3.366520E-01,4.788299E+03,1.103337E+02,2.934836E-01,7.721595E-03,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,4.935113E+03,4.751680E-01,3.453791E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.504982E+03,2.392091E-01,1.753087E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,7.023055E+03,5.439174E-01,4.915017E-01,8.874221E+03,6.563118E+03,5.439174E-01,4.593134E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,5.646606E+03,2.728982E-01,3.951722E-01,7.752549E+03,4.364825E+03,4.751680E-01,3.054680E-01 
21:30:00,2.178322E+04,1.003659E+04,1.335134E+00,7.024007E-01,4.448625E+03,3.370648E+03,2.726644E-01,2.358915E-01,3.909679E+03,4.546724E+03,2.396314E-01,3.181980E-01,4.788299E+03,3.101211E+01,2.934836E-01,2.170352E-03,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,4.688041E+03,4.751680E-01,3.280880E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.378257E+03,2.392091E-01,1.664400E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,6.777560E+03,5.439174E-01,4.743209E-01,8.874221E+03,6.323366E+03,5.439174E-01,4.425346E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,5.379850E+03,2.728982E-01,3.765035E-01,7.752549E+03,4.139425E+03,4.751680E-01,2.896936E-01 
21:45:00,2.178322E+04,1.000728E+04,1.335134E+00,7.003495E-01,4.448625E+03,3.251713E+03,2.726644E-01,2.275679E-01,3.909679E+03,4.301803E+03,2.396314E-01,3.010575E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,4.452350E+03,4.751680E-01,3.115934E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.257477E+03,2.392091E-01,1.579873E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,6.544020E+03,5.439174E-01,4.579769E-01,8.874221E+03,6.099915E+03,5.439174E-01,4.268966E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,5.135170E+03,2.728982E-01,3.593799E-01,7.752549E+03,3.927099E+03,4.751680E-01,2.748342E-01 
22:00:00,2.178322E+04,9.967810E+03,1.335134E+00,6.975875E-01,4.448625E+03,3.137769E+03,2.726644E-01,2.195937E-01,3.909679E+03,4.071987E+03,2.396314E-01,2.849740E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,4.226402E+03,4.751680E-01,2.957806E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.141805E+03,2.392091E-01,1.498921E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,6.320201E+03,5.439174E-01,4.423131E-01,8.874221E+03,5.888843E+03,5.439174E-01,4.121249E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,4.908013E+03,2.728982E-01,3.434825E-01,7.752549E+03,3.725078E+03,4.751680E-01,2.606960E-01 
22:15:00,2.178322E+04,9.917214E+03,1.335134E+00,6.940466E-01,4.448625E+03,3.028746E+03,2.726644E-01,2.119638E-01,3.909679E+03,3.855973E+03,2.396314E-01,2.698565E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,4.010530E+03,4.751680E-01,2.806730E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,2.031346E+03,2.392091E-01,1.421618E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,6.106061E+03,5.439174E-01,4.273267E-01,8.874221E+03,5.689000E+03,5.439174E-01,3.981391E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,4.696059E+03,2.728982E-01,3.286491E-01,7.752549E+03,3.533004E+03,4.751680E-01,2.472538E-01 
22:30:00,2.178322E+04,9.854848E+03,1.335134E+00,6.896819E-01,4.448625E+03,2.924337E+03,2.726644E-01,2.046569E-01,3.909679E+03,3.652422E+03,2.396314E-01,2.556112E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,3.804393E+03,4.751680E-01,2.662467E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,1.925936E+03,2.392091E-01,1.347848E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,5.900922E+03,5.439174E-01,4.129703E-01,8.874221E+03,5.498992E+03,5.439174E-01,3.848416E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,4.497269E+03,2.728982E-01,3.147370E-01,7.752549E+03,3.350143E+03,4.751680E-01,2.344565E-01 
22:45:00,2.178322E+04,9.780423E+03,1.335134E+00,6.844734E-01,4.448625E+03,2.824240E+03,2.726644E-01,1.976517E-01,3.909679E+03,3.460239E+03,2.396314E-01,2.421615E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,3.607575E+03,4.751680E-01,2.524726E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,1.825351E+03,2.392091E-01,1.277454E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,5.704182E+03,5.439174E-01,3.992016E-01,8.874221E+03,5.317739E+03,5.439174E-01,3.721568E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,4.310107E+03,2.728982E-01,3.016386E-01,7.752549E+03,3.175853E+03,4.751680E-01,2.222590E-01 
23:00:00,2.178322E+04,9.693965E+03,1.335134E+00,6.784227E-01,4.448625E+03,2.728197E+03,2.726644E-01,1.909302E-01,3.909679E+03,3.278524E+03,2.396314E-01,2.294443E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,3.419683E+03,4.751680E-01,2.393232E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,1.729376E+03,2.392091E-01,1.210287E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,5.515332E+03,5.439174E-01,3.859852E-01,8.874221E+03,5.144416E+03,5.439174E-01,3.600270E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,4.133379E+03,2.728982E-01,2.892705E-01,7.752549E+03,3.009617E+03,4.751680E-01,2.106251E-01 
23:15:00,2.178322E+04,9.595752E+03,1.335134E+00,6.715494E-01,4.448625E+03,2.635274E+03,2.726644E-01,1.844271E-01,3.909679E+03,3.105696E+03,2.396314E-01,2.173491E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,3.238873E+03,4.751680E-01,2.266694E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,1.637122E+03,2.392091E-01,1.145724E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,5.332397E+03,5.439174E-01,3.731826E-01,8.874221E+03,4.976849E+03,5.439174E-01,3.482999E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,3.965296E+03,2.728982E-01,2.775074E-01,7.752549E+03,2.849559E+03,4.751680E-01,1.994236E-01 
23:30:00,2.178322E+04,9.486236E+03,1.335134E+00,6.638850E-01,4.448625E+03,2.545017E+03,2.726644E-01,1.781106E-01,3.909679E+03,2.940872E+03,2.396314E-01,2.058140E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,3.064331E+03,4.751680E-01,2.144543E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,1.548142E+03,2.392091E-01,1.083452E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,5.154545E+03,5.439174E-01,3.607358E-01,8.874221E+03,4.814064E+03,5.439174E-01,3.369076E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,3.804862E+03,2.728982E-01,2.662796E-01,7.752549E+03,2.694849E+03,4.751680E-01,1.885964E-01 
23:45:00,2.178322E+04,9.365983E+03,1.335134E+00,6.554692E-01,4.448625E+03,2.457152E+03,2.726644E-01,1.719614E-01,3.909679E+03,2.783383E+03,2.396314E-01,1.947924E-01,4.788299E+03,0.000000E+00,2.934836E-01,0.000000E+00,1.126267E+04,0.000000E+00,6.903095E-01,0.000000E+00,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,7.752549E+03,2.895555E+03,4.751680E-01,2.026426E-01,9.567036E+03,0.000000E+00,5.863813E-01,0.000000E+00,3.902789E+03,1.462175E+03,2.392091E-01,1.023289E-01,3.506226E+04,0.000000E+00,2.149030E+00,0.000000E+00,8.874221E+03,4.981231E+03,5.439174E-01,3.486066E-01,8.874221E+03,4.655426E+03,5.439174E-01,3.258055E-01,4.777965E+03,0.000000E+00,2.928502E-01,0.000000E+00,4.452440E+03,3.651313E+03,2.728982E-01,2.555336E-01,7.752549E+03,2.544992E+03,4.751680E-01,1.781088E-01 
