Time,THERMAL ZONE 3:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
20:30:00,3.324544E+03,8.717755E+02,2.037051E-01,6.102009E-02,3.324544E+03,9.310753E+02,2.037051E-01,6.517044E-02,3.320384E+03,1.456762E+03,2.034502E-01,1.019629E-01,4.935294E+03,2.809515E+03,3.024480E-01,1.966579E-01,3.320384E+03,9.841642E+02,2.034502E-01,6.888588E-02 
20:45:00,3.324637E+03,8.361540E+02,2.037108E-01,5.852662E-02,3.324637E+03,8.923015E+02,2.037108E-01,6.245646E-02,3.320477E+03,1.347439E+03,2.034559E-01,9.431137E-02,4.935498E+03,2.765448E+03,3.024595E-01,1.935728E-01,3.320477E+03,9.329792E+02,2.034559E-01,6.530323E-02 
21:00:00,3.324714E+03,7.997931E+02,2.037155E-01,5.598137E-02,3.324714E+03,8.558041E+02,2.037155E-01,5.990185E-02,3.320555E+03,1.257184E+03,2.034606E-01,8.799453E-02,4.935668E+03,2.720545E+03,3.024691E-01,1.904293E-01,3.320555E+03,8.882217E+02,2.034606E-01,6.217055E-02 
21:15:00,3.324780E+03,7.634844E+02,2.037194E-01,5.343965E-02,3.324780E+03,8.200418E+02,2.037194E-01,5.739864E-02,3.320620E+03,1.180230E+03,2.034645E-01,8.260861E-02,4.935810E+03,2.675535E+03,3.024773E-01,1.872783E-01,3.320620E+03,8.466063E+02,2.034645E-01,5.925775E-02 
21:30:00,3.324834E+03,7.267498E+02,2.037227E-01,5.086816E-02,3.324834E+03,7.831879E+02,2.037227E-01,5.481896E-02,3.320674E+03,1.112060E+03,2.034678E-01,7.783744E-02,4.935928E+03,2.630942E+03,3.024842E-01,1.841566E-01,3.320674E+03,8.060384E+02,2.034678E-01,5.641821E-02 
21:45:00,3.324880E+03,6.894943E+02,2.037255E-01,4.826025E-02,3.324880E+03,7.445106E+02,2.037255E-01,5.211153E-02,3.320720E+03,1.049732E+03,2.034706E-01,7.347508E-02,4.936027E+03,2.586933E+03,3.024900E-01,1.810758E-01,3.320720E+03,7.644460E+02,2.034706E-01,5.350685E-02 
22:00:00,3.324920E+03,6.525176E+02,2.037279E-01,4.567185E-02,3.324920E+03,7.051508E+02,2.037279E-01,4.935627E-02,3.320760E+03,9.904734E+02,2.034731E-01,6.932741E-02,4.936110E+03,2.543501E+03,3.024950E-01,1.780355E-01,3.320760E+03,7.222201E+02,2.034731E-01,5.055100E-02 
22:15:00,3.324954E+03,5.716178E+02,2.037300E-01,4.000924E-02,3.324954E+03,6.210968E+02,2.037300E-01,4.347276E-02,3.320794E+03,8.893215E+02,2.034751E-01,6.224733E-02,4.936180E+03,2.378520E+03,3.024992E-01,1.664872E-01,3.320794E+03,6.354879E+02,2.034751E-01,4.448005E-02 
22:30:00,3.324983E+03,4.879858E+02,2.037318E-01,3.415522E-02,3.324983E+03,5.343098E+02,2.037318E-01,3.739777E-02,3.320823E+03,7.878420E+02,2.034770E-01,5.514392E-02,4.936240E+03,2.206461E+03,3.025027E-01,1.544424E-01,3.320823E+03,5.461995E+02,2.034770E-01,3.822996E-02 
22:45:00,3.325009E+03,4.018510E+02,2.037334E-01,2.812605E-02,3.325009E+03,4.450647E+02,2.037334E-01,3.115079E-02,3.320849E+03,6.865396E+02,2.034785E-01,4.805279E-02,4.936290E+03,2.028525E+03,3.025058E-01,1.419858E-01,3.320849E+03,4.548027E+02,2.034785E-01,3.183236E-02 
23:00:00,3.325031E+03,3.134091E+02,2.037348E-01,2.193542E-02,3.325031E+03,3.536198E+02,2.037348E-01,2.474988E-02,3.320871E+03,5.868114E+02,2.034799E-01,4.107176E-02,4.936334E+03,1.845437E+03,3.025084E-01,1.291683E-01,3.320871E+03,3.615105E+02,2.034799E-01,2.530214E-02 
23:15:00,3.325050E+03,2.668946E+02,2.037359E-01,1.867945E-02,3.325050E+03,3.042078E+02,2.037359E-01,2.129103E-02,3.320891E+03,5.306521E+02,2.034811E-01,3.714030E-02,4.936371E+03,1.779555E+03,3.025106E-01,1.245542E-01,3.320891E+03,3.105092E+02,2.034811E-01,2.173206E-02 
23:30:00,3.325067E+03,2.212280E+02,2.037370E-01,1.548314E-02,3.325067E+03,2.557912E+02,2.037370E-01,1.790218E-02,3.320908E+03,4.750402E+02,2.034821E-01,3.324752E-02,4.936403E+03,1.716548E+03,3.025126E-01,1.201423E-01,3.320908E+03,2.607354E+02,2.034821E-01,1.824822E-02 
23:45:00,3.325082E+03,1.762531E+02,2.037379E-01,1.233533E-02,3.325082E+03,2.082241E+02,2.037379E-01,1.457291E-02,3.320922E+03,4.188875E+02,2.034830E-01,2.931706E-02,4.936431E+03,1.655313E+03,3.025143E-01,1.158548E-01,3.320922E+03,2.120098E+02,2.034830E-01,1.483786E-02 
24:00:00,3.325095E+03,1.318340E+02,2.037387E-01,9.226519E-03,3.325095E+03,1.613762E+02,2.037387E-01,1.129408E-02,3.320936E+03,3.607214E+02,2.034838E-01,2.524587E-02,4.936454E+03,1.595201E+03,3.025157E-01,1.116462E-01,3.320936E+03,1.641765E+02,2.034838E-01,1.149006E-02 
Peak,3.325198E+03,2.900345E+03,2.037450E-01,2.030095E-01,3.325198E+03,2.517732E+03,2.037450E-01,1.762297E-01,3.321038E+03,3.843956E+03,2.034901E-01,2.690559E-01,4.936627E+03,2.968800E+03,3.025263E-01,2.078098E-01,3.321038E+03,1.550588E+03,2.034901E-01,1.085376E-01 

Peak Vol Flow (m3/s),,,1.693205E-01,1.687093E-01,,,1.693205E-01,1.464542E-01,,,1.691087E-01,2.235966E-01,,,2.514118E-01,1.726986E-01,,,1.691087E-01,9.019919E-02 
