Time,THERMAL ZONE 4:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA NE PHILADELPHIA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA NE PHILADELPHIA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
19:00:00,4.888132E+03,1.332155E+03,2.995248E-01,9.325874E-02,4.888132E+03,2.418258E+03,2.995248E-01,1.692779E-01,4.873711E+03,1.190689E+03,2.986411E-01,8.335241E-02,6.397174E+03,2.862617E+03,3.920457E-01,2.003884E-01,4.873711E+03,1.074843E+03,2.986411E-01,7.524412E-02 
19:15:00,4.888897E+03,1.244581E+03,2.995463E-01,8.712700E-02,4.888897E+03,2.129353E+03,2.995463E-01,1.490544E-01,4.874475E+03,1.130934E+03,2.986627E-01,7.916952E-02,6.398313E+03,2.837808E+03,3.921022E-01,1.986513E-01,4.874475E+03,1.026517E+03,2.986627E-01,7.186093E-02 
19:30:00,4.889598E+03,1.151834E+03,2.995655E-01,8.063328E-02,4.889598E+03,1.866528E+03,2.995655E-01,1.306564E-01,4.875176E+03,1.072641E+03,2.986819E-01,7.508877E-02,6.399258E+03,2.806454E+03,3.921477E-01,1.964560E-01,4.875176E+03,9.790433E+02,2.986819E-01,6.853726E-02 
19:45:00,4.890079E+03,1.064486E+03,2.995794E-01,7.451777E-02,4.890079E+03,1.643144E+03,2.995794E-01,1.150196E-01,4.875657E+03,1.016991E+03,2.986958E-01,7.119293E-02,6.400145E+03,2.768528E+03,3.921914E-01,1.938006E-01,4.875657E+03,9.338436E+02,2.986958E-01,6.537290E-02 
20:00:00,4.890378E+03,9.921169E+02,2.995912E-01,6.945117E-02,4.890378E+03,1.456134E+03,2.995912E-01,1.019292E-01,4.875956E+03,9.655667E+02,2.987077E-01,6.759284E-02,6.400786E+03,2.724941E+03,3.922234E-01,1.907489E-01,4.875956E+03,8.917498E+02,2.987077E-01,6.242596E-02 
20:15:00,4.890602E+03,9.347098E+02,2.996036E-01,6.543234E-02,4.890602E+03,1.323286E+03,2.996036E-01,9.262976E-02,4.876180E+03,9.209566E+02,2.987201E-01,6.446984E-02,6.401268E+03,2.677247E+03,3.922483E-01,1.874096E-01,4.876180E+03,8.512257E+02,2.987201E-01,5.958887E-02 
20:30:00,4.890791E+03,8.866108E+02,2.996154E-01,6.206519E-02,4.890791E+03,1.223485E+03,2.996154E-01,8.564418E-02,4.876369E+03,8.810243E+02,2.987318E-01,6.167452E-02,6.401646E+03,2.627651E+03,3.922689E-01,1.839372E-01,4.876369E+03,8.112140E+02,2.987318E-01,5.678747E-02 
20:45:00,4.890953E+03,8.419427E+02,2.996253E-01,5.893819E-02,4.890953E+03,1.142974E+03,2.996253E-01,8.000906E-02,4.876531E+03,8.429190E+02,2.987418E-01,5.900698E-02,6.401952E+03,2.578069E+03,3.922861E-01,1.804659E-01,4.876531E+03,7.722625E+02,2.987418E-01,5.406013E-02 
21:00:00,4.891086E+03,7.982147E+02,2.996334E-01,5.587683E-02,4.891086E+03,1.075879E+03,2.996334E-01,7.531296E-02,4.876664E+03,8.053646E+02,2.987499E-01,5.637784E-02,6.402205E+03,2.529692E+03,3.923006E-01,1.770790E-01,4.876664E+03,7.343338E+02,2.987499E-01,5.140449E-02 
21:15:00,4.891196E+03,7.555807E+02,2.996399E-01,5.289184E-02,4.891196E+03,1.016380E+03,2.996399E-01,7.114855E-02,4.876773E+03,7.665064E+02,2.987564E-01,5.365728E-02,6.402414E+03,2.482903E+03,3.923129E-01,1.738033E-01,4.876773E+03,6.981066E+02,2.987564E-01,4.886806E-02 
21:30:00,4.891286E+03,7.138937E+02,2.996454E-01,4.997318E-02,4.891286E+03,9.611330E+02,2.996454E-01,6.728140E-02,4.876864E+03,7.275472E+02,2.987619E-01,5.092947E-02,6.402589E+03,2.437923E+03,3.923232E-01,1.706543E-01,4.876864E+03,6.633187E+02,2.987619E-01,4.643253E-02 
21:45:00,4.891363E+03,6.743240E+02,2.996501E-01,4.720283E-02,4.891363E+03,9.099154E+02,2.996501E-01,6.369606E-02,4.876940E+03,6.897860E+02,2.987666E-01,4.828560E-02,6.402736E+03,2.394760E+03,3.923319E-01,1.676327E-01,4.876940E+03,6.298453E+02,2.987666E-01,4.408909E-02 
22:00:00,4.891428E+03,6.366515E+02,2.996541E-01,4.456541E-02,4.891428E+03,8.622728E+02,2.996541E-01,6.036091E-02,4.877006E+03,6.532110E+02,2.987706E-01,4.572494E-02,6.402859E+03,2.353319E+03,3.923392E-01,1.647316E-01,4.877006E+03,5.975521E+02,2.987706E-01,4.182831E-02 
22:15:00,4.891484E+03,5.662857E+02,2.996575E-01,3.963958E-02,4.891484E+03,7.849742E+02,2.996575E-01,5.494975E-02,4.877061E+03,5.834259E+02,2.987740E-01,4.083969E-02,6.402963E+03,2.205619E+03,3.923455E-01,1.543924E-01,4.877061E+03,5.318794E+02,2.987740E-01,3.723108E-02 
22:30:00,4.891532E+03,4.954570E+02,2.996605E-01,3.468107E-02,4.891532E+03,7.067493E+02,2.996605E-01,4.947330E-02,4.877109E+03,5.127886E+02,2.987769E-01,3.589449E-02,6.403051E+03,2.053381E+03,3.923509E-01,1.437344E-01,4.877109E+03,4.651450E+02,2.987769E-01,3.255921E-02 
22:45:00,4.891573E+03,4.241337E+02,2.996630E-01,2.968805E-02,4.891573E+03,6.271380E+02,2.996630E-01,4.389983E-02,4.877151E+03,4.413630E+02,2.987795E-01,3.089423E-02,6.403126E+03,1.897544E+03,3.923554E-01,1.328243E-01,4.877151E+03,3.973853E+02,2.987795E-01,2.781567E-02 
23:00:00,4.891609E+03,3.523957E+02,2.996652E-01,2.466611E-02,4.891609E+03,5.452371E+02,2.996652E-01,3.816619E-02,4.877186E+03,3.693048E+02,2.987816E-01,2.584982E-02,6.403191E+03,1.738833E+03,3.923594E-01,1.217131E-01,4.877186E+03,3.287515E+02,2.987816E-01,2.301104E-02 
23:15:00,4.891640E+03,3.146349E+02,2.996671E-01,2.202260E-02,4.891640E+03,4.948241E+02,2.996671E-01,3.463678E-02,4.877217E+03,3.310538E+02,2.987835E-01,2.317198E-02,6.403247E+03,1.685336E+03,3.923628E-01,1.179668E-01,4.877217E+03,2.937113E+02,2.987835E-01,2.055798E-02 
23:30:00,4.891666E+03,2.784175E+02,2.996687E-01,1.948755E-02,4.891666E+03,4.464048E+02,2.996687E-01,3.124746E-02,4.877244E+03,2.942295E+02,2.987852E-01,2.059442E-02,6.403294E+03,1.635355E+03,3.923657E-01,1.144681E-01,4.877244E+03,2.598675E+02,2.987852E-01,1.818906E-02 
23:45:00,4.891690E+03,2.436065E+02,2.996701E-01,1.705091E-02,4.891690E+03,3.997946E+02,2.996701E-01,2.798478E-02,4.877267E+03,2.587372E+02,2.987866E-01,1.811009E-02,6.403336E+03,1.587974E+03,3.923682E-01,1.111514E-01,4.877267E+03,2.271279E+02,2.987866E-01,1.589743E-02 
24:00:00,4.891710E+03,2.099473E+02,2.996714E-01,1.469487E-02,4.891710E+03,3.549581E+02,2.996714E-01,2.484616E-02,4.877288E+03,2.243518E+02,2.987879E-01,1.570320E-02,6.403372E+03,1.542420E+03,3.923704E-01,1.079627E-01,4.877288E+03,1.952726E+02,2.987879E-01,1.366767E-02 
Peak,4.891866E+03,1.462084E+03,2.996810E-01,1.023566E-01,4.891866E+03,3.897915E+03,2.996810E-01,2.728642E-01,4.877444E+03,2.881570E+03,2.987975E-01,2.017196E-01,6.403631E+03,2.910875E+03,3.923863E-01,2.037680E-01,4.877444E+03,3.234031E+03,2.987975E-01,2.263950E-01 

Peak Vol Flow (m3/s),,,2.497276E-01,8.529493E-02,,,2.497276E-01,2.273809E-01,,,2.489914E-01,1.680953E-01,,,3.269800E-01,1.698023E-01,,,2.489914E-01,1.886576E-01 
