Time,THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
05:15:00,1.426409E+03,2.524339E+02,8.740778E-02,1.766670E-02,1.552943E+03,0.000000E+00,9.516160E-02,0.000000E+00,1.785112E+03,2.273737E+02,1.093777E-01,1.591295E-02,1.426409E+03,2.584328E+02,8.740778E-02,1.808656E-02,1.781230E+03,2.206809E+02,1.091399E-01,1.544453E-02,1.422374E+03,3.297301E+02,8.716050E-02,2.307640E-02,2.486623E+02,5.857450E+02,1.524097E-02,4.099280E-02,1.556556E+03,0.000000E+00,9.538301E-02,0.000000E+00,1.422374E+03,2.514218E+02,8.716050E-02,1.759588E-02,6.300068E+02,5.577059E+02,3.860890E-02,3.903128E-02,4.319564E+02,8.172670E+01,2.647540E-02,5.719585E-03,1.781230E+03,2.877307E+02,1.091399E-01,2.013711E-02,1.785112E+03,2.239868E+02,1.093777E-01,1.567588E-02,1.552943E+03,0.000000E+00,9.516160E-02,0.000000E+00,1.556556E+03,0.000000E+00,9.538301E-02,0.000000E+00 
05:30:00,1.426412E+03,2.839125E+02,8.740794E-02,1.986973E-02,1.552944E+03,0.000000E+00,9.516166E-02,0.000000E+00,1.785115E+03,2.216946E+02,1.093779E-01,1.551545E-02,1.426412E+03,2.541699E+02,8.740794E-02,1.778818E-02,1.781233E+03,2.322269E+02,1.091400E-01,1.625254E-02,1.422377E+03,3.226289E+02,8.716066E-02,2.257937E-02,2.486637E+02,5.831886E+02,1.524106E-02,4.081389E-02,1.556557E+03,0.000000E+00,9.538306E-02,0.000000E+00,1.422377E+03,2.645561E+02,8.716066E-02,1.851506E-02,6.300088E+02,5.522166E+02,3.860903E-02,3.864704E-02,4.319569E+02,7.554547E+01,2.647543E-02,5.286992E-03,1.781233E+03,2.796920E+02,1.091400E-01,1.957446E-02,1.785115E+03,2.515643E+02,1.093779E-01,1.760589E-02,1.552944E+03,0.000000E+00,9.516166E-02,0.000000E+00,1.556557E+03,0.000000E+00,9.538306E-02,0.000000E+00 
05:45:00,1.426415E+03,3.494910E+02,8.740809E-02,2.445924E-02,1.552944E+03,0.000000E+00,9.516171E-02,0.000000E+00,1.785118E+03,2.204447E+02,1.093781E-01,1.542790E-02,1.426415E+03,2.547006E+02,8.740809E-02,1.782526E-02,1.781235E+03,2.581544E+02,1.091402E-01,1.806704E-02,1.422379E+03,3.197255E+02,8.716081E-02,2.237610E-02,2.486651E+02,5.812048E+02,1.524114E-02,4.067505E-02,1.556558E+03,0.000000E+00,9.538312E-02,0.000000E+00,1.422379E+03,2.933126E+02,8.716081E-02,2.052755E-02,6.300108E+02,5.479954E+02,3.860915E-02,3.835152E-02,4.319573E+02,7.108380E+01,2.647546E-02,4.974742E-03,1.781235E+03,2.762247E+02,1.091402E-01,1.933173E-02,1.785118E+03,3.179390E+02,1.093781E-01,2.225114E-02,1.552944E+03,0.000000E+00,9.516171E-02,0.000000E+00,1.556558E+03,3.247801E+01,9.538312E-02,2.277745E-03 
06:00:00,1.426417E+03,4.612478E+02,8.740824E-02,3.228064E-02,1.552945E+03,0.000000E+00,9.516176E-02,0.000000E+00,1.785121E+03,2.248363E+02,1.093783E-01,1.573520E-02,1.426417E+03,2.607770E+02,8.740824E-02,1.825049E-02,1.781238E+03,3.025786E+02,1.091404E-01,2.117608E-02,1.422382E+03,3.216095E+02,8.716096E-02,2.250789E-02,2.486664E+02,5.799894E+02,1.524122E-02,4.059000E-02,1.556558E+03,0.000000E+00,9.538317E-02,0.000000E+00,1.422382E+03,3.361077E+02,8.716096E-02,2.352256E-02,6.300127E+02,5.455211E+02,3.860926E-02,3.817827E-02,4.319578E+02,6.971602E+01,2.647549E-02,4.879016E-03,1.781238E+03,2.776284E+02,1.091404E-01,1.942991E-02,1.785121E+03,4.306088E+02,1.093783E-01,3.013647E-02,1.552945E+03,0.000000E+00,9.516176E-02,0.000000E+00,1.556558E+03,1.246309E+02,9.538317E-02,8.729980E-03 
06:15:00,1.345854E+03,6.424956E+02,8.247151E-02,4.496573E-02,1.472475E+03,0.000000E+00,9.023066E-02,0.000000E+00,1.660203E+03,2.818449E+02,1.017243E-01,1.972503E-02,1.345854E+03,3.063519E+02,8.247151E-02,2.144009E-02,1.656321E+03,4.062337E+02,1.014864E-01,2.843062E-02,1.341819E+03,3.621956E+02,8.222423E-02,2.534835E-02,2.486676E+02,5.921956E+02,1.524130E-02,4.144433E-02,1.476088E+03,0.000000E+00,9.045207E-02,0.000000E+00,1.341819E+03,4.239712E+02,8.222423E-02,2.967186E-02,5.816140E+02,5.719708E+02,3.564323E-02,4.002937E-02,4.319582E+02,8.591301E+01,2.647551E-02,6.012553E-03,1.656321E+03,3.310497E+02,1.014864E-01,2.316868E-02,1.660203E+03,6.274250E+02,1.017243E-01,4.391128E-02,1.472475E+03,6.153190E+01,9.023066E-02,4.351713E-03,1.476088E+03,3.066913E+02,9.045207E-02,2.147213E-02 
06:30:00,1.265233E+03,8.469415E+02,7.753187E-02,5.927488E-02,1.391951E+03,0.000000E+00,8.529699E-02,0.000000E+00,1.535187E+03,3.411665E+02,9.406566E-02,2.387693E-02,1.265233E+03,3.546894E+02,7.753187E-02,2.482321E-02,1.531304E+03,5.122218E+02,9.382777E-02,3.584871E-02,1.261198E+03,4.049362E+02,7.728458E-02,2.833980E-02,2.486689E+02,6.059003E+02,1.524137E-02,4.240376E-02,1.395564E+03,0.000000E+00,8.551840E-02,0.000000E+00,1.261198E+03,5.136826E+02,7.728458E-02,3.595072E-02,5.331558E+02,6.006453E+02,3.267381E-02,4.203645E-02,4.319586E+02,1.075823E+02,2.647554E-02,7.529081E-03,1.531304E+03,3.875414E+02,9.382777E-02,2.712255E-02,1.535187E+03,8.492713E+02,9.406566E-02,5.943840E-02,1.391951E+03,1.399177E+02,8.529699E-02,9.838421E-03,1.395564E+03,5.345117E+02,8.551840E-02,3.741730E-02 
06:45:00,1.184596E+03,1.067918E+03,7.259171E-02,7.474144E-02,1.311404E+03,0.000000E+00,8.036247E-02,0.000000E+00,1.410153E+03,4.031863E+02,8.640675E-02,2.821776E-02,1.184596E+03,4.047161E+02,7.259171E-02,2.832463E-02,1.406270E+03,6.187099E+02,8.616885E-02,4.330197E-02,1.180560E+03,4.499922E+02,7.234442E-02,3.149340E-02,2.486699E+02,6.212657E+02,1.524144E-02,4.347956E-02,1.315017E+03,0.000000E+00,8.058388E-02,0.000000E+00,1.180560E+03,6.019418E+02,7.234442E-02,4.212813E-02,4.847153E+02,6.314843E+02,2.970553E-02,4.419519E-02,4.319588E+02,1.342036E+02,2.647555E-02,9.392180E-03,1.406270E+03,4.470863E+02,8.616885E-02,3.129020E-02,1.410153E+03,1.083509E+03,8.640675E-02,7.583327E-02,1.311404E+03,2.293535E+02,8.036247E-02,1.609781E-02,1.315017E+03,7.846840E+02,8.058388E-02,5.492261E-02 
07:00:00,1.103918E+03,1.292213E+03,6.764964E-02,9.044189E-02,1.230814E+03,0.000000E+00,7.542598E-02,0.000000E+00,1.285060E+03,4.677483E+02,7.874519E-02,3.273694E-02,1.103918E+03,4.562929E+02,6.764964E-02,3.193496E-02,1.281178E+03,7.177848E+02,7.850730E-02,5.023706E-02,1.099883E+03,4.972345E+02,6.740235E-02,3.480044E-02,2.486705E+02,6.382305E+02,1.524147E-02,4.466788E-02,1.234427E+03,0.000000E+00,7.564740E-02,0.000000E+00,1.099883E+03,6.866415E+02,6.740235E-02,4.805701E-02,4.362570E+02,6.642168E+02,2.673621E-02,4.648699E-02,4.319585E+02,1.648348E+02,2.647553E-02,1.153597E-02,1.281178E+03,5.093338E+02,7.850730E-02,3.564741E-02,1.285060E+03,1.321254E+03,7.874519E-02,9.247518E-02,1.230814E+03,3.279769E+02,7.542598E-02,2.300053E-02,1.234427E+03,1.025580E+03,7.564740E-02,7.178250E-02 
07:15:00,1.103778E+03,1.480068E+03,6.764324E-02,1.035929E-01,1.230667E+03,1.313748E+01,7.541939E-02,9.237786E-04,1.284851E+03,4.871698E+02,7.873616E-02,3.409708E-02,1.103778E+03,4.743895E+02,6.764324E-02,3.320236E-02,1.280969E+03,7.575421E+02,7.849826E-02,5.302090E-02,1.099743E+03,5.121700E+02,6.739595E-02,3.584662E-02,2.486702E+02,6.443278E+02,1.524145E-02,4.509594E-02,1.234280E+03,5.681627E+00,7.564081E-02,4.023203E-04,1.099743E+03,7.251906E+02,6.739595E-02,5.075621E-02,4.361877E+02,6.717003E+02,2.673239E-02,4.701196E-02,4.319573E+02,1.851029E+02,2.647546E-02,1.295456E-02,1.280969E+03,5.266518E+02,7.849826E-02,3.686033E-02,1.284851E+03,1.509074E+03,7.873616E-02,1.056238E-01,1.230667E+03,3.678434E+02,7.541939E-02,2.574597E-02,1.234280E+03,1.224329E+03,7.564081E-02,8.569616E-02 
07:30:00,1.103679E+03,1.664359E+03,6.763886E-02,1.164948E-01,1.230552E+03,4.090677E+01,7.541443E-02,2.867301E-03,1.284716E+03,5.113135E+02,7.873064E-02,3.578780E-02,1.103679E+03,4.956272E+02,6.763886E-02,3.468975E-02,1.280834E+03,7.852979E+02,7.849274E-02,5.496474E-02,1.099644E+03,5.309095E+02,6.739158E-02,3.715911E-02,2.486685E+02,6.516697E+02,1.524135E-02,4.561122E-02,1.234165E+03,3.588732E+01,7.563584E-02,2.516342E-03,1.099644E+03,7.520802E+02,6.739158E-02,5.263943E-02,4.361673E+02,6.805402E+02,2.673135E-02,4.763196E-02,4.319545E+02,2.064822E+02,2.647529E-02,1.445100E-02,1.280834E+03,5.476540E+02,7.849274E-02,3.833116E-02,1.284716E+03,1.692821E+03,7.873064E-02,1.184876E-01,1.230552E+03,3.898680E+02,7.541443E-02,2.728739E-02,1.234165E+03,1.420030E+03,7.563584E-02,9.939662E-02 
07:45:00,1.103581E+03,1.840011E+03,6.763427E-02,1.287918E-01,1.230446E+03,8.075914E+01,7.540953E-02,5.656482E-03,1.284579E+03,5.402970E+02,7.872434E-02,3.781740E-02,1.103581E+03,5.213307E+02,6.763427E-02,3.648986E-02,1.280697E+03,8.023791E+02,7.848644E-02,5.616142E-02,1.099547E+03,5.538639E+02,6.738698E-02,3.876672E-02,2.486654E+02,6.599536E+02,1.524116E-02,4.619250E-02,1.234059E+03,7.647100E+01,7.563095E-02,5.356720E-03,1.099547E+03,7.686600E+02,6.738698E-02,5.380104E-02,4.361194E+02,6.904273E+02,2.672861E-02,4.832532E-02,4.319499E+02,2.281313E+02,2.647500E-02,1.596642E-02,1.280697E+03,5.726868E+02,7.848644E-02,4.008421E-02,1.284579E+03,1.867404E+03,7.872434E-02,1.307096E-01,1.230446E+03,3.990296E+02,7.540953E-02,2.792928E-02,1.234059E+03,1.596387E+03,7.563095E-02,1.117428E-01 
08:00:00,1.103513E+03,2.005186E+03,6.763095E-02,1.403539E-01,1.230371E+03,1.335378E+02,7.540592E-02,9.350463E-03,1.284484E+03,5.737635E+02,7.871975E-02,4.016048E-02,1.103513E+03,5.510794E+02,6.763095E-02,3.857286E-02,1.280602E+03,8.126906E+02,7.848184E-02,5.688368E-02,1.099478E+03,5.806302E+02,6.738366E-02,4.064084E-02,2.486607E+02,6.690172E+02,1.524087E-02,4.682793E-02,1.233983E+03,1.330867E+02,7.562734E-02,9.319263E-03,1.099478E+03,7.788680E+02,6.738366E-02,5.451616E-02,4.360800E+02,7.011586E+02,2.672637E-02,4.907734E-02,4.319434E+02,2.492502E+02,2.647460E-02,1.744478E-02,1.280602E+03,6.016258E+02,7.848184E-02,4.211038E-02,1.284484E+03,2.030901E+03,7.871975E-02,1.421541E-01,1.230371E+03,3.982322E+02,7.540592E-02,2.787384E-02,1.233983E+03,1.753076E+03,7.562734E-02,1.227104E-01 
08:15:00,1.103462E+03,2.157861E+03,6.762829E-02,1.510400E-01,1.230315E+03,1.846538E+02,7.540298E-02,1.292395E-02,1.284411E+03,6.107639E+02,7.871592E-02,4.275084E-02,1.103462E+03,5.846888E+02,6.762829E-02,4.092595E-02,1.280530E+03,8.211665E+02,7.847802E-02,5.747718E-02,1.099427E+03,6.094117E+02,6.738100E-02,4.265592E-02,2.486548E+02,6.785276E+02,1.524051E-02,4.749433E-02,1.233927E+03,1.986539E+02,7.562440E-02,1.390389E-02,1.099427E+03,7.877296E+02,6.738100E-02,5.513676E-02,4.360436E+02,7.122443E+02,2.672426E-02,4.985392E-02,4.319352E+02,2.692906E+02,2.647410E-02,1.884773E-02,1.280530E+03,6.325186E+02,7.847802E-02,4.427322E-02,1.284411E+03,2.181099E+03,7.871592E-02,1.526667E-01,1.230315E+03,3.984710E+02,7.540298E-02,2.789074E-02,1.233927E+03,1.888703E+03,7.562440E-02,1.322025E-01 
08:30:00,1.103421E+03,2.297387E+03,6.762605E-02,1.608051E-01,1.230270E+03,2.318880E+02,7.540050E-02,1.623029E-02,1.284353E+03,6.540643E+02,7.871260E-02,4.578206E-02,1.103421E+03,6.244865E+02,6.762605E-02,4.371204E-02,1.280471E+03,8.330629E+02,7.847470E-02,5.830997E-02,1.099386E+03,6.398224E+02,6.737875E-02,4.478493E-02,2.486479E+02,6.883250E+02,1.524009E-02,4.818056E-02,1.233883E+03,2.587523E+02,7.562192E-02,1.811081E-02,1.099386E+03,8.003654E+02,6.737875E-02,5.602138E-02,4.360095E+02,7.235504E+02,2.672229E-02,5.064570E-02,4.319259E+02,2.880050E+02,2.647353E-02,2.015791E-02,1.280471E+03,6.650008E+02,7.847470E-02,4.654719E-02,1.284353E+03,2.317468E+03,7.871260E-02,1.622108E-01,1.230270E+03,4.061691E+02,7.540050E-02,2.842966E-02,1.233883E+03,2.003934E+03,7.562192E-02,1.402667E-01 
08:45:00,1.103388E+03,2.425076E+03,6.762413E-02,1.697416E-01,1.230234E+03,2.771649E+02,7.539840E-02,1.939988E-02,1.284304E+03,7.064364E+02,7.870971E-02,4.944823E-02,1.103388E+03,6.738606E+02,6.762413E-02,4.716838E-02,1.280423E+03,8.505953E+02,7.847181E-02,5.953725E-02,1.099353E+03,6.709800E+02,6.737684E-02,4.696612E-02,2.486406E+02,6.983136E+02,1.523964E-02,4.888000E-02,1.233847E+03,3.321695E+02,7.561982E-02,2.325044E-02,1.099353E+03,8.188090E+02,6.737684E-02,5.731249E-02,4.359780E+02,7.350069E+02,2.672044E-02,5.144787E-02,4.319161E+02,3.053750E+02,2.647293E-02,2.137401E-02,1.280423E+03,6.982100E+02,7.847181E-02,4.887195E-02,1.284304E+03,2.441254E+03,7.870971E-02,1.708741E-01,1.230234E+03,4.229059E+02,7.539840E-02,2.960130E-02,1.233847E+03,2.101736E+03,7.561982E-02,1.471107E-01 
09:00:00,1.103360E+03,2.540568E+03,6.762249E-02,1.778245E-01,1.230205E+03,3.190625E+02,7.539663E-02,2.233308E-02,1.284263E+03,7.718581E+02,7.870723E-02,5.402789E-02,1.103360E+03,7.365659E+02,6.762249E-02,5.155786E-02,1.280381E+03,8.745906E+02,7.846933E-02,6.121696E-02,1.099325E+03,7.024449E+02,6.737519E-02,4.916875E-02,2.486331E+02,7.084899E+02,1.523918E-02,4.959247E-02,1.233818E+03,4.126484E+02,7.561805E-02,2.888495E-02,1.099325E+03,8.433565E+02,6.737519E-02,5.903091E-02,4.359491E+02,7.466322E+02,2.671873E-02,5.226176E-02,4.319062E+02,3.215894E+02,2.647233E-02,2.250924E-02,1.280381E+03,7.316850E+02,7.846933E-02,5.121526E-02,1.284263E+03,2.552348E+03,7.870723E-02,1.786492E-01,1.230205E+03,4.477866E+02,7.539663E-02,3.134309E-02,1.233818E+03,2.182712E+03,7.561805E-02,1.527774E-01 
09:15:00,1.103336E+03,2.639533E+03,6.762108E-02,1.847507E-01,1.230180E+03,3.586178E+02,7.539515E-02,2.510239E-02,1.284228E+03,8.530312E+02,7.870510E-02,5.971005E-02,1.103336E+03,8.153842E+02,6.762108E-02,5.707520E-02,1.280346E+03,9.031220E+02,7.846720E-02,6.321417E-02,1.099301E+03,7.345742E+02,6.737378E-02,5.141785E-02,2.486258E+02,7.189022E+02,1.523873E-02,5.032140E-02,1.233793E+03,4.997151E+02,7.561657E-02,3.498110E-02,1.099301E+03,8.721854E+02,6.737378E-02,6.104897E-02,4.359227E+02,7.583869E+02,2.671717E-02,5.308464E-02,4.318966E+02,3.369229E+02,2.647174E-02,2.358280E-02,1.280346E+03,7.658519E+02,7.846720E-02,5.360693E-02,1.284228E+03,2.646843E+03,7.870510E-02,1.852626E-01,1.230180E+03,4.762055E+02,7.539515E-02,3.333263E-02,1.233793E+03,2.242622E+03,7.561657E-02,1.569699E-01 
09:30:00,1.103316E+03,2.722058E+03,6.761986E-02,1.905263E-01,1.230159E+03,3.953827E+02,7.539391E-02,2.767640E-02,1.284197E+03,9.493971E+02,7.870326E-02,6.645563E-02,1.103316E+03,9.098507E+02,6.761986E-02,6.368785E-02,1.280315E+03,9.345923E+02,7.846536E-02,6.541707E-02,1.099281E+03,7.677442E+02,6.737256E-02,5.373968E-02,2.486187E+02,7.295970E+02,1.523830E-02,5.107006E-02,1.233772E+03,5.868561E+02,7.561533E-02,4.108287E-02,1.099281E+03,9.035532E+02,6.737256E-02,6.324471E-02,4.358988E+02,7.703403E+02,2.671575E-02,5.392139E-02,4.318875E+02,3.516019E+02,2.647118E-02,2.461054E-02,1.280315E+03,8.010582E+02,7.846536E-02,5.607127E-02,1.284197E+03,2.724832E+03,7.870326E-02,1.907208E-01,1.230159E+03,5.050266E+02,7.539391E-02,3.535041E-02,1.233772E+03,2.283005E+03,7.561533E-02,1.597958E-01 
09:45:00,1.103298E+03,2.788997E+03,6.761879E-02,1.952111E-01,1.230142E+03,4.293516E+02,7.539285E-02,3.005469E-02,1.284171E+03,1.058590E+03,7.870166E-02,7.409897E-02,1.103298E+03,1.017317E+03,6.761879E-02,7.121034E-02,1.280289E+03,9.683615E+02,7.846376E-02,6.778081E-02,1.099263E+03,8.020577E+02,6.737150E-02,5.614147E-02,2.486120E+02,7.405904E+02,1.523789E-02,5.183957E-02,1.233755E+03,6.861057E+02,7.561427E-02,4.803216E-02,1.099263E+03,9.366959E+02,6.737150E-02,6.556461E-02,4.358773E+02,7.825297E+02,2.671447E-02,5.477463E-02,4.318791E+02,3.658803E+02,2.647066E-02,2.561024E-02,1.280289E+03,8.374745E+02,7.846376E-02,5.862023E-02,1.284171E+03,2.787040E+03,7.870166E-02,1.950744E-01,1.230142E+03,5.329634E+02,7.539285E-02,3.730628E-02,1.233755E+03,2.305623E+03,7.561427E-02,1.613784E-01 
10:00:00,1.103283E+03,2.840450E+03,6.761785E-02,1.988120E-01,1.230127E+03,4.606072E+02,7.539194E-02,3.224300E-02,1.284148E+03,1.176982E+03,7.870025E-02,8.238595E-02,1.103283E+03,1.134399E+03,6.761785E-02,7.940575E-02,1.280266E+03,1.003506E+03,7.846235E-02,7.024074E-02,1.099248E+03,8.378840E+02,6.737056E-02,5.864910E-02,2.486057E+02,7.518532E+02,1.523750E-02,5.262792E-02,1.233740E+03,7.961009E+02,7.561337E-02,5.573277E-02,1.099248E+03,9.710592E+02,6.737056E-02,6.796983E-02,4.358580E+02,7.949485E+02,2.671332E-02,5.564390E-02,4.318713E+02,3.800864E+02,2.647019E-02,2.660486E-02,1.280266E+03,8.755071E+02,7.846235E-02,6.128227E-02,1.284148E+03,2.833834E+03,7.870025E-02,1.983492E-01,1.230127E+03,5.601593E+02,7.539194E-02,3.921026E-02,1.233740E+03,2.311524E+03,7.561337E-02,1.617909E-01 
