Time,THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SACRAMENTO EXECUTIVE ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
10:15:00,1.103269E+03,2.879943E+03,6.761701E-02,2.015758E-01,1.230114E+03,4.901078E+02,7.539117E-02,3.430834E-02,1.284127E+03,1.300100E+03,7.869901E-02,9.100365E-02,1.103269E+03,1.256503E+03,6.761701E-02,8.795246E-02,1.280246E+03,1.038632E+03,7.846110E-02,7.269935E-02,1.099234E+03,8.742826E+02,6.736972E-02,6.119671E-02,2.485998E+02,7.633120E+02,1.523714E-02,5.342996E-02,1.233727E+03,9.179527E+02,7.561259E-02,6.426242E-02,1.099234E+03,1.005168E+03,6.736972E-02,7.035722E-02,4.358406E+02,8.075483E+02,2.671227E-02,5.652582E-02,4.318642E+02,3.942485E+02,2.646975E-02,2.759637E-02,1.280246E+03,9.140422E+02,7.846110E-02,6.397945E-02,1.284127E+03,2.868501E+03,7.869901E-02,2.007753E-01,1.230114E+03,5.863560E+02,7.539117E-02,4.104415E-02,1.233727E+03,2.305735E+03,7.561259E-02,1.613854E-01 
10:30:00,1.103256E+03,2.907356E+03,6.761625E-02,2.034941E-01,1.230103E+03,5.191503E+02,7.539049E-02,3.634140E-02,1.284109E+03,1.424659E+03,7.869789E-02,9.972188E-02,1.103256E+03,1.380289E+03,6.761625E-02,9.661664E-02,1.280227E+03,1.073377E+03,7.845999E-02,7.513130E-02,1.099221E+03,9.107637E+02,6.736896E-02,6.375009E-02,2.485944E+02,7.748679E+02,1.523681E-02,5.423878E-02,1.233716E+03,1.052236E+03,7.561192E-02,7.366122E-02,1.099221E+03,1.038623E+03,6.736896E-02,7.269882E-02,4.358250E+02,8.202548E+02,2.671134E-02,5.741520E-02,4.318578E+02,4.083248E+02,2.646936E-02,2.858184E-02,1.280227E+03,9.526570E+02,7.845999E-02,6.668219E-02,1.284109E+03,2.891261E+03,7.869789E-02,2.023680E-01,1.230103E+03,6.122822E+02,7.539049E-02,4.285901E-02,1.233716E+03,2.288364E+03,7.561192E-02,1.601693E-01 
10:45:00,1.103245E+03,2.921712E+03,6.761557E-02,2.044987E-01,1.230094E+03,5.487644E+02,7.538991E-02,3.841431E-02,1.284093E+03,1.548118E+03,7.869689E-02,1.083629E-01,1.103245E+03,1.503258E+03,6.761557E-02,1.052234E-01,1.280211E+03,1.107452E+03,7.845899E-02,7.751625E-02,1.099210E+03,9.471414E+02,6.736827E-02,6.629623E-02,2.485893E+02,7.864043E+02,1.523649E-02,5.504623E-02,1.233706E+03,1.180296E+03,7.561133E-02,8.262366E-02,1.099210E+03,1.071308E+03,6.736827E-02,7.498651E-02,4.358110E+02,8.329758E+02,2.671049E-02,5.830559E-02,4.318521E+02,4.221138E+02,2.646901E-02,2.954717E-02,1.280211E+03,9.911525E+02,7.845899E-02,6.937656E-02,1.284093E+03,2.901539E+03,7.869689E-02,2.030871E-01,1.230094E+03,6.386126E+02,7.538991E-02,4.470201E-02,1.233706E+03,2.258633E+03,7.561133E-02,1.580881E-01 
11:00:00,1.103235E+03,2.921812E+03,6.761494E-02,2.045055E-01,1.230085E+03,5.793379E+02,7.538939E-02,4.055420E-02,1.284078E+03,1.668558E+03,7.869599E-02,1.167925E-01,1.103235E+03,1.623519E+03,6.761494E-02,1.136403E-01,1.280196E+03,1.140787E+03,7.845809E-02,7.984942E-02,1.099200E+03,9.831832E+02,6.736765E-02,6.881883E-02,2.485845E+02,7.977910E+02,1.523620E-02,5.584319E-02,1.233698E+03,1.301847E+03,7.561082E-02,9.113018E-02,1.099200E+03,1.103070E+03,6.736765E-02,7.720960E-02,4.357983E+02,8.456040E+02,2.670973E-02,5.918946E-02,4.318469E+02,4.351931E+02,2.646869E-02,3.046280E-02,1.280196E+03,1.029310E+03,7.845809E-02,7.204728E-02,1.284078E+03,2.898146E+03,7.869599E-02,2.028495E-01,1.230085E+03,6.649644E+02,7.538939E-02,4.654640E-02,1.233698E+03,2.214665E+03,7.561082E-02,1.550105E-01 
11:15:00,1.103226E+03,2.903503E+03,6.761437E-02,2.032238E-01,1.230078E+03,6.091427E+02,7.538894E-02,4.264023E-02,1.284065E+03,1.783930E+03,7.869517E-02,1.248673E-01,1.103226E+03,1.738967E+03,6.761437E-02,1.217203E-01,1.280183E+03,1.172535E+03,7.845727E-02,8.207155E-02,1.099191E+03,1.018155E+03,6.736707E-02,7.126650E-02,2.485801E+02,8.088952E+02,1.523593E-02,5.662037E-02,1.233691E+03,1.414239E+03,7.561037E-02,9.899541E-02,1.099191E+03,1.133124E+03,6.736707E-02,7.931305E-02,4.357870E+02,8.579490E+02,2.670905E-02,6.005352E-02,4.318423E+02,4.473482E+02,2.646841E-02,3.131372E-02,1.280183E+03,1.066344E+03,7.845727E-02,7.463932E-02,1.284065E+03,2.877126E+03,7.869517E-02,2.013780E-01,1.230078E+03,6.905906E+02,7.538894E-02,4.833998E-02,1.233691E+03,2.150826E+03,7.561037E-02,1.505421E-01 
11:30:00,1.103217E+03,2.861046E+03,6.761384E-02,2.002519E-01,1.230071E+03,6.378805E+02,7.538854E-02,4.465157E-02,1.284053E+03,1.893089E+03,7.869442E-02,1.325071E-01,1.103217E+03,1.848546E+03,6.761384E-02,1.293895E-01,1.280171E+03,1.202455E+03,7.845652E-02,8.416569E-02,1.099182E+03,1.051781E+03,6.736654E-02,7.362001E-02,2.485760E+02,8.195771E+02,1.523568E-02,5.736799E-02,1.233684E+03,1.516421E+03,7.560997E-02,1.061458E-01,1.099182E+03,1.161341E+03,6.736654E-02,8.128803E-02,4.357767E+02,8.698875E+02,2.670843E-02,6.088910E-02,4.318382E+02,4.583893E+02,2.646816E-02,3.208664E-02,1.280171E+03,1.101992E+03,7.845652E-02,7.713435E-02,1.284053E+03,2.832994E+03,7.869442E-02,1.982889E-01,1.230071E+03,7.149184E+02,7.538854E-02,5.004261E-02,1.233684E+03,2.059306E+03,7.560997E-02,1.441362E-01 
11:45:00,1.103209E+03,2.788180E+03,6.761335E-02,1.951516E-01,1.230066E+03,6.653950E+02,7.538819E-02,4.657726E-02,1.284041E+03,1.995189E+03,7.869374E-02,1.396528E-01,1.103209E+03,1.951398E+03,6.761335E-02,1.365878E-01,1.280160E+03,1.230503E+03,7.845584E-02,8.612875E-02,1.099174E+03,1.083885E+03,6.736605E-02,7.586694E-02,2.485722E+02,8.296764E+02,1.523545E-02,5.807482E-02,1.233678E+03,1.607788E+03,7.560962E-02,1.125395E-01,1.099174E+03,1.187584E+03,6.736605E-02,8.312474E-02,4.357674E+02,8.812747E+02,2.670786E-02,6.168610E-02,4.318345E+02,4.681008E+02,2.646793E-02,3.276648E-02,1.280160E+03,1.136081E+03,7.845584E-02,7.952029E-02,1.284041E+03,2.759678E+03,7.869374E-02,1.931570E-01,1.230066E+03,7.374747E+02,7.538819E-02,5.162125E-02,1.233678E+03,1.933582E+03,7.560962E-02,1.353361E-01 
12:00:00,1.103201E+03,2.683584E+03,6.761289E-02,1.878303E-01,1.230060E+03,6.916492E+02,7.538788E-02,4.841469E-02,1.284031E+03,2.089566E+03,7.869311E-02,1.462581E-01,1.103201E+03,2.046820E+03,6.761289E-02,1.432661E-01,1.280149E+03,1.256440E+03,7.845521E-02,8.794406E-02,1.099166E+03,1.114355E+03,6.736559E-02,7.799953E-02,2.485686E+02,8.390195E+02,1.523523E-02,5.872872E-02,1.233673E+03,1.687997E+03,7.560930E-02,1.181524E-01,1.099166E+03,1.211730E+03,6.736559E-02,8.481469E-02,4.357589E+02,8.919491E+02,2.670735E-02,6.243319E-02,4.318312E+02,4.762653E+02,2.646773E-02,3.333802E-02,1.280149E+03,1.168503E+03,7.845521E-02,8.178946E-02,1.284031E+03,2.655758E+03,7.869311E-02,1.858832E-01,1.230060E+03,7.580060E+02,7.538788E-02,5.305816E-02,1.233673E+03,1.777416E+03,7.560930E-02,1.244054E-01 
12:15:00,1.103194E+03,2.561474E+03,6.761246E-02,1.792833E-01,1.230056E+03,7.178583E+02,7.538760E-02,5.024894E-02,1.284022E+03,2.176280E+03,7.869253E-02,1.523271E-01,1.103194E+03,2.134822E+03,6.761246E-02,1.494251E-01,1.280140E+03,1.280840E+03,7.845463E-02,8.965182E-02,1.099159E+03,1.144087E+03,6.736516E-02,8.008048E-02,2.485652E+02,8.474400E+02,1.523502E-02,5.931803E-02,1.233669E+03,1.757437E+03,7.560902E-02,1.230118E-01,1.099159E+03,1.234248E+03,6.736516E-02,8.639065E-02,4.357512E+02,9.018314E+02,2.670688E-02,6.312485E-02,4.318282E+02,4.831068E+02,2.646755E-02,3.381694E-02,1.280140E+03,1.200200E+03,7.845463E-02,8.400792E-02,1.284022E+03,2.534747E+03,7.869253E-02,1.774130E-01,1.230056E+03,7.768316E+02,7.538760E-02,5.437569E-02,1.233669E+03,1.617544E+03,7.560902E-02,1.132153E-01 
12:30:00,1.103188E+03,2.442398E+03,6.761206E-02,1.709486E-01,1.230052E+03,7.564517E+02,7.538734E-02,5.295002E-02,1.284013E+03,2.255064E+03,7.869199E-02,1.578410E-01,1.103188E+03,2.215022E+03,6.761206E-02,1.550381E-01,1.280131E+03,1.303770E+03,7.845409E-02,9.125671E-02,1.099153E+03,1.183009E+03,6.736476E-02,8.280461E-02,2.485620E+02,8.548540E+02,1.523482E-02,5.983690E-02,1.233665E+03,1.816120E+03,7.560877E-02,1.271184E-01,1.099153E+03,1.255205E+03,6.736476E-02,8.785741E-02,4.357442E+02,9.108394E+02,2.670645E-02,6.375530E-02,4.318256E+02,4.886949E+02,2.646738E-02,3.420808E-02,1.280131E+03,1.240815E+03,7.845409E-02,8.685066E-02,1.284013E+03,2.416310E+03,7.869199E-02,1.691231E-01,1.230052E+03,7.939622E+02,7.538734E-02,5.557458E-02,1.233665E+03,1.480562E+03,7.560877E-02,1.036275E-01 
12:45:00,1.103182E+03,2.342287E+03,6.761168E-02,1.639416E-01,1.230048E+03,8.198948E+02,7.538712E-02,5.739070E-02,1.284005E+03,2.325791E+03,7.869149E-02,1.627909E-01,1.103182E+03,2.287229E+03,6.761168E-02,1.600917E-01,1.280123E+03,1.325434E+03,7.845359E-02,9.277293E-02,1.099147E+03,1.244672E+03,6.736438E-02,8.712072E-02,2.485590E+02,8.613651E+02,1.523464E-02,6.029256E-02,1.233661E+03,1.864305E+03,7.560854E-02,1.304905E-01,1.099147E+03,1.274810E+03,6.736438E-02,8.922954E-02,4.357377E+02,9.190662E+02,2.670606E-02,6.433107E-02,4.318232E+02,4.933344E+02,2.646724E-02,3.453279E-02,1.280123E+03,1.303571E+03,7.845359E-02,9.124319E-02,1.284005E+03,2.316122E+03,7.869149E-02,1.621106E-01,1.230048E+03,8.096167E+02,7.538712E-02,5.667016E-02,1.233661E+03,1.380469E+03,7.560854E-02,9.662196E-02 
13:00:00,1.103176E+03,2.269975E+03,6.761132E-02,1.588805E-01,1.230045E+03,9.244514E+02,7.538691E-02,6.470961E-02,1.283997E+03,2.388502E+03,7.869102E-02,1.671800E-01,1.103176E+03,2.351434E+03,6.761132E-02,1.645852E-01,1.280115E+03,1.346179E+03,7.845312E-02,9.422484E-02,1.099141E+03,1.338570E+03,6.736402E-02,9.369325E-02,2.485561E+02,8.672798E+02,1.523446E-02,6.070649E-02,1.233658E+03,1.902499E+03,7.560834E-02,1.331634E-01,1.099141E+03,1.293420E+03,6.736402E-02,9.053207E-02,4.357318E+02,9.268001E+02,2.670570E-02,6.487234E-02,4.318211E+02,4.975604E+02,2.646711E-02,3.482853E-02,1.280115E+03,1.397902E+03,7.845312E-02,9.784604E-02,1.283997E+03,2.243276E+03,7.869102E-02,1.570121E-01,1.230045E+03,8.242410E+02,7.538691E-02,5.769364E-02,1.233658E+03,1.321434E+03,7.560834E-02,9.249047E-02 
13:15:00,1.103170E+03,2.219995E+03,6.761098E-02,1.553826E-01,1.230042E+03,1.077717E+03,7.538672E-02,7.543836E-02,1.283990E+03,2.443112E+03,7.869059E-02,1.710020E-01,1.103170E+03,2.407525E+03,6.761098E-02,1.685109E-01,1.280108E+03,1.366251E+03,7.845268E-02,9.562972E-02,1.099135E+03,1.467913E+03,6.736368E-02,1.027469E-01,2.485534E+02,8.730287E+02,1.523430E-02,6.110881E-02,1.233655E+03,1.931118E+03,7.560815E-02,1.351662E-01,1.099135E+03,1.311317E+03,6.736368E-02,9.178463E-02,4.357263E+02,9.344289E+02,2.670537E-02,6.540627E-02,4.318191E+02,5.015832E+02,2.646699E-02,3.511004E-02,1.280108E+03,1.527232E+03,7.845268E-02,1.068988E-01,1.283990E+03,2.193122E+03,7.869059E-02,1.535020E-01,1.230042E+03,8.382581E+02,7.538672E-02,5.867465E-02,1.233655E+03,1.286744E+03,7.560815E-02,9.006300E-02 
13:30:00,1.103165E+03,2.181802E+03,6.761066E-02,1.527097E-01,1.230039E+03,1.262353E+03,7.538655E-02,8.836310E-02,1.283983E+03,2.489560E+03,7.869018E-02,1.742528E-01,1.103165E+03,2.455382E+03,6.761066E-02,1.718603E-01,1.280101E+03,1.385938E+03,7.845227E-02,9.700764E-02,1.099130E+03,1.623072E+03,6.736336E-02,1.136077E-01,2.485508E+02,8.790264E+02,1.523414E-02,6.152857E-02,1.233652E+03,1.950454E+03,7.560798E-02,1.365192E-01,1.099130E+03,1.328783E+03,6.736336E-02,9.300709E-02,4.357212E+02,9.423586E+02,2.670506E-02,6.596126E-02,4.318174E+02,5.057843E+02,2.646688E-02,3.540406E-02,1.280101E+03,1.682492E+03,7.845227E-02,1.177667E-01,1.283983E+03,2.155920E+03,7.869018E-02,1.508984E-01,1.230039E+03,8.520811E+02,7.538655E-02,5.964209E-02,1.233652E+03,1.261400E+03,7.560798E-02,8.828960E-02 
13:45:00,1.103160E+03,2.149857E+03,6.761035E-02,1.504741E-01,1.230036E+03,1.460872E+03,7.538639E-02,1.022593E-01,1.283977E+03,2.527539E+03,7.868979E-02,1.769108E-01,1.103160E+03,2.494631E+03,6.761035E-02,1.746072E-01,1.280095E+03,1.405374E+03,7.845189E-02,9.836794E-02,1.099125E+03,1.789308E+03,6.736305E-02,1.252437E-01,2.485484E+02,8.855277E+02,1.523399E-02,6.198358E-02,1.233649E+03,1.960389E+03,7.560782E-02,1.372143E-01,1.099125E+03,1.345942E+03,6.736305E-02,9.420804E-02,4.357165E+02,9.508491E+02,2.670477E-02,6.655552E-02,4.318158E+02,5.102717E+02,2.646679E-02,3.571815E-02,1.280095E+03,1.849427E+03,7.845189E-02,1.294516E-01,1.283977E+03,2.126268E+03,7.868979E-02,1.488234E-01,1.230036E+03,8.659074E+02,7.538639E-02,6.060978E-02,1.233649E+03,1.241980E+03,7.560782E-02,8.693071E-02 
14:00:00,1.103155E+03,2.121612E+03,6.761006E-02,1.484973E-01,1.230034E+03,1.653336E+03,7.538625E-02,1.157309E-01,1.283971E+03,2.556408E+03,7.868943E-02,1.789312E-01,1.103155E+03,2.524556E+03,6.761006E-02,1.767015E-01,1.280089E+03,1.424476E+03,7.845153E-02,9.970494E-02,1.099120E+03,1.955838E+03,6.736276E-02,1.368999E-01,2.485460E+02,8.925814E+02,1.523384E-02,6.247728E-02,1.233647E+03,1.960288E+03,7.560768E-02,1.372071E-01,1.099120E+03,1.362693E+03,6.736276E-02,9.538049E-02,4.357121E+02,9.599661E+02,2.670450E-02,6.719363E-02,4.318144E+02,5.149117E+02,2.646670E-02,3.604295E-02,1.280089E+03,2.017298E+03,7.845153E-02,1.412017E-01,1.283971E+03,2.101407E+03,7.868943E-02,1.470834E-01,1.230034E+03,8.796340E+02,7.538625E-02,6.157051E-02,1.233647E+03,1.225854E+03,7.560768E-02,8.580225E-02 
14:15:00,1.103151E+03,2.095102E+03,6.760978E-02,1.466419E-01,1.230032E+03,1.828335E+03,7.538612E-02,1.279791E-01,1.283965E+03,2.574647E+03,7.868909E-02,1.802076E-01,1.103151E+03,2.543588E+03,6.760978E-02,1.780334E-01,1.280084E+03,1.442407E+03,7.845118E-02,1.009599E-01,1.099116E+03,2.117266E+03,6.736248E-02,1.481986E-01,2.485438E+02,9.000798E+02,1.523371E-02,6.300210E-02,1.233645E+03,1.948516E+03,7.560755E-02,1.363829E-01,1.099116E+03,1.378223E+03,6.736248E-02,9.646744E-02,4.357080E+02,9.695696E+02,2.670425E-02,6.786582E-02,4.318131E+02,5.199252E+02,2.646662E-02,3.639392E-02,1.280084E+03,2.180358E+03,7.845118E-02,1.526146E-01,1.283965E+03,2.079161E+03,7.868909E-02,1.455265E-01,1.230032E+03,8.923986E+02,7.538612E-02,6.246391E-02,1.233645E+03,1.211224E+03,7.560755E-02,8.477838E-02 
14:30:00,1.103146E+03,2.069246E+03,6.760952E-02,1.448323E-01,1.230030E+03,1.988850E+03,7.538600E-02,1.392129E-01,1.283960E+03,2.581143E+03,7.868877E-02,1.806621E-01,1.103146E+03,2.550559E+03,6.760952E-02,1.785211E-01,1.280078E+03,1.458880E+03,7.845086E-02,1.021129E-01,1.099111E+03,2.272583E+03,6.736222E-02,1.590692E-01,2.485416E+02,9.078295E+02,1.523357E-02,6.354452E-02,1.233643E+03,1.923899E+03,7.560742E-02,1.346597E-01,1.099111E+03,1.392233E+03,6.736222E-02,9.744800E-02,4.357041E+02,9.794799E+02,2.670401E-02,6.855947E-02,4.318120E+02,5.251986E+02,2.646655E-02,3.676307E-02,1.280078E+03,2.337162E+03,7.845086E-02,1.635894E-01,1.283960E+03,2.058084E+03,7.868877E-02,1.440514E-01,1.230030E+03,9.038341E+02,7.538600E-02,6.326428E-02,1.233643E+03,1.197071E+03,7.560742E-02,8.378785E-02 
14:45:00,1.103142E+03,2.043292E+03,6.760926E-02,1.430158E-01,1.230028E+03,2.137581E+03,7.538588E-02,1.496215E-01,1.283955E+03,2.574667E+03,7.868846E-02,1.802086E-01,1.103142E+03,2.544198E+03,6.760926E-02,1.780757E-01,1.280073E+03,1.473545E+03,7.845055E-02,1.031393E-01,1.099107E+03,2.422155E+03,6.736197E-02,1.695375E-01,2.485396E+02,9.156155E+02,1.523345E-02,6.408949E-02,1.233641E+03,1.885223E+03,7.560731E-02,1.319525E-01,1.099107E+03,1.404379E+03,6.736197E-02,9.829805E-02,4.357005E+02,9.894850E+02,2.670379E-02,6.925975E-02,4.318109E+02,5.306760E+02,2.646648E-02,3.714648E-02,1.280073E+03,2.487743E+03,7.845055E-02,1.741284E-01,1.283955E+03,2.037311E+03,7.868846E-02,1.425975E-01,1.230028E+03,9.135334E+02,7.538588E-02,6.394312E-02,1.233641E+03,1.182584E+03,7.560731E-02,8.277384E-02 
15:00:00,1.103138E+03,2.016680E+03,6.760902E-02,1.411531E-01,1.230026E+03,2.275832E+03,7.538578E-02,1.592968E-01,1.283950E+03,2.554018E+03,7.868817E-02,1.787631E-01,1.103138E+03,2.523281E+03,6.760902E-02,1.766114E-01,1.280069E+03,1.486064E+03,7.845026E-02,1.040155E-01,1.099103E+03,2.566098E+03,6.736172E-02,1.796119E-01,2.485376E+02,9.232341E+02,1.523332E-02,6.462272E-02,1.233639E+03,1.831523E+03,7.560721E-02,1.281937E-01,1.099103E+03,1.414340E+03,6.736172E-02,9.899521E-02,4.356971E+02,9.993742E+02,2.670358E-02,6.995193E-02,4.318099E+02,5.363149E+02,2.646642E-02,3.754118E-02,1.280069E+03,2.632076E+03,7.845026E-02,1.842301E-01,1.283950E+03,2.016138E+03,7.868817E-02,1.411156E-01,1.230026E+03,9.211354E+02,7.538578E-02,6.447515E-02,1.233639E+03,1.167337E+03,7.560721E-02,8.170670E-02 
