Time,THERMAL ZONE 1:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:MEMPHIS ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:MEMPHIS ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
19:45:00,4.243419E+03,1.045860E+03,2.599755E-01,7.321624E-02,4.250701E+03,1.001292E+03,2.604216E-01,7.009673E-02,4.250822E+03,1.101414E+03,2.604291E-01,7.710446E-02,5.859195E+03,2.843293E+03,3.590514E-01,1.990368E-01,4.250701E+03,1.595267E+03,2.604216E-01,1.116703E-01 
20:00:00,4.243688E+03,1.009020E+03,2.599866E-01,7.063715E-02,4.250970E+03,9.694324E+02,2.604327E-01,6.786642E-02,4.251091E+03,1.048244E+03,2.604401E-01,7.338218E-02,5.859773E+03,2.806580E+03,3.590806E-01,1.964663E-01,4.250970E+03,1.460096E+03,2.604327E-01,1.022085E-01 
20:15:00,4.243887E+03,9.769652E+02,2.599974E-01,6.839318E-02,4.251169E+03,9.400381E+02,2.604436E-01,6.580853E-02,4.251290E+03,1.005772E+03,2.604510E-01,7.040906E-02,5.860212E+03,2.767076E+03,3.591036E-01,1.937003E-01,4.251169E+03,1.361274E+03,2.604436E-01,9.529142E-02 
20:30:00,4.244054E+03,9.473184E+02,2.600077E-01,6.631786E-02,4.251336E+03,9.119154E+02,2.604538E-01,6.383959E-02,4.251457E+03,9.699310E+02,2.604612E-01,6.790020E-02,5.860559E+03,2.726629E+03,3.591225E-01,1.908684E-01,4.251336E+03,1.283555E+03,2.604538E-01,8.985188E-02 
20:45:00,4.244197E+03,9.193868E+02,2.600165E-01,6.436248E-02,4.251479E+03,8.839323E+02,2.604626E-01,6.188035E-02,4.251600E+03,9.371665E+02,2.604701E-01,6.560671E-02,5.860841E+03,2.686503E+03,3.591383E-01,1.880590E-01,4.251479E+03,1.219609E+03,2.604626E-01,8.537643E-02 
21:00:00,4.244316E+03,8.920607E+02,2.600237E-01,6.244942E-02,4.251598E+03,8.565037E+02,2.604699E-01,5.995972E-02,4.251719E+03,9.069483E+02,2.604773E-01,6.349130E-02,5.861074E+03,2.647339E+03,3.591517E-01,1.853170E-01,4.251598E+03,1.164527E+03,2.604699E-01,8.152136E-02 
21:15:00,4.244414E+03,8.638245E+02,2.600297E-01,6.047245E-02,4.251696E+03,8.292079E+02,2.604758E-01,5.804845E-02,4.251817E+03,8.762477E+02,2.604832E-01,6.134203E-02,5.861268E+03,2.609180E+03,3.591630E-01,1.826454E-01,4.251696E+03,1.115223E+03,2.604758E-01,7.807047E-02 
21:30:00,4.244496E+03,8.354469E+02,2.600346E-01,5.848538E-02,4.251778E+03,8.018849E+02,2.604807E-01,5.613529E-02,4.251899E+03,8.454828E+02,2.604882E-01,5.918790E-02,5.861430E+03,2.572054E+03,3.591725E-01,1.800463E-01,4.251778E+03,1.069000E+03,2.604807E-01,7.483497E-02 
21:45:00,4.244566E+03,8.069329E+02,2.600389E-01,5.648879E-02,4.251848E+03,7.748409E+02,2.604850E-01,5.424165E-02,4.251969E+03,8.149716E+02,2.604924E-01,5.705149E-02,5.861565E+03,2.535895E+03,3.591805E-01,1.775149E-01,4.251848E+03,1.025084E+03,2.604850E-01,7.176075E-02 
22:00:00,4.244625E+03,7.784715E+02,2.600425E-01,5.449589E-02,4.251907E+03,7.483332E+02,2.604886E-01,5.238565E-02,4.252028E+03,7.844129E+02,2.604960E-01,5.491179E-02,5.861679E+03,2.500608E+03,3.591873E-01,1.750445E-01,4.251907E+03,9.837482E+02,2.604886E-01,6.886697E-02 
22:15:00,4.244676E+03,7.376435E+02,2.600456E-01,5.163737E-02,4.251958E+03,7.094148E+02,2.604918E-01,4.966096E-02,4.252079E+03,7.419466E+02,2.604992E-01,5.193852E-02,5.861775E+03,2.390661E+03,3.591931E-01,1.673479E-01,4.251958E+03,9.319115E+02,2.604918E-01,6.523807E-02 
22:30:00,4.244720E+03,6.954434E+02,2.600483E-01,4.868263E-02,4.252002E+03,6.690658E+02,2.604944E-01,4.683588E-02,4.252123E+03,6.983248E+02,2.605019E-01,4.888424E-02,5.861857E+03,2.275675E+03,3.591980E-01,1.592976E-01,4.252002E+03,8.816142E+02,2.604944E-01,6.171655E-02 
22:45:00,4.244758E+03,6.520601E+02,2.600507E-01,4.564527E-02,4.252040E+03,6.274444E+02,2.604968E-01,4.392192E-02,4.252161E+03,6.537307E+02,2.605042E-01,4.576214E-02,5.861927E+03,2.156793E+03,3.592022E-01,1.509744E-01,4.252040E+03,8.330507E+02,2.604968E-01,5.831685E-02 
23:00:00,4.244791E+03,6.076512E+02,2.600527E-01,4.253637E-02,4.252073E+03,5.846981E+02,2.604988E-01,4.092944E-02,4.252194E+03,6.082881E+02,2.605062E-01,4.258089E-02,5.861987E+03,2.034725E+03,3.592059E-01,1.424283E-01,4.252073E+03,7.833344E+02,2.604988E-01,5.483692E-02 
23:15:00,4.244820E+03,5.752266E+02,2.600544E-01,4.026659E-02,4.252102E+03,5.538530E+02,2.605006E-01,3.877021E-02,4.252223E+03,5.749829E+02,2.605080E-01,4.024947E-02,5.862039E+03,1.985228E+03,3.592090E-01,1.389623E-01,4.252102E+03,7.448005E+02,2.605006E-01,5.213984E-02 
23:30:00,4.244845E+03,5.438684E+02,2.600560E-01,3.807183E-02,4.252127E+03,5.239798E+02,2.605021E-01,3.667938E-02,4.252248E+03,5.428794E+02,2.605095E-01,3.800254E-02,5.862083E+03,1.938833E+03,3.592117E-01,1.357146E-01,4.252127E+03,7.055340E+02,2.605021E-01,4.939181E-02 
23:45:00,4.244867E+03,5.134524E+02,2.600573E-01,3.594290E-02,4.252149E+03,4.949489E+02,2.605034E-01,3.464740E-02,4.252270E+03,5.118344E+02,2.605108E-01,3.582959E-02,5.862121E+03,1.894504E+03,3.592141E-01,1.326117E-01,4.252149E+03,6.648827E+02,2.605034E-01,4.654638E-02 
24:00:00,4.244886E+03,4.838671E+02,2.600585E-01,3.387192E-02,4.252168E+03,4.666493E+02,2.605046E-01,3.266643E-02,4.252289E+03,4.817206E+02,2.605120E-01,3.372161E-02,5.862155E+03,1.851667E+03,3.592161E-01,1.296131E-01,4.252168E+03,6.253409E+02,2.605046E-01,4.377806E-02 
Peak,4.245035E+03,2.229499E+03,2.600676E-01,1.560783E-01,4.252317E+03,2.912043E+03,2.605137E-01,2.038574E-01,4.252438E+03,1.498010E+03,2.605211E-01,1.048742E-01,5.862398E+03,2.944285E+03,3.592310E-01,2.061088E-01,4.252317E+03,3.494588E+03,2.605137E-01,2.446360E-01 

Peak Vol Flow (m3/s),,,2.181888E-01,1.309449E-01,,,2.185631E-01,1.710301E-01,,,2.185693E-01,8.798629E-02,,,3.013839E-01,1.729190E-01,,,2.185631E-01,2.052422E-01 
