Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,xxxxxxxxxxxxxxxx,Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,
1/4/2005,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.1,-10.7,75,101391,9999,9999,248,9999,1,0,9999,9999,9999,9999,273,4.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.2,-10.6,77,101396,9999,9999,248,9999,1,0,9999,9999,9999,9999,279,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.1,-10.2,79,101376,9999,9999,248,9999,1,0,9999,9999,9999,9999,275,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.8,-9.6,81,101356,9999,9999,250,9999,1,0,9999,9999,9999,9999,282,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.7,-9.2,82,101362,9999,9999,251,9999,1,0,9999,9999,9999,9999,274,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.6,-9.2,81,101359,9999,9999,251,9999,1,0,9999,9999,9999,9999,271,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.4,-9.3,80,101379,9999,9999,252,9999,2,0,9999,9999,9999,9999,274,4.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.2,-9,81,101380,9999,9999,253,9999,2,0,9999,9999,9999,9999,266,4.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.9,-8.8,80,101363,9999,9999,254,9999,2,0,9999,9999,9999,9999,261,4.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.3,-9,75,101316,9999,9999,256,9999,1,0,9999,9999,9999,9999,271,5.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.9,-8.6,75,101253,9999,9999,258,9999,1,4,9999,9999,9999,9999,283,5.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5,-9,74,101233,9999,9999,258,9999,1,35,9999,9999,9999,9999,285,5.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.8,-9,73,101265,9999,9999,258,9999,1,88,9999,9999,9999,9999,285,4.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.8,-9.1,72,101324,9999,9999,258,9999,4,185,9999,9999,9999,9999,283,5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5,-9.3,72,101365,9999,9999,257,9999,1,221,9999,9999,9999,9999,290,4.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.1,-9.7,70,101390,9999,9999,256,9999,0,168,9999,9999,9999,9999,288,3.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.2,-10.5,66,101435,9999,9999,255,9999,0,114,9999,9999,9999,9999,306,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.4,-10.5,68,101477,9999,9999,254,9999,1,103,9999,9999,9999,9999,300,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.8,-10.3,71,101498,9999,9999,253,9999,0,91,9999,9999,9999,9999,310,3.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.4,-10.4,73,101519,9999,9999,251,9999,0,28,9999,9999,9999,9999,313,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.7,-10.7,73,101512,9999,9999,250,9999,1,0,9999,9999,9999,9999,296,2.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/4/2005,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.8,-11.1,72,101455,9999,9999,249,9999,2,0,9999,9999,9999,9999,309,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.1,-10.9,74,101419,9999,9999,248,9999,1,0,9999,9999,9999,9999,305,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.5,-11,76,101409,9999,9999,246,9999,1,0,9999,9999,9999,9999,301,2.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.8,-11.1,77,101447,9999,9999,245,9999,1,0,9999,9999,9999,9999,280,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.6,-11,77,101456,9999,9999,246,9999,1,0,9999,9999,9999,9999,286,2.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.5,-11,76,101438,9999,9999,246,9999,2,0,9999,9999,9999,9999,288,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.6,-10.7,78,101443,9999,9999,246,9999,2,0,9999,9999,9999,9999,276,1.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7.3,-10,81,101449,9999,9999,248,9999,2,0,9999,9999,9999,9999,286,2.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-7,-9.4,83,101475,9999,9999,250,9999,2,0,9999,9999,9999,9999,277,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-6.7,-8.9,85,101466,9999,9999,251,9999,2,0,9999,9999,9999,9999,275,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.9,-8.3,83,101485,9999,9999,255,9999,2,0,9999,9999,9999,9999,279,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5.4,-8.1,81,101479,9999,9999,257,9999,2,0,9999,9999,9999,9999,273,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.9,-7.9,80,101404,9999,9999,259,9999,2,0,9999,9999,9999,9999,271,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.3,-7.7,77,101291,9999,9999,262,9999,1,2,9999,9999,9999,9999,279,4.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-7.9,74,101222,9999,9999,263,9999,1,26,9999,9999,9999,9999,279,5.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-7.6,75,101221,9999,9999,263,9999,1,57,9999,9999,9999,9999,284,5.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-7.5,77,101245,9999,9999,263,9999,1,71,9999,9999,9999,9999,274,4.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.1,-7.4,78,101287,9999,9999,263,9999,1,117,9999,9999,9999,9999,274,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.3,-8.4,73,101354,9999,9999,261,9999,8,197,9999,9999,9999,9999,278,4.3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.7,-9.1,71,101386,9999,9999,259,9999,3,151,9999,9999,9999,9999,294,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.7,-8.6,75,101389,9999,9999,259,9999,0,140,9999,9999,9999,9999,277,3.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.8,-7.8,80,101365,9999,9999,260,9999,0,69,9999,9999,9999,9999,261,3.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.8,-7.7,81,101364,9999,9999,260,9999,0,12,9999,9999,9999,9999,271,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.8,-7.6,81,101358,9999,9999,260,9999,1,0,9999,9999,9999,9999,273,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/5/2005,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.7,-7.6,80,101346,9999,9999,260,9999,1,0,9999,9999,9999,9999,267,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.8,-7.4,82,101313,9999,9999,260,9999,1,0,9999,9999,9999,9999,267,3.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.9,-6.9,86,101305,9999,9999,260,9999,1,0,9999,9999,9999,9999,268,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5,-6.7,88,101315,9999,9999,260,9999,1,0,9999,9999,9999,9999,265,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-5,-6.5,89,101316,9999,9999,260,9999,1,0,9999,9999,9999,9999,265,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.7,-6.3,89,101299,9999,9999,261,9999,1,0,9999,9999,9999,9999,267,3.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.1,-6.3,85,101328,9999,9999,264,9999,1,0,9999,9999,9999,9999,290,3.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-5.8,86,101400,9999,9999,265,9999,1,0,9999,9999,9999,9999,288,4.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-5.8,86,101471,9999,9999,265,9999,1,0,9999,9999,9999,9999,279,4.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.6,-5.8,85,101523,9999,9999,266,9999,1,0,9999,9999,9999,9999,278,4.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.5,-5.7,85,101583,9999,9999,267,9999,1,0,9999,9999,9999,9999,273,4.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.2,-5.6,84,101593,9999,9999,268,9999,2,0,9999,9999,9999,9999,280,4.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.9,-5.5,83,101541,9999,9999,269,9999,1,0,9999,9999,9999,9999,286,4.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.7,-5.4,82,101476,9999,9999,270,9999,1,2,9999,9999,9999,9999,283,5.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.3,-5.2,81,101451,9999,9999,272,9999,1,18,9999,9999,9999,9999,290,4.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2,-5.2,79,101466,9999,9999,273,9999,1,46,9999,9999,9999,9999,284,4.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,16:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.9,-5.2,78,101514,9999,9999,274,9999,1,86,9999,9999,9999,9999,287,4.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,17:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-1.9,-5.5,77,101604,9999,9999,273,9999,0,96,9999,9999,9999,9999,286,4.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.2,-5.9,76,101672,9999,9999,272,9999,1,138,9999,9999,9999,9999,296,5.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,19:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.5,-6.2,76,101729,9999,9999,270,9999,0,114,9999,9999,9999,9999,291,5.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,20:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.9,-6.6,76,101784,9999,9999,268,9999,0,84,9999,9999,9999,9999,299,5.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.1,-6.5,78,101818,9999,9999,267,9999,0,59,9999,9999,9999,9999,295,4.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,22:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.4,-6.5,79,101839,9999,9999,266,9999,0,15,9999,9999,9999,9999,304,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,23:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.5,-6.6,79,101876,9999,9999,266,9999,1,0,9999,9999,9999,9999,294,4.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/6/2005,24:00:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.6,-6.6,80,101880,9999,9999,265,9999,1,0,9999,9999,9999,9999,291,4.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,1:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.6,-6.8,79,101869,9999,9999,265,9999,1,0,9999,9999,9999,9999,293,4.1,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,2:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-6.5,81,101888,9999,9999,265,9999,1,0,9999,9999,9999,9999,285,3.9,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,3:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-7.1,78,101912,9999,9999,264,9999,1,0,9999,9999,9999,9999,286,5.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,4:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-7.2,78,101923,9999,9999,263,9999,1,0,9999,9999,9999,9999,304,4.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,5:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.9,-7.1,79,101918,9999,9999,264,9999,1,0,9999,9999,9999,9999,301,3.5,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,6:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-7.3,77,101947,9999,9999,263,9999,1,0,9999,9999,9999,9999,288,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,7:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4.1,-7.4,78,102010,9999,9999,263,9999,1,0,9999,9999,9999,9999,293,4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,8:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-4,-7.4,77,102019,9999,9999,263,9999,1,0,9999,9999,9999,9999,283,3.2,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,9:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.8,-7.3,77,102011,9999,9999,264,9999,1,0,9999,9999,9999,9999,301,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,10:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.6,-7,78,102007,9999,9999,265,9999,2,0,9999,9999,9999,9999,300,3,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,11:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.5,-6.5,80,102018,9999,9999,266,9999,1,0,9999,9999,9999,9999,301,2.7,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-3.2,-6.6,77,101951,9999,9999,267,9999,1,0,9999,9999,9999,9999,284,3.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,13:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.8,-6.8,74,101850,9999,9999,268,9999,2,3,9999,9999,9999,9999,288,2.6,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,14:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.7,-7.1,72,101775,9999,9999,268,9999,1,25,9999,9999,9999,9999,282,2.8,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
1/7/2005,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9*9*9*_*9*9,-2.6,-6.9,72,101736,9999,9999,233,9999,1,59,9999,9999,9999,9999,283,2.4,99,99,9999,9999,9,'999999999,999,0.999,999,99,999,0,99,,,,,,,,,,,,,,,,,,
