Time,THERMAL ZONE 2:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO MIDWAY AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
19:45:00,5.495713E+03,9.615092E+02,3.366612E-01,6.730925E-02,7.206867E+03,2.631393E+03,4.416103E-01,1.842006E-01,5.518359E+03,1.573579E+03,3.380485E-01,1.101501E-01,5.518359E+03,1.019001E+03,3.380485E-01,7.133443E-02,5.495713E+03,8.770921E+02,3.366612E-01,6.140025E-02 
20:00:00,5.496048E+03,9.215809E+02,3.366743E-01,6.451411E-02,7.207567E+03,2.593944E+03,4.416441E-01,1.815786E-01,5.518694E+03,1.404540E+03,3.380615E-01,9.831757E-02,5.518694E+03,9.542785E+02,3.380615E-01,6.680301E-02,5.496048E+03,8.373568E+02,3.366743E-01,5.861797E-02 
20:15:00,5.496306E+03,8.837707E+02,3.366888E-01,6.186718E-02,7.208081E+03,2.552540E+03,4.416704E-01,1.786797E-01,5.518952E+03,1.284742E+03,3.380761E-01,8.993173E-02,5.518952E+03,9.022062E+02,3.380761E-01,6.315731E-02,5.496306E+03,7.989988E+02,3.366888E-01,5.593201E-02 
20:30:00,5.496527E+03,8.476317E+02,3.367026E-01,5.933707E-02,7.208481E+03,2.509236E+03,4.416921E-01,1.756479E-01,5.519173E+03,1.195781E+03,3.380899E-01,8.370508E-02,5.519173E+03,8.571213E+02,3.380899E-01,6.000090E-02,5.496527E+03,7.627258E+02,3.367026E-01,5.339216E-02 
20:45:00,5.496714E+03,8.110589E+02,3.367142E-01,5.677646E-02,7.208805E+03,2.465772E+03,4.417104E-01,1.726049E-01,5.519361E+03,1.123660E+03,3.381015E-01,7.865728E-02,5.519361E+03,8.137289E+02,3.381015E-01,5.696293E-02,5.496714E+03,7.290006E+02,3.367142E-01,5.103085E-02 
21:00:00,5.496868E+03,7.749454E+02,3.367234E-01,5.424783E-02,7.209073E+03,2.423285E+03,4.417260E-01,1.696303E-01,5.519515E+03,1.062982E+03,3.381107E-01,7.441039E-02,5.519515E+03,7.725258E+02,3.381107E-01,5.407804E-02,5.496868E+03,6.972472E+02,3.367234E-01,4.880774E-02 
21:15:00,5.496994E+03,7.398879E+02,3.367310E-01,5.179320E-02,7.209297E+03,2.382172E+03,4.417392E-01,1.667520E-01,5.519641E+03,1.008739E+03,3.381182E-01,7.061377E-02,5.519641E+03,7.332528E+02,3.381182E-01,5.132835E-02,5.496994E+03,6.670562E+02,3.367310E-01,4.669408E-02 
21:30:00,5.497099E+03,7.061613E+02,3.367373E-01,4.943188E-02,7.209484E+03,2.342660E+03,4.417503E-01,1.639858E-01,5.519745E+03,9.581019E+02,3.381246E-01,6.706932E-02,5.519745E+03,6.965040E+02,3.381246E-01,4.875549E-02,5.497099E+03,6.381927E+02,3.367373E-01,4.467341E-02 
21:45:00,5.497187E+03,6.737483E+02,3.367427E-01,4.716263E-02,7.209641E+03,2.304778E+03,4.417597E-01,1.613338E-01,5.519833E+03,9.119427E+02,3.381300E-01,6.383807E-02,5.519833E+03,6.618753E+02,3.381300E-01,4.633117E-02,5.497187E+03,6.104811E+02,3.367427E-01,4.273341E-02 
22:00:00,5.497262E+03,6.425867E+02,3.367474E-01,4.498104E-02,7.209774E+03,2.268447E+03,4.417677E-01,1.587905E-01,5.519909E+03,8.692791E+02,3.381346E-01,6.085151E-02,5.519909E+03,6.291112E+02,3.381346E-01,4.403744E-02,5.497262E+03,5.837802E+02,3.367474E-01,4.086418E-02 
22:15:00,5.497327E+03,5.830481E+02,3.367513E-01,4.081313E-02,7.209887E+03,2.133330E+03,4.417745E-01,1.493322E-01,5.519973E+03,8.001941E+02,3.381386E-01,5.601536E-02,5.519973E+03,5.684194E+02,3.381386E-01,3.978887E-02,5.497327E+03,5.283928E+02,3.367513E-01,3.698696E-02 
22:30:00,5.497382E+03,5.227230E+02,3.367547E-01,3.658987E-02,7.209983E+03,1.993862E+03,4.417804E-01,1.395681E-01,5.520029E+03,7.302191E+02,3.381420E-01,5.111639E-02,5.520029E+03,5.072817E+02,3.381420E-01,3.550879E-02,5.497382E+03,4.719153E+02,3.367547E-01,3.303313E-02 
22:45:00,5.497430E+03,4.616768E+02,3.367576E-01,3.231623E-02,7.210065E+03,1.851054E+03,4.417854E-01,1.295702E-01,5.520076E+03,6.584887E+02,3.381449E-01,4.609458E-02,5.520076E+03,4.456872E+02,3.381449E-01,3.119682E-02,5.497430E+03,4.144205E+02,3.367576E-01,2.900816E-02 
23:00:00,5.497471E+03,4.000398E+02,3.367601E-01,2.800133E-02,7.210136E+03,1.705638E+03,4.417897E-01,1.193896E-01,5.520117E+03,5.847104E+02,3.381474E-01,4.092948E-02,5.520117E+03,3.837059E+02,3.381474E-01,2.685786E-02,5.497471E+03,3.560564E+02,3.367601E-01,2.492242E-02 
23:15:00,5.497507E+03,3.673867E+02,3.367623E-01,2.571535E-02,7.210197E+03,1.658091E+03,4.417934E-01,1.160598E-01,5.520153E+03,5.389417E+02,3.381496E-01,3.772520E-02,5.520153E+03,3.508778E+02,3.381496E-01,2.455967E-02,5.497507E+03,3.264424E+02,3.367623E-01,2.284921E-02 
23:30:00,5.497538E+03,3.360835E+02,3.367642E-01,2.352427E-02,7.210250E+03,1.614073E+03,4.417967E-01,1.129784E-01,5.520184E+03,4.949748E+02,3.381515E-01,3.464762E-02,5.520184E+03,3.195324E+02,3.381515E-01,2.236563E-02,5.497538E+03,2.979398E+02,3.367642E-01,2.085415E-02 
23:45:00,5.497565E+03,3.059906E+02,3.367659E-01,2.141788E-02,7.210295E+03,1.572565E+03,4.417995E-01,1.100727E-01,5.520211E+03,4.528834E+02,3.381531E-01,3.170128E-02,5.520211E+03,2.894963E+02,3.381531E-01,2.026322E-02,5.497565E+03,2.704207E+02,3.367659E-01,1.892791E-02 
24:00:00,5.497588E+03,2.768971E+02,3.367673E-01,1.938138E-02,7.210335E+03,1.532805E+03,4.418019E-01,1.072895E-01,5.520234E+03,4.125678E+02,3.381546E-01,2.887912E-02,5.520234E+03,2.605358E+02,3.381546E-01,1.823605E-02,5.497588E+03,2.436852E+02,3.367673E-01,1.705650E-02 
Peak,5.497769E+03,2.521306E+03,3.367784E-01,1.765000E-01,7.210624E+03,2.745331E+03,4.418196E-01,1.921786E-01,5.520415E+03,3.424159E+03,3.381657E-01,2.396998E-01,5.520415E+03,1.331160E+03,3.381657E-01,9.319295E-02,5.497769E+03,2.844616E+03,3.367784E-01,1.991337E-01 

Peak Vol Flow (m3/s),,,2.858932E-01,1.498319E-01,,,3.750632E-01,1.631416E-01,,,2.870708E-01,2.034826E-01,,,2.870708E-01,7.911204E-02,,,2.858932E-01,1.690458E-01 
