Time,THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s] 
03:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
03:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
04:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
04:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
04:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
04:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
05:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
05:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
05:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
05:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
06:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
06:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
06:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
06:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
07:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
07:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
07:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
07:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
08:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
08:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
08:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
08:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
09:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
09:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
09:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
09:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
10:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
10:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
10:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
10:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
11:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
11:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
11:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
11:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
12:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
12:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
12:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
12:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
13:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
13:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
13:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
13:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
14:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
14:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
14:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
14:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
15:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
15:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
15:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
15:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,0.000000E+00,2.814237E-01,0.000000E+00,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
16:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,5.944479E+01,2.814237E-01,4.178041E-03,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
16:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,1.304470E+02,2.814237E-01,9.147288E-03,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
16:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,2.243384E+02,2.814237E-01,1.571810E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
16:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,3.361661E+02,2.814237E-01,2.354412E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
17:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,3.978495E+02,2.814237E-01,2.784295E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
17:15:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,4.509542E+02,2.814237E-01,3.155904E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
17:30:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,4.788041E+02,2.814237E-01,3.350801E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
17:45:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,4.829886E+02,2.814237E-01,3.380085E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
18:00:00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00,4.573228E+03,0.000000E+00,2.803016E-01,0.000000E+00,4.591536E+03,4.621815E+02,2.814237E-01,3.234474E-02,1.274241E+04,0.000000E+00,7.810057E-01,0.000000E+00,4.591379E+03,0.000000E+00,2.814141E-01,0.000000E+00 
