Time,THERMAL ZONE 4:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
21:30:00,2.807005E+03,4.081257E+02,1.720109E-01,2.856445E-02,2.807830E+03,6.624968E+02,1.720615E-01,4.636869E-02,5.209941E+03,2.288742E+03,3.192925E-01,1.601999E-01,2.807005E+03,2.974910E+02,1.720109E-01,2.082101E-02,2.807830E+03,2.839031E+02,1.720615E-01,1.986997E-02 
21:45:00,2.807039E+03,3.793677E+02,1.720130E-01,2.655163E-02,2.807864E+03,6.166250E+02,1.720635E-01,4.315790E-02,5.210025E+03,2.262031E+03,3.192973E-01,1.583301E-01,2.807039E+03,2.773452E+02,1.720130E-01,1.941098E-02,2.807864E+03,2.641435E+02,1.720635E-01,1.848698E-02 
22:00:00,2.807068E+03,3.516083E+02,1.720148E-01,2.460870E-02,2.807893E+03,5.725271E+02,1.720653E-01,4.007131E-02,5.210095E+03,2.235518E+03,3.193015E-01,1.564742E-01,2.807068E+03,2.575173E+02,1.720148E-01,1.802322E-02,2.807893E+03,2.447971E+02,1.720653E-01,1.713292E-02 
22:15:00,2.807093E+03,2.533666E+02,1.720163E-01,1.773284E-02,2.807918E+03,4.508167E+02,1.720669E-01,3.155269E-02,5.210154E+03,2.006601E+03,3.193050E-01,1.404512E-01,2.807093E+03,1.857257E+02,1.720163E-01,1.299862E-02,2.807918E+03,1.763747E+02,1.720669E-01,1.234414E-02 
22:30:00,2.807115E+03,1.621724E+02,1.720176E-01,1.135025E-02,2.807940E+03,3.286540E+02,1.720682E-01,2.300236E-02,5.210204E+03,1.770833E+03,3.193080E-01,1.239473E-01,2.807115E+03,1.189220E+02,1.720176E-01,8.323132E-03,2.807940E+03,1.128245E+02,1.720682E-01,7.896368E-03 
22:45:00,2.807134E+03,7.778907E+01,1.720188E-01,5.444353E-03,2.807959E+03,2.061716E+02,1.720694E-01,1.442973E-02,5.210247E+03,1.529509E+03,3.193105E-01,1.070544E-01,2.807134E+03,5.703459E+01,1.720188E-01,3.991741E-03,2.807959E+03,5.405768E+01,1.720694E-01,3.783386E-03 
23:00:00,2.807151E+03,0.000000E+00,1.720198E-01,0.000000E+00,2.807976E+03,8.349497E+01,1.720704E-01,5.843587E-03,5.210283E+03,1.283620E+03,3.193127E-01,8.984179E-02,2.807151E+03,0.000000E+00,1.720198E-01,0.000000E+00,2.807976E+03,0.000000E+00,1.720704E-01,0.000000E+00 
23:15:00,2.807165E+03,0.000000E+00,1.720207E-01,0.000000E+00,2.807990E+03,4.565089E+01,1.720713E-01,3.194894E-03,5.210314E+03,1.235871E+03,3.193146E-01,8.649769E-02,2.807165E+03,0.000000E+00,1.720207E-01,0.000000E+00,2.807990E+03,0.000000E+00,1.720713E-01,0.000000E+00 
23:30:00,2.807178E+03,0.000000E+00,1.720215E-01,0.000000E+00,2.808003E+03,1.950679E+01,1.720721E-01,1.365180E-03,5.210341E+03,1.190769E+03,3.193162E-01,8.333996E-02,2.807178E+03,0.000000E+00,1.720215E-01,0.000000E+00,2.808003E+03,0.000000E+00,1.720721E-01,0.000000E+00 
23:45:00,2.807190E+03,0.000000E+00,1.720222E-01,0.000000E+00,2.808015E+03,4.479113E+00,1.720728E-01,3.134682E-04,5.210364E+03,1.147038E+03,3.193176E-01,8.027835E-02,2.807190E+03,0.000000E+00,1.720222E-01,0.000000E+00,2.808015E+03,0.000000E+00,1.720728E-01,0.000000E+00 
24:00:00,2.807200E+03,0.000000E+00,1.720228E-01,0.000000E+00,2.808025E+03,0.000000E+00,1.720734E-01,0.000000E+00,5.210384E+03,1.103676E+03,3.193188E-01,7.724279E-02,2.807200E+03,0.000000E+00,1.720228E-01,0.000000E+00,2.808025E+03,0.000000E+00,1.720734E-01,0.000000E+00 
Peak,2.807281E+03,1.553135E+03,1.720278E-01,1.087113E-01,2.808106E+03,1.967471E+03,1.720784E-01,1.377107E-01,5.210528E+03,2.555033E+03,3.193276E-01,1.788422E-01,2.807281E+03,1.507598E+03,1.720278E-01,1.055233E-01,2.808106E+03,6.553020E+02,1.720784E-01,4.586599E-02 

Peak Vol Flow (m3/s),,,1.429283E-01,9.032212E-02,,,1.429703E-01,1.144162E-01,,,2.653115E-01,1.485900E-01,,,1.429283E-01,8.767339E-02,,,1.429703E-01,3.810750E-02 
