Time,THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s] 
15:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
15:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
16:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
16:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
16:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
16:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
17:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
17:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
17:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
17:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
18:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
18:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
18:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
18:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
19:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
19:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
19:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
19:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
20:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
20:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
20:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
20:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
21:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
21:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
21:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
21:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
22:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
22:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
22:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
22:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
23:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
23:15:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
23:30:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
23:45:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
24:00:00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 
Peak,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,7.278393E+02,0.000000E+00,4.461061E-02,0.000000E+00,3.412208E+02,0.000000E+00,2.091405E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00,7.287452E+02,0.000000E+00,4.466613E-02,0.000000E+00 

Peak Vol Flow (m3/s),,,3.705129E-02,0.000000E+00,,,3.705129E-02,0.000000E+00,,,1.737014E-02,0.000000E+00,,,3.709740E-02,0.000000E+00,,,3.709740E-02,0.000000E+00 
