Time,THERMAL ZONE 13:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13::Des Sens Cool Load [W],THERMAL ZONE 13:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13::Des Cool Mass Flow [kg/s],THERMAL ZONE 15:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 14:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
02:45:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,4.773246E+01,6.308868E-02,3.340509E-03,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,2.429271E+01,7.798693E-02,1.700101E-03,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
03:00:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,3.870549E+01,6.308868E-02,2.708766E-03,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,1.123318E+01,7.798693E-02,7.861432E-04,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
03:15:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,2.997049E+01,6.308868E-02,2.097455E-03,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,3.228248E+00,7.798693E-02,2.259258E-04,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
03:30:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,2.164801E+01,6.308868E-02,1.515015E-03,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
03:45:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,1.352625E+01,6.308868E-02,9.466212E-04,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
04:00:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,7.109929E+00,6.308868E-02,4.975815E-04,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
04:15:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,2.800103E+00,6.308868E-02,1.959625E-04,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
04:30:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,4.000631E-01,6.308868E-02,2.799803E-05,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
04:45:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
05:00:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
05:15:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
05:30:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
05:45:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
06:00:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
06:15:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
06:30:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,2.866072E+01,7.803457E-02,2.012326E-03,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
06:45:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,9.848392E+01,7.803457E-02,6.900486E-03,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
07:00:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,6.250662E+01,6.748034E-02,4.411338E-03,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,2.260726E+02,7.803457E-02,1.582967E-02,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
07:15:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,1.724670E+02,6.748034E-02,1.210706E-02,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,4.037026E+02,7.803457E-02,2.826093E-02,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
07:30:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,3.308503E+02,6.748034E-02,2.319137E-02,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,6.008171E+02,7.803457E-02,4.204926E-02,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
07:45:00,1.575839E+03,0.000000E+00,9.658607E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,6.004879E+02,0.000000E+00,3.680501E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.273164E+03,0.000000E+00,7.803457E-02,0.000000E+00,1.413593E+03,0.000000E+00,8.664173E-02,0.000000E+00,1.100968E+03,5.342925E+02,6.748034E-02,3.742907E-02,1.029316E+03,0.000000E+00,6.308868E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100974E+03,0.000000E+00,6.748075E-02,0.000000E+00,1.273164E+03,8.009747E+02,7.803457E-02,5.605545E-02,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.412282E+03,0.000000E+00,8.656138E-02,0.000000E+00,1.272387E+03,0.000000E+00,7.798693E-02,0.000000E+00,1.100968E+03,0.000000E+00,6.748034E-02,0.000000E+00 
