Time,THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
03:15:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
03:30:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
03:45:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
04:00:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
04:15:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
04:30:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
04:45:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
05:00:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
05:15:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
05:30:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
05:45:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
06:00:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
06:15:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
06:30:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
06:45:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
07:00:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
07:15:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
07:30:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
07:45:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
08:00:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
08:15:00,1.627491E+02,0.000000E+00,9.975190E-03,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.227577E+02,0.000000E+00,3.816997E-02,0.000000E+00,6.224150E+02,0.000000E+00,3.814896E-02,0.000000E+00 
