Time,THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7::Des Sens Cool Load [W],THERMAL ZONE 7:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6::Des Sens Cool Load [W],THERMAL ZONE 6:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6::Des Cool Mass Flow [kg/s],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
02:45:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
03:00:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
03:15:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
03:30:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
03:45:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
04:00:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
04:15:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
04:30:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
04:45:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
05:00:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
05:15:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
05:30:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
05:45:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
06:00:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
06:15:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
06:30:00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
06:45:00,2.174949E+03,8.291429E+01,1.333066E-01,5.810567E-03,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,2.953623E+01,1.396131E-01,2.073130E-03,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
07:00:00,2.174949E+03,3.200031E+02,1.333066E-01,2.244244E-02,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,2.227157E+02,1.396131E-01,1.573421E-02,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
07:15:00,2.174949E+03,7.037102E+02,1.333066E-01,4.929581E-02,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.280556E+03,0.000000E+00,1.397795E-01,0.000000E+00,2.174645E+03,0.000000E+00,1.332880E-01,0.000000E+00,2.134454E+03,0.000000E+00,1.308246E-01,0.000000E+00,2.277841E+03,0.000000E+00,1.396131E-01,0.000000E+00,2.921456E+03,0.000000E+00,1.790614E-01,0.000000E+00,2.277841E+03,5.909186E+02,1.396131E-01,4.150246E-02,2.174949E+03,0.000000E+00,1.333066E-01,0.000000E+00 
