Time,THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
15:15:00,4.820693E+02,8.035626E+02,2.954498E-02,5.624124E-02,4.822517E+02,1.135879E+03,2.955616E-02,7.950012E-02,4.905524E+02,5.305647E+02,3.006542E-02,3.713491E-02,4.905524E+02,7.252250E+02,3.006542E-02,5.075884E-02,4.207834E+02,1.090238E+03,2.578934E-02,7.630652E-02,4.820579E+02,9.570382E+02,2.954428E-02,6.698263E-02,4.910327E+02,9.016846E+02,3.009486E-02,6.311003E-02,4.820693E+02,1.032613E+03,2.954498E-02,7.227209E-02,4.204666E+02,7.578045E+02,2.576992E-02,5.303917E-02,1.386896E+01,2.832581E+01,8.500472E-04,1.982430E-03,4.905266E+02,6.214474E+02,3.006384E-02,4.349559E-02,4.204666E+02,9.939671E+02,2.576992E-02,6.956788E-02,1.515432E+01,1.760724E+01,9.288364E-04,1.232285E-03,1.182301E+01,2.701288E+01,7.246543E-04,1.890550E-03,4.204472E+02,9.306073E+02,2.576873E-02,6.513329E-02 
15:30:00,4.820677E+02,8.086244E+02,2.954488E-02,5.659550E-02,4.822501E+02,1.178236E+03,2.955606E-02,8.246456E-02,4.905517E+02,5.342832E+02,3.006537E-02,3.739516E-02,4.905517E+02,7.120832E+02,3.006537E-02,4.983903E-02,4.207820E+02,1.132372E+03,2.578925E-02,7.925532E-02,4.820563E+02,9.507632E+02,2.954418E-02,6.654345E-02,4.910319E+02,9.410227E+02,3.009481E-02,6.586313E-02,4.820677E+02,1.023753E+03,2.954488E-02,7.165191E-02,4.204651E+02,7.620388E+02,2.576983E-02,5.333551E-02,1.386884E+01,2.870158E+01,8.500403E-04,2.008729E-03,4.905258E+02,6.155928E+02,3.006379E-02,4.308583E-02,4.204651E+02,9.849004E+02,2.576983E-02,6.893326E-02,1.515426E+01,1.798389E+01,9.288322E-04,1.258646E-03,1.182292E+01,2.737175E+01,7.246487E-04,1.915665E-03,4.204458E+02,9.228214E+02,2.576864E-02,6.458836E-02 
15:45:00,4.820661E+02,8.126915E+02,2.954479E-02,5.688015E-02,4.822486E+02,1.217100E+03,2.955597E-02,8.518458E-02,4.905509E+02,5.369894E+02,3.006533E-02,3.758455E-02,4.905509E+02,6.965701E+02,3.006533E-02,4.875328E-02,4.207806E+02,1.171163E+03,2.578916E-02,8.197021E-02,4.820547E+02,9.437780E+02,2.954408E-02,6.605456E-02,4.910312E+02,9.757091E+02,3.009477E-02,6.829069E-02,4.820661E+02,1.011442E+03,2.954479E-02,7.079024E-02,4.204637E+02,7.652633E+02,2.576974E-02,5.356119E-02,1.386874E+01,2.905547E+01,8.500338E-04,2.033496E-03,4.905251E+02,6.089738E+02,3.006375E-02,4.262255E-02,4.204637E+02,9.723170E+02,2.576974E-02,6.805252E-02,1.515419E+01,1.832823E+01,9.288284E-04,1.282744E-03,1.182284E+01,2.770634E+01,7.246435E-04,1.939082E-03,4.204444E+02,9.142784E+02,2.576856E-02,6.399044E-02 
16:00:00,4.820647E+02,8.156079E+02,2.954470E-02,5.708425E-02,4.822471E+02,1.251949E+03,2.955588E-02,8.762355E-02,4.905503E+02,5.385317E+02,3.006529E-02,3.769248E-02,4.905503E+02,6.791185E+02,3.006529E-02,4.753185E-02,4.207793E+02,1.206076E+03,2.578908E-02,8.441371E-02,4.820533E+02,9.359374E+02,2.954399E-02,6.550580E-02,4.910306E+02,1.005109E+03,3.009473E-02,7.034828E-02,4.820647E+02,9.963265E+02,2.954470E-02,6.973232E-02,4.204624E+02,7.673342E+02,2.576966E-02,5.370611E-02,1.386864E+01,2.937847E+01,8.500278E-04,2.056101E-03,4.905245E+02,6.014619E+02,3.006371E-02,4.209679E-02,4.204624E+02,9.568795E+02,2.576966E-02,6.697201E-02,1.515414E+01,1.863070E+01,9.288249E-04,1.303913E-03,1.182276E+01,2.800789E+01,7.246386E-04,1.960186E-03,4.204431E+02,9.048596E+02,2.576847E-02,6.333122E-02 
16:15:00,4.820633E+02,8.173001E+02,2.954461E-02,5.720266E-02,4.822457E+02,1.281646E+03,2.955579E-02,8.970194E-02,4.905497E+02,5.388150E+02,3.006525E-02,3.771229E-02,4.905497E+02,6.608306E+02,3.006525E-02,4.625188E-02,4.207780E+02,1.235880E+03,2.578900E-02,8.649953E-02,4.820519E+02,9.272146E+02,2.954391E-02,6.489530E-02,4.910299E+02,1.027922E+03,3.009469E-02,7.194481E-02,4.820633E+02,9.796293E+02,2.954461E-02,6.856367E-02,4.204611E+02,7.681598E+02,2.576958E-02,5.376388E-02,1.386855E+01,2.966301E+01,8.500222E-04,2.076015E-03,4.905238E+02,5.929900E+02,3.006367E-02,4.150383E-02,4.204611E+02,9.397980E+02,2.576958E-02,6.577646E-02,1.515408E+01,1.888317E+01,9.288217E-04,1.321582E-03,1.182268E+01,2.826867E+01,7.246339E-04,1.978437E-03,4.204418E+02,8.945305E+02,2.576840E-02,6.260829E-02 
16:30:00,4.820620E+02,8.182789E+02,2.954453E-02,5.727115E-02,4.822444E+02,1.305849E+03,2.955571E-02,9.139577E-02,4.905491E+02,5.384714E+02,3.006522E-02,3.768822E-02,4.905491E+02,6.425885E+02,3.006522E-02,4.497512E-02,4.207768E+02,1.260265E+03,2.578893E-02,8.820619E-02,4.820505E+02,9.174657E+02,2.954383E-02,6.421297E-02,4.910294E+02,1.044027E+03,3.009465E-02,7.307189E-02,4.820620E+02,9.628538E+02,2.954453E-02,6.738955E-02,4.204599E+02,7.682891E+02,2.576951E-02,5.377291E-02,1.386846E+01,2.990127E+01,8.500169E-04,2.092690E-03,4.905233E+02,5.834854E+02,3.006363E-02,4.083859E-02,4.204599E+02,9.226141E+02,2.576951E-02,6.457375E-02,1.515404E+01,1.907836E+01,9.288188E-04,1.335242E-03,1.182261E+01,2.848117E+01,7.246296E-04,1.993309E-03,4.204406E+02,8.831689E+02,2.576832E-02,6.181308E-02 
16:45:00,4.820607E+02,8.195403E+02,2.954445E-02,5.735943E-02,4.822431E+02,1.324465E+03,2.955563E-02,9.269865E-02,4.905485E+02,5.387679E+02,3.006518E-02,3.770895E-02,4.905485E+02,6.256586E+02,3.006518E-02,4.379017E-02,4.207756E+02,1.279170E+03,2.578886E-02,8.952924E-02,4.820493E+02,9.067025E+02,2.954375E-02,6.345966E-02,4.910288E+02,1.053472E+03,3.009462E-02,7.373283E-02,4.820607E+02,9.469812E+02,2.954445E-02,6.627864E-02,4.204587E+02,7.687507E+02,2.576944E-02,5.380520E-02,1.386838E+01,3.008794E+01,8.500120E-04,2.105754E-03,4.905227E+02,5.729682E+02,3.006360E-02,4.010247E-02,4.204587E+02,9.063169E+02,2.576944E-02,6.343311E-02,1.515399E+01,1.921229E+01,9.288161E-04,1.344615E-03,1.182254E+01,2.864042E+01,7.246254E-04,2.004454E-03,4.204394E+02,8.708139E+02,2.576825E-02,6.094835E-02 
17:00:00,4.820595E+02,8.220076E+02,2.954438E-02,5.753210E-02,4.822420E+02,1.337210E+03,2.955556E-02,9.359052E-02,4.905480E+02,5.406684E+02,3.006515E-02,3.784196E-02,4.905480E+02,6.104465E+02,3.006515E-02,4.272547E-02,4.207745E+02,1.292296E+03,2.578879E-02,9.044785E-02,4.820481E+02,8.948921E+02,2.954368E-02,6.263305E-02,4.910283E+02,1.056135E+03,3.009459E-02,7.391913E-02,4.820595E+02,9.323064E+02,2.954438E-02,6.525157E-02,4.204576E+02,7.704741E+02,2.576937E-02,5.392582E-02,1.386831E+01,3.022152E+01,8.500074E-04,2.115102E-03,4.905222E+02,5.614835E+02,3.006357E-02,3.929864E-02,4.204576E+02,8.911560E+02,2.576937E-02,6.237201E-02,1.515395E+01,1.928556E+01,9.288137E-04,1.349742E-03,1.182248E+01,2.874537E+01,7.246215E-04,2.011798E-03,4.204383E+02,8.574487E+02,2.576818E-02,6.001292E-02 
17:15:00,4.820584E+02,8.264663E+02,2.954431E-02,5.784417E-02,4.822408E+02,1.344620E+03,2.955549E-02,9.410909E-02,4.905476E+02,5.448548E+02,3.006512E-02,3.813498E-02,4.905476E+02,5.966525E+02,3.006512E-02,4.176003E-02,4.207734E+02,1.300226E+03,2.578872E-02,9.100278E-02,4.820469E+02,8.822837E+02,2.954361E-02,6.175059E-02,4.910279E+02,1.052788E+03,3.009456E-02,7.368478E-02,4.820584E+02,9.186659E+02,2.954431E-02,6.429689E-02,4.204566E+02,7.742511E+02,2.576930E-02,5.419017E-02,1.386824E+01,3.030355E+01,8.500030E-04,2.120843E-03,4.905217E+02,5.493537E+02,3.006354E-02,3.844966E-02,4.204566E+02,8.769875E+02,2.576930E-02,6.138038E-02,1.515392E+01,1.930218E+01,9.288114E-04,1.350905E-03,1.182242E+01,2.879801E+01,7.246179E-04,2.015482E-03,4.204372E+02,8.433556E+02,2.576812E-02,5.902654E-02 
17:30:00,4.820573E+02,8.324955E+02,2.954424E-02,5.826615E-02,4.822397E+02,1.346125E+03,2.955542E-02,9.421438E-02,4.905471E+02,5.506026E+02,3.006510E-02,3.853730E-02,4.905471E+02,5.831146E+02,3.006510E-02,4.081252E-02,4.207724E+02,1.302318E+03,2.578866E-02,9.114914E-02,4.820459E+02,8.689446E+02,2.954354E-02,6.081700E-02,4.910274E+02,1.042792E+03,3.009453E-02,7.298504E-02,4.820573E+02,9.051796E+02,2.954424E-02,6.335301E-02,4.204556E+02,7.796205E+02,2.576924E-02,5.456599E-02,1.386817E+01,3.033813E+01,8.499989E-04,2.123262E-03,4.905213E+02,5.366286E+02,3.006351E-02,3.755902E-02,4.204556E+02,8.628850E+02,2.576924E-02,6.039336E-02,1.515388E+01,1.926861E+01,9.288094E-04,1.348555E-03,1.182236E+01,2.880288E+01,7.246144E-04,2.015823E-03,4.204362E+02,8.286072E+02,2.576806E-02,5.799430E-02 
17:45:00,4.820563E+02,8.387742E+02,2.954418E-02,5.870561E-02,4.822387E+02,1.340962E+03,2.955536E-02,9.385299E-02,4.905467E+02,5.561523E+02,3.006507E-02,3.892576E-02,4.905467E+02,5.691660E+02,3.006507E-02,3.983627E-02,4.207715E+02,1.297747E+03,2.578860E-02,9.082915E-02,4.820448E+02,8.548358E+02,2.954348E-02,5.982953E-02,4.910270E+02,1.025346E+03,3.009451E-02,7.176398E-02,4.820563E+02,8.912314E+02,2.954418E-02,6.237680E-02,4.204546E+02,7.852325E+02,2.576918E-02,5.495878E-02,1.386811E+01,3.032836E+01,8.499951E-04,2.122579E-03,4.905209E+02,5.233227E+02,3.006349E-02,3.662773E-02,4.204546E+02,8.482292E+02,2.576918E-02,5.936762E-02,1.515385E+01,1.918967E+01,9.288075E-04,1.343030E-03,1.182231E+01,2.876349E+01,7.246110E-04,2.013065E-03,4.204353E+02,8.131641E+02,2.576800E-02,5.691344E-02 
18:00:00,4.820553E+02,8.436898E+02,2.954412E-02,5.904965E-02,4.822377E+02,1.328419E+03,2.955530E-02,9.297505E-02,4.905463E+02,5.597370E+02,3.006505E-02,3.917667E-02,4.905463E+02,5.545066E+02,3.006505E-02,3.881026E-02,4.207705E+02,1.285773E+03,2.578854E-02,8.999103E-02,4.820438E+02,8.399715E+02,2.954342E-02,5.878919E-02,4.910266E+02,9.998205E+02,3.009448E-02,6.997737E-02,4.820553E+02,8.765044E+02,2.954412E-02,6.134607E-02,4.204536E+02,7.894772E+02,2.576912E-02,5.525588E-02,1.386805E+01,3.027378E+01,8.499915E-04,2.118758E-03,4.905205E+02,5.094294E+02,3.006346E-02,3.565532E-02,4.204536E+02,8.327573E+02,2.576912E-02,5.828475E-02,1.515382E+01,1.906567E+01,9.288057E-04,1.334351E-03,1.182226E+01,2.867958E+01,7.246079E-04,2.007193E-03,4.204343E+02,7.970476E+02,2.576794E-02,5.578545E-02 
18:15:00,5.335152E+02,8.449269E+02,3.269799E-02,5.913622E-02,5.336976E+02,1.305801E+03,3.270917E-02,9.139195E-02,5.271655E+02,5.591005E+02,3.230939E-02,3.913212E-02,5.271655E+02,5.386073E+02,3.230939E-02,3.769746E-02,4.574395E+02,1.263561E+03,2.803594E-02,8.843634E-02,5.335038E+02,8.239471E+02,3.269728E-02,5.766765E-02,5.276458E+02,9.633512E+02,3.233883E-02,6.742483E-02,5.335152E+02,8.604510E+02,3.269799E-02,6.022251E-02,4.571226E+02,7.900454E+02,2.801652E-02,5.529564E-02,1.416238E+01,3.016943E+01,8.680315E-04,2.111455E-03,5.271397E+02,4.945741E+02,3.230781E-02,3.461558E-02,4.571226E+02,8.159317E+02,2.801652E-02,5.710713E-02,1.515380E+01,1.889180E+01,9.288041E-04,1.322182E-03,1.182221E+01,2.854674E+01,7.246049E-04,1.997896E-03,4.571033E+02,7.798642E+02,2.801534E-02,5.458279E-02 
18:30:00,5.849870E+02,8.411766E+02,3.585236E-02,5.887371E-02,5.851695E+02,1.273075E+03,3.586354E-02,8.910141E-02,5.637912E+02,5.530747E+02,3.455404E-02,3.871034E-02,5.637912E+02,5.213834E+02,3.455404E-02,3.649194E-02,4.941163E+02,1.231185E+03,3.028371E-02,8.617031E-02,5.849756E+02,8.067369E+02,3.585166E-02,5.646311E-02,5.642715E+02,9.166570E+02,3.458348E-02,6.415665E-02,5.849870E+02,8.429265E+02,3.585236E-02,5.899598E-02,4.937994E+02,7.856912E+02,3.026429E-02,5.499085E-02,1.445672E+01,3.000470E+01,8.860717E-04,2.099926E-03,5.637654E+02,4.787482E+02,3.455246E-02,3.350791E-02,4.937994E+02,7.976577E+02,3.026429E-02,5.582813E-02,1.515377E+01,1.865644E+01,9.288026E-04,1.305710E-03,1.182216E+01,2.835439E+01,7.246020E-04,1.984434E-03,4.937801E+02,7.616036E+02,3.026310E-02,5.330473E-02 
18:45:00,6.364767E+02,8.315189E+02,3.900740E-02,5.819773E-02,6.366591E+02,1.230595E+03,3.901858E-02,8.612823E-02,6.004318E+02,5.408621E+02,3.679929E-02,3.785552E-02,6.004318E+02,5.027826E+02,3.679929E-02,3.519005E-02,5.308061E+02,1.189074E+03,3.253202E-02,8.322288E-02,6.364653E+02,7.883066E+02,3.900670E-02,5.517318E-02,6.009121E+02,8.609374E+02,3.682873E-02,6.025678E-02,6.364767E+02,8.238434E+02,3.900740E-02,5.766036E-02,5.304892E+02,7.755538E+02,3.251260E-02,5.428128E-02,1.475108E+01,2.976655E+01,9.041118E-04,2.083259E-03,6.004060E+02,4.619192E+02,3.679771E-02,3.233004E-02,5.304892E+02,7.778816E+02,3.251260E-02,5.444400E-02,1.515375E+01,1.834500E+01,9.288014E-04,1.283914E-03,1.182212E+01,2.808957E+01,7.245995E-04,1.965900E-03,5.304699E+02,7.422437E+02,3.251141E-02,5.194972E-02 
19:00:00,6.879835E+02,8.149242E+02,4.216299E-02,5.703622E-02,6.881659E+02,1.177549E+03,4.217417E-02,8.241554E-02,6.370862E+02,5.214922E+02,3.904504E-02,3.649973E-02,6.370862E+02,4.827405E+02,3.904504E-02,3.378728E-02,5.675090E+02,1.136307E+03,3.478084E-02,7.952972E-02,6.879720E+02,7.685733E+02,4.216229E-02,5.379206E-02,6.375665E+02,7.966260E+02,3.907448E-02,5.575559E-02,6.879835E+02,8.031102E+02,4.216299E-02,5.620925E-02,5.671922E+02,7.586071E+02,3.476142E-02,5.309513E-02,1.504547E+01,2.944280E+01,9.221521E-04,2.060600E-03,6.370603E+02,4.440030E+02,3.904346E-02,3.107606E-02,5.671922E+02,7.565328E+02,3.476142E-02,5.294979E-02,1.515375E+01,1.794368E+01,9.288013E-04,1.255826E-03,1.182210E+01,2.774027E+01,7.245981E-04,1.941453E-03,5.671728E+02,7.217064E+02,3.476023E-02,5.051232E-02 
19:15:00,6.880391E+02,7.921653E+02,4.216496E-02,5.544329E-02,6.882215E+02,1.116745E+03,4.217614E-02,7.815987E-02,6.371296E+02,4.958609E+02,3.904671E-02,3.470569E-02,6.371296E+02,4.619648E+02,3.904671E-02,3.233316E-02,5.675502E+02,1.075759E+03,3.478249E-02,7.529189E-02,6.880277E+02,7.482528E+02,4.216426E-02,5.236983E-02,6.376100E+02,7.302389E+02,3.907615E-02,5.110913E-02,6.880391E+02,7.814641E+02,4.216496E-02,5.469425E-02,5.672333E+02,7.356235E+02,3.476307E-02,5.148644E-02,1.504556E+01,2.902218E+01,9.221532E-04,2.031162E-03,6.371038E+02,4.256614E+02,3.904513E-02,2.979231E-02,5.672333E+02,7.343300E+02,3.476307E-02,5.139582E-02,1.515379E+01,1.743882E+01,9.288038E-04,1.220492E-03,1.182211E+01,2.729435E+01,7.245991E-04,1.910245E-03,5.672140E+02,7.006778E+02,3.476189E-02,4.904053E-02 
19:30:00,6.880896E+02,7.650324E+02,4.216672E-02,5.354422E-02,6.882720E+02,1.052520E+03,4.217790E-02,7.366477E-02,6.371726E+02,4.662899E+02,3.904836E-02,3.263591E-02,6.371726E+02,4.407623E+02,3.904836E-02,3.084918E-02,5.675891E+02,1.011895E+03,3.478404E-02,7.082205E-02,6.880781E+02,7.275933E+02,4.216602E-02,5.092389E-02,6.376529E+02,6.640187E+02,3.907780E-02,4.647441E-02,6.880896E+02,7.591895E+02,4.216672E-02,5.313525E-02,5.672722E+02,7.084611E+02,3.476462E-02,4.958529E-02,1.504580E+01,2.849600E+01,9.221629E-04,1.994337E-03,6.371468E+02,4.071455E+02,3.904678E-02,2.849636E-02,5.672722E+02,7.115789E+02,3.476462E-02,4.980347E-02,1.515391E+01,1.682140E+01,9.288110E-04,1.177280E-03,1.182220E+01,2.674347E+01,7.246043E-04,1.871690E-03,5.672528E+02,6.794184E+02,3.476343E-02,4.755258E-02 
19:45:00,6.881282E+02,7.362864E+02,4.216819E-02,5.153226E-02,6.883106E+02,9.900668E+02,4.217937E-02,6.929373E-02,6.372058E+02,4.360557E+02,3.904970E-02,3.051973E-02,6.372058E+02,4.198004E+02,3.904970E-02,2.938204E-02,5.676195E+02,9.500200E+02,3.478529E-02,6.649140E-02,6.881167E+02,7.071724E+02,4.216749E-02,4.949464E-02,6.376862E+02,6.034462E+02,3.907914E-02,4.223497E-02,6.881282E+02,7.369260E+02,4.216819E-02,5.157705E-02,5.673026E+02,6.799324E+02,3.476587E-02,4.758851E-02,1.504620E+01,2.786473E+01,9.221842E-04,1.950156E-03,6.371800E+02,3.890355E+02,3.904812E-02,2.722883E-02,5.673026E+02,6.889490E+02,3.476587E-02,4.821960E-02,1.515413E+01,1.609351E+01,9.288246E-04,1.126338E-03,1.182237E+01,2.608859E+01,7.246151E-04,1.825857E-03,5.672833E+02,6.585265E+02,3.476469E-02,4.609036E-02 
20:00:00,6.881552E+02,7.088765E+02,4.216944E-02,4.961384E-02,6.883377E+02,9.346047E+02,4.218062E-02,6.541200E-02,6.372298E+02,4.083031E+02,3.905083E-02,2.857727E-02,6.372298E+02,3.998732E+02,3.905083E-02,2.798733E-02,5.676409E+02,8.954506E+02,3.478628E-02,6.267213E-02,6.881438E+02,6.876993E+02,4.216874E-02,4.813173E-02,6.377101E+02,5.527122E+02,3.908026E-02,3.868415E-02,6.881552E+02,7.154705E+02,4.216944E-02,5.007539E-02,5.673240E+02,6.530038E+02,3.476686E-02,4.570377E-02,1.504678E+01,2.714151E+01,9.222181E-04,1.899540E-03,6.372039E+02,3.720129E+02,3.904924E-02,2.603741E-02,5.673240E+02,6.672530E+02,3.476686E-02,4.670110E-02,1.515446E+01,1.527189E+01,9.288450E-04,1.068834E-03,1.182265E+01,2.534353E+01,7.246319E-04,1.773713E-03,5.673047E+02,6.387204E+02,3.476568E-02,4.470414E-02 
