Time,THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10::Des Sens Cool Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10::Des Cool Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
02:45:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,7.103341E+02,5.944820E-01,4.971204E-02,1.937090E+04,1.590666E+00,1.187278E+00,1.113212E-04,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,3.283195E+02,1.187278E+00,2.297712E-02,9.542630E+03,3.216346E+01,5.848854E-01,2.250928E-03,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,1.557555E+02,5.221199E-01,1.090040E-02 
03:00:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,6.299988E+02,5.944820E-01,4.408985E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,2.295410E+02,1.187278E+00,1.606420E-02,9.542630E+03,1.043634E+01,5.848854E-01,7.303769E-04,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,8.647508E+01,5.221199E-01,6.051874E-03 
03:15:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,5.531418E+02,5.944820E-01,3.871109E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,1.353850E+02,1.187278E+00,9.474790E-03,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,3.804317E+01,5.221199E-01,2.662414E-03 
03:30:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,4.795816E+02,5.944820E-01,3.356305E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,6.645006E+01,1.187278E+00,4.650443E-03,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,9.515654E+00,5.221199E-01,6.659438E-04 
03:45:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,4.091426E+02,5.944820E-01,2.863344E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,2.166469E+01,1.187278E+00,1.516182E-03,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
04:00:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,3.417026E+02,5.944820E-01,2.391373E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
04:15:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,2.775665E+02,5.944820E-01,1.942522E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136409E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
04:30:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,2.166964E+02,5.944820E-01,1.516529E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136410E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
04:45:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,1.630154E+02,5.944820E-01,1.140847E-02,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136410E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
05:00:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,1.202323E+02,5.944820E-01,8.414341E-03,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136410E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,0.000000E+00,5.848854E-01,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
05:15:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,9.182583E+01,5.944820E-01,6.426341E-03,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136410E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,2.626650E+01,5.848854E-01,1.860306E-03,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
05:30:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,8.065297E+01,5.944820E-01,5.644420E-03,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,8.380250E+03,0.000000E+00,5.136410E-01,0.000000E+00,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,2.474543E+02,5.848854E-01,1.739404E-02,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
05:45:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,8.447871E+01,5.944820E-01,5.912160E-03,1.937090E+04,1.101431E+02,1.187278E+00,7.724563E-03,8.380250E+03,7.511776E+01,5.136410E-01,5.285369E-03,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,6.392930E+02,5.848854E-01,4.481706E-02,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
06:00:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,1.008723E+02,5.944820E-01,7.059447E-03,1.937090E+04,3.617434E+02,1.187278E+00,2.533776E-02,8.380250E+03,3.452232E+02,5.136410E-01,2.419536E-02,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,1.226786E+03,5.848854E-01,8.593218E-02,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
06:15:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,1.289639E+02,5.944820E-01,9.025412E-03,1.937090E+04,7.328932E+02,1.187278E+00,5.131233E-02,8.380250E+03,8.558092E+02,5.136410E-01,5.992826E-02,8.790279E+03,0.000000E+00,5.387724E-01,0.000000E+00,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,1.993966E+03,5.848854E-01,1.396005E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
06:30:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,1.690892E+02,5.944820E-01,1.183354E-02,1.937090E+04,1.187304E+03,1.187278E+00,8.311382E-02,8.380250E+03,1.585370E+03,5.136410E-01,1.109859E-01,8.790279E+03,1.641726E+02,5.387724E-01,1.152107E-02,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,2.784139E+03,5.848854E-01,1.948459E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
06:45:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,2.202645E+02,5.944820E-01,1.541500E-02,1.937090E+04,1.578311E+03,1.187278E+00,1.104617E-01,8.380250E+03,2.457926E+03,5.136410E-01,1.720225E-01,8.790279E+03,6.106403E+02,5.387724E-01,4.276848E-02,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,3.618898E+03,5.848854E-01,2.532651E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
07:00:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,2.810535E+02,5.944820E-01,1.966926E-02,1.937090E+04,1.835519E+03,1.187278E+00,1.284570E-01,8.380250E+03,3.343660E+03,5.136410E-01,2.340028E-01,8.790279E+03,1.327936E+03,5.387724E-01,9.296593E-02,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,0.000000E+00,1.187278E+00,0.000000E+00,9.542630E+03,4.462478E+03,5.848854E-01,3.123022E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
07:15:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,3.366824E+01,1.038280E+00,2.367698E-03,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,3.518261E+02,5.944820E-01,2.462221E-02,1.937090E+04,1.957729E+03,1.187278E+00,1.370098E-01,8.380250E+03,4.189397E+03,5.136410E-01,2.931909E-01,8.790279E+03,2.237221E+03,5.387724E-01,1.565978E-01,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,1.084610E+02,1.187278E+00,7.592050E-03,9.542630E+03,5.295547E+03,5.848854E-01,3.706037E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
07:30:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,6.509724E+01,1.038280E+00,4.567252E-03,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,4.296427E+02,5.944820E-01,3.006813E-02,1.937090E+04,1.973487E+03,1.187278E+00,1.381126E-01,8.380250E+03,5.003530E+03,5.136410E-01,3.501672E-01,8.790279E+03,3.185101E+03,5.387724E-01,2.228983E-01,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,2.235306E+02,1.187278E+00,1.564510E-02,9.542630E+03,6.091610E+03,5.848854E-01,4.263154E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
07:45:00,3.749243E+04,0.000000E+00,2.297980E+00,0.000000E+00,1.693993E+04,9.502679E+01,1.038280E+00,6.661842E-03,1.602069E+04,0.000000E+00,9.819378E-01,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,4.020479E+04,0.000000E+00,2.464225E+00,0.000000E+00,1.771524E+04,0.000000E+00,1.085800E+00,0.000000E+00,9.699204E+03,5.137229E+02,5.944820E-01,3.595240E-02,1.937090E+04,1.940080E+03,1.187278E+00,1.357746E-01,8.380250E+03,5.772106E+03,5.136410E-01,4.039552E-01,8.790279E+03,4.011635E+03,5.387724E-01,2.807364E-01,8.876702E+03,0.000000E+00,5.440694E-01,0.000000E+00,1.937090E+04,4.077450E+02,1.187278E+00,2.853716E-02,9.542630E+03,6.837254E+03,5.848854E-01,4.784986E-01,1.693993E+04,0.000000E+00,1.038280E+00,0.000000E+00,8.518588E+03,0.000000E+00,5.221199E-01,0.000000E+00 
