Time,THERMAL ZONE 3:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
13:30:00,2.993214E+03,8.343375E+02,1.834596E-01,5.838851E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,2.996825E+02,1.834596E-01,2.097298E-02,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
13:45:00,2.993214E+03,9.089909E+02,1.834596E-01,6.361324E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,2.375130E+02,1.834596E-01,1.662211E-02,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
14:00:00,2.993214E+03,9.729797E+02,1.834596E-01,6.809173E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.976029E+02,1.834596E-01,1.382905E-02,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
14:15:00,2.993214E+03,1.025055E+03,1.834596E-01,7.173649E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.683301E+02,1.834596E-01,1.178041E-02,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
14:30:00,2.993214E+03,1.064360E+03,1.834596E-01,7.448744E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.451192E+02,1.834596E-01,1.015603E-02,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,4.609697E+01,1.837746E-01,3.262382E-03 
14:45:00,2.993214E+03,1.090407E+03,1.834596E-01,7.631046E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.254023E+02,1.834596E-01,8.776158E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.518610E+02,1.837746E-01,1.066586E-02 
15:00:00,2.993214E+03,1.099693E+03,1.834596E-01,7.696034E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.080385E+02,1.834596E-01,7.560967E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,3.210320E+02,1.837746E-01,2.250486E-02 
15:15:00,2.993214E+03,1.092033E+03,1.834596E-01,7.642418E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,9.125383E+01,1.834596E-01,6.386310E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,5.427727E+02,1.837746E-01,3.802246E-02 
15:30:00,2.993214E+03,1.067147E+03,1.834596E-01,7.468261E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,7.479843E+01,1.834596E-01,5.234695E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,7.719554E+02,1.837746E-01,5.402430E-02 
15:45:00,2.993214E+03,1.024029E+03,1.834596E-01,7.166507E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,5.812767E+01,1.834596E-01,4.068008E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,9.894049E+02,1.837746E-01,6.923953E-02 
16:00:00,2.993214E+03,9.621554E+02,1.834596E-01,6.733507E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,4.083697E+01,1.834596E-01,2.857936E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.186665E+03,1.837746E-01,8.304380E-02 
16:15:00,2.993214E+03,8.827585E+02,1.834596E-01,6.177869E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,2.425642E+01,1.834596E-01,1.697562E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.369000E+03,1.837746E-01,9.580412E-02 
16:30:00,2.993214E+03,7.909962E+02,1.834596E-01,5.535691E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.189891E+01,1.834596E-01,8.327339E-04,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.530005E+03,1.837746E-01,1.070721E-01 
16:45:00,2.993214E+03,6.886711E+02,1.834596E-01,4.819586E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,3.796786E+00,1.834596E-01,2.657144E-04,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.671999E+03,1.837746E-01,1.170100E-01 
17:00:00,2.993214E+03,5.753152E+02,1.834596E-01,4.026281E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.793502E+03,1.837746E-01,1.255140E-01 
17:15:00,2.993214E+03,4.587715E+02,1.834596E-01,3.210664E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.892986E+03,1.837746E-01,1.324769E-01 
17:30:00,2.993214E+03,3.469413E+02,1.834596E-01,2.428033E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.969089E+03,1.837746E-01,1.378035E-01 
17:45:00,2.993214E+03,2.478834E+02,1.834596E-01,1.734787E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.017809E+03,1.837746E-01,1.412136E-01 
18:00:00,2.993214E+03,1.694059E+02,1.834596E-01,1.185570E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.037506E+03,1.837746E-01,1.425924E-01 
18:15:00,2.993214E+03,1.063601E+02,1.834596E-01,7.443509E-03,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.025865E+03,1.837746E-01,1.417779E-01 
18:30:00,2.993214E+03,5.822672E+01,1.834596E-01,4.074940E-03,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.980618E+03,1.837746E-01,1.386115E-01 
18:45:00,2.993214E+03,2.574103E+01,1.834596E-01,1.801460E-03,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.899548E+03,1.837746E-01,1.329379E-01 
19:00:00,2.993214E+03,5.894821E+00,1.834596E-01,4.125433E-04,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.778181E+03,1.837746E-01,1.244442E-01 
19:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.619246E+03,1.837746E-01,1.133213E-01 
19:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.425216E+03,1.837746E-01,9.974233E-02 
19:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.201806E+03,1.837746E-01,8.410719E-02 
20:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,9.678347E+02,1.837746E-01,6.773297E-02 
20:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,7.102508E+02,1.837746E-01,4.970621E-02 
20:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,4.658517E+02,1.837746E-01,3.260218E-02 
20:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.566943E+02,1.837746E-01,1.796450E-02 
21:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,1.044016E+02,1.837746E-01,7.306442E-03 
21:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.900198E+01,1.837746E-01,2.029675E-03 
21:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.900661E-01,1.837746E-01,2.030000E-05 
21:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
22:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
22:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
22:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
22:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
23:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
23:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
23:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
23:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
24:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
Peak,2.993214E+03,1.099693E+03,1.834596E-01,7.696034E-02,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,1.202791E+03,1.834596E-01,8.417557E-02,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,2.037506E+03,1.837746E-01,1.425924E-01 

Peak Vol Flow (m3/s),,,1.691433E-01,7.095472E-02,,,1.694337E-01,0.000000E+00,,,1.691433E-01,7.760691E-02,,,2.183781E-01,0.000000E+00,,,1.694337E-01,1.314652E-01 
