Time,THERMAL ZONE 3:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:BOISE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:BOISE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
03:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
03:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
04:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
04:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
04:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
04:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
05:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
05:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
05:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
05:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
06:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
06:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
06:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
06:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
07:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
07:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
07:30:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
07:45:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
08:00:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,8.169043E+00,1.834596E-01,5.759578E-04,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
08:15:00,2.993214E+03,0.000000E+00,1.834596E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00,2.993214E+03,9.312595E+01,1.834596E-01,6.521749E-03,3.864489E+03,0.000000E+00,2.368617E-01,0.000000E+00,2.998353E+03,0.000000E+00,1.837746E-01,0.000000E+00 
