Time,THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
21:30:00,4.422960E+03,7.370191E+02,2.709605E-01,5.159209E-02,6.143029E+03,2.469149E+03,3.764221E-01,1.728402E-01,4.427363E+03,7.338051E+02,2.712302E-01,5.136689E-02,4.427293E+03,9.625075E+02,2.712259E-01,6.737765E-02,4.427293E+03,6.984349E+02,2.712259E-01,4.889073E-02 
21:45:00,4.423035E+03,7.071549E+02,2.709650E-01,4.950123E-02,6.143170E+03,2.434926E+03,3.764305E-01,1.704444E-01,4.427438E+03,7.028426E+02,2.712347E-01,4.919919E-02,4.427367E+03,9.206067E+02,2.712304E-01,6.444443E-02,4.427367E+03,6.711929E+02,2.712304E-01,4.698355E-02 
22:00:00,4.423099E+03,6.779778E+02,2.709689E-01,4.745855E-02,6.143289E+03,2.401306E+03,3.764376E-01,1.680908E-01,4.427502E+03,6.728439E+02,2.712387E-01,4.709901E-02,4.427431E+03,8.821345E+02,2.712343E-01,6.175119E-02,4.427431E+03,6.445379E+02,2.712343E-01,4.511749E-02 
22:15:00,4.423153E+03,6.227038E+02,2.709723E-01,4.358914E-02,6.143390E+03,2.271875E+03,3.764437E-01,1.590305E-01,4.427556E+03,6.169551E+02,2.712420E-01,4.318660E-02,4.427486E+03,8.207232E+02,2.712377E-01,5.745229E-02,4.427486E+03,5.916393E+02,2.712377E-01,4.141443E-02 
22:30:00,4.423201E+03,5.659957E+02,2.709752E-01,3.961905E-02,6.143476E+03,2.136951E+03,3.764488E-01,1.495845E-01,4.427604E+03,5.597928E+02,2.712449E-01,3.918474E-02,4.427533E+03,7.578608E+02,2.712406E-01,5.305136E-02,4.427533E+03,5.371576E+02,2.712406E-01,3.760025E-02 
22:45:00,4.423242E+03,5.079779E+02,2.709777E-01,3.555737E-02,6.143549E+03,1.997653E+03,3.764533E-01,1.398321E-01,4.427645E+03,5.014484E+02,2.712474E-01,3.510022E-02,4.427574E+03,6.930163E+02,2.712431E-01,4.851167E-02,4.427574E+03,4.812186E+02,2.712431E-01,3.368413E-02 
23:00:00,4.423277E+03,4.488129E+02,2.709799E-01,3.141549E-02,6.143612E+03,1.854762E+03,3.764571E-01,1.298283E-01,4.427680E+03,4.420577E+02,2.712496E-01,3.094257E-02,4.427610E+03,6.254356E+02,2.712453E-01,4.378050E-02,4.427610E+03,4.239913E+02,2.712453E-01,2.967791E-02 
23:15:00,4.423308E+03,4.153237E+02,2.709817E-01,2.907097E-02,6.143666E+03,1.804941E+03,3.764604E-01,1.263392E-01,4.427711E+03,4.084287E+02,2.712515E-01,2.858828E-02,4.427640E+03,5.809612E+02,2.712472E-01,4.066683E-02,4.427640E+03,3.923227E+02,2.712472E-01,2.746085E-02 
23:30:00,4.423335E+03,3.828739E+02,2.709834E-01,2.679961E-02,6.143713E+03,1.758059E+03,3.764633E-01,1.230571E-01,4.427738E+03,3.759075E+02,2.712531E-01,2.631192E-02,4.427667E+03,5.376549E+02,2.712488E-01,3.763540E-02,4.427667E+03,3.615705E+02,2.712488E-01,2.530831E-02 
23:45:00,4.423358E+03,3.513713E+02,2.709848E-01,2.459452E-02,6.143754E+03,1.713195E+03,3.764658E-01,1.199164E-01,4.427761E+03,3.443859E+02,2.712546E-01,2.410550E-02,4.427691E+03,4.955647E+02,2.712503E-01,3.468909E-02,4.427691E+03,3.316427E+02,2.712503E-01,2.321345E-02 
24:00:00,4.423379E+03,3.206560E+02,2.709861E-01,2.244448E-02,6.143789E+03,1.669688E+03,3.764679E-01,1.168708E-01,4.427782E+03,3.136930E+02,2.712558E-01,2.195704E-02,4.427711E+03,4.547427E+02,2.712515E-01,3.183144E-02,4.427711E+03,3.023819E+02,2.712515E-01,2.116524E-02 
Peak,4.423539E+03,2.070060E+03,2.709959E-01,1.449126E-01,6.144046E+03,2.848367E+03,3.764837E-01,1.993910E-01,4.427942E+03,1.360059E+03,2.712656E-01,9.521371E-02,4.427872E+03,3.156092E+03,2.712613E-01,2.209349E-01,4.427872E+03,2.563200E+03,2.712613E-01,1.794335E-01 

Peak Vol Flow (m3/s),,,2.298037E-01,1.228854E-01,,,3.192570E-01,1.690830E-01,,,2.300324E-01,8.074092E-02,,,2.300287E-01,1.873521E-01,,,2.300287E-01,1.521590E-01 
