Time,THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11::Des Sens Cool Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11::Des Cool Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15::Des Sens Cool Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15::Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14::Des Sens Cool Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14::Des Cool Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7::Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12::Des Sens Cool Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
02:45:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,6.398689E+02,7.028300E-01,4.478060E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,2.069423E+01,6.956863E-01,1.448265E-03,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,2.300138E+01,7.028050E-01,1.609729E-03 
03:00:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,5.565975E+02,7.028300E-01,3.895293E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,4.113393E+00,6.956863E-01,2.878718E-04,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,5.300444E+00,7.028050E-01,3.709464E-04 
03:15:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,4.767167E+02,7.028300E-01,3.336255E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
03:30:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,4.002511E+02,7.028300E-01,2.801118E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
03:45:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,3.272906E+02,7.028300E-01,2.290511E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
04:00:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,2.580759E+02,7.028300E-01,1.806119E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
04:15:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,1.938008E+02,7.028300E-01,1.356296E-02,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
04:30:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,1.324707E+02,7.028300E-01,9.270829E-03,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
04:45:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,7.690045E+01,7.028300E-01,5.381803E-03,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
05:00:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,3.713435E+01,7.028300E-01,2.598812E-03,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
05:15:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,1.112804E+01,7.028300E-01,7.787849E-04,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
05:30:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
05:45:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
06:00:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,0.000000E+00,6.956863E-01,0.000000E+00,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
06:15:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,1.162698E+02,6.956863E-01,8.200372E-03,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144216E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
06:30:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,3.468601E+02,6.956863E-01,2.433917E-02,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
06:45:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,6.554899E+02,6.956863E-01,4.593835E-02,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
07:00:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,1.097618E+03,6.956863E-01,7.688027E-02,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
07:15:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,1.549677E+03,6.956863E-01,1.084538E-01,9.077245E+03,0.000000E+00,5.563610E-01,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
07:30:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,2.011603E+03,6.956863E-01,1.407801E-01,9.077245E+03,1.608921E+02,5.563610E-01,1.132015E-02,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
07:45:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,2.515634E+03,6.956863E-01,1.760542E-01,9.077245E+03,4.083317E+02,5.563610E-01,2.863731E-02,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
08:00:00,6.372606E+04,0.000000E+00,3.905888E+00,0.000000E+00,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,1.068004E+04,0.000000E+00,6.545992E-01,0.000000E+00,1.146694E+04,0.000000E+00,7.028300E-01,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00,1.135039E+04,3.000661E+03,6.956863E-01,2.099984E-01,9.077245E+03,7.739326E+02,5.563610E-01,5.422353E-02,1.067985E+04,0.000000E+00,6.545879E-01,0.000000E+00,9.177728E+03,0.000000E+00,5.625198E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,1.062527E+04,0.000000E+00,6.512426E-01,0.000000E+00,9.177362E+03,0.000000E+00,5.624974E-01,0.000000E+00,2.396081E+04,0.000000E+00,1.468602E+00,0.000000E+00,6.761449E+04,0.000000E+00,4.144217E+00,0.000000E+00,1.146654E+04,0.000000E+00,7.028050E-01,0.000000E+00 
