Time,THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11::Des Sens Cool Load [W],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6::Des Sens Cool Load [W],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6::Des Cool Mass Flow [kg/s],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10::Des Sens Cool Load [W],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10::Des Cool Mass Flow [kg/s],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8::Des Sens Cool Load [W],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8::Des Cool Mass Flow [kg/s],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14::Des Sens Cool Load [W],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14::Des Cool Mass Flow [kg/s],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
15:15:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,7.560795E+02,2.618606E-01,5.291349E-02,4.272357E+03,2.084364E+03,2.618606E-01,1.458722E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,9.540917E+02,2.060541E-01,6.677118E-02,4.243572E+03,1.756102E+03,2.600963E-01,1.228991E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,9.390475E+02,2.045316E-01,6.571833E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,2.085462E+03,2.600963E-01,1.459490E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,1.088021E+03,2.045316E-01,7.614409E-02 
15:30:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,7.767863E+02,2.618606E-01,5.436264E-02,4.272357E+03,2.236157E+03,2.618606E-01,1.564953E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.095772E+03,2.060541E-01,7.668651E-02,4.243572E+03,1.737031E+03,2.600963E-01,1.215644E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,9.148413E+02,2.045316E-01,6.402428E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,2.063197E+03,2.600963E-01,1.443908E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,1.073357E+03,2.045316E-01,7.511782E-02 
15:45:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,7.954655E+02,2.618606E-01,5.566988E-02,4.272357E+03,2.380589E+03,2.618606E-01,1.666032E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.232449E+03,2.060541E-01,8.625177E-02,4.243572E+03,1.716903E+03,2.600963E-01,1.201558E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,8.889369E+02,2.045316E-01,6.221138E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,2.026159E+03,2.600963E-01,1.417987E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,1.044430E+03,2.045316E-01,7.309343E-02 
16:00:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.118458E+02,2.618606E-01,5.681623E-02,4.272357E+03,2.515719E+03,2.618606E-01,1.760601E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.361884E+03,2.060541E-01,9.531011E-02,4.243572E+03,1.695475E+03,2.600963E-01,1.186562E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,8.612562E+02,2.045316E-01,6.027418E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.976201E+03,2.600963E-01,1.383025E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,1.003065E+03,2.045316E-01,7.019851E-02 
16:15:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.261180E+02,2.618606E-01,5.781506E-02,4.272357E+03,2.640272E+03,2.618606E-01,1.847769E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.482591E+03,2.060541E-01,1.037577E-01,4.243572E+03,1.673044E+03,2.600963E-01,1.170863E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,8.322542E+02,2.045316E-01,5.824450E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.918005E+03,2.600963E-01,1.342297E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,9.536597E+02,2.045316E-01,6.674095E-02 
16:30:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.386030E+02,2.618606E-01,5.868882E-02,4.272357E+03,2.749795E+03,2.618606E-01,1.924417E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.589855E+03,2.060541E-01,1.112644E-01,4.243572E+03,1.648499E+03,2.600963E-01,1.153686E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,8.009855E+02,2.045316E-01,5.605619E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.857554E+03,2.600963E-01,1.299991E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,9.015537E+02,2.045316E-01,6.309436E-02 
16:45:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.528278E+02,2.618606E-01,5.968432E-02,4.272357E+03,2.843068E+03,2.618606E-01,1.989693E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.682655E+03,2.060541E-01,1.177590E-01,4.243572E+03,1.621747E+03,2.600963E-01,1.134964E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,7.675564E+02,2.045316E-01,5.371669E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.800183E+03,2.600963E-01,1.259840E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,8.515016E+02,2.045316E-01,5.959151E-02 
17:00:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.723499E+02,2.618606E-01,6.105055E-02,4.272357E+03,2.918881E+03,2.618606E-01,2.042750E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.759657E+03,2.060541E-01,1.231479E-01,4.243572E+03,1.592765E+03,2.600963E-01,1.114681E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,7.321110E+02,2.045316E-01,5.123607E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.748715E+03,2.600963E-01,1.223821E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,8.058898E+02,2.045316E-01,5.639942E-02 
17:15:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.994435E+02,2.618606E-01,6.294668E-02,4.272357E+03,2.975297E+03,2.618606E-01,2.082233E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.818949E+03,2.060541E-01,1.272974E-01,4.243572E+03,1.561539E+03,2.600963E-01,1.092828E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,6.947886E+02,2.045316E-01,4.862410E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.703092E+03,2.600963E-01,1.191892E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,7.645304E+02,2.045316E-01,5.350491E-02 
17:30:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,9.340670E+02,2.618606E-01,6.536977E-02,4.272357E+03,3.012815E+03,2.618606E-01,2.108489E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,2.082172E+00,2.060541E-01,1.460359E-04,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.861083E+03,2.060541E-01,1.302461E-01,4.243572E+03,1.528772E+03,2.600963E-01,1.069896E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,6.563430E+02,2.045316E-01,4.593352E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.660839E+03,2.600963E-01,1.162322E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,7.252710E+02,2.045316E-01,5.075738E-02 
17:45:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,9.715352E+02,2.618606E-01,6.799194E-02,4.272357E+03,3.028507E+03,2.618606E-01,2.119471E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,1.802213E+01,2.060541E-01,1.261581E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.882843E+03,2.060541E-01,1.317689E-01,4.243572E+03,1.494243E+03,2.600963E-01,1.045731E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,6.167666E+02,2.045316E-01,4.316381E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.619329E+03,2.600963E-01,1.133271E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,6.858562E+02,2.045316E-01,4.799898E-02 
18:00:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,1.005972E+03,2.618606E-01,7.040200E-02,4.272357E+03,3.019462E+03,2.618606E-01,2.113141E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,3.062021E+01,2.060541E-01,2.143254E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.881425E+03,2.060541E-01,1.316697E-01,4.243572E+03,1.457704E+03,2.600963E-01,1.020160E-01,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,5.758605E+02,2.045316E-01,4.030104E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.577079E+03,2.600963E-01,1.103703E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,6.452181E+02,2.045316E-01,4.515496E-02 
18:15:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,1.030025E+03,2.618606E-01,7.208528E-02,4.272357E+03,2.977763E+03,2.618606E-01,2.083959E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,4.429047E+01,2.060541E-01,3.099962E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.848790E+03,2.060541E-01,1.293857E-01,4.243572E+03,1.418252E+03,2.600963E-01,9.925501E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,5.331034E+02,2.045316E-01,3.730872E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.532524E+03,2.600963E-01,1.072522E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,6.022762E+02,2.045316E-01,4.214971E-02 
18:30:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,1.039841E+03,2.618606E-01,7.277224E-02,4.272357E+03,2.903748E+03,2.618606E-01,2.032160E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,5.263773E+01,2.060541E-01,3.683827E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.785871E+03,2.060541E-01,1.249825E-01,4.243572E+03,1.375907E+03,2.600963E-01,9.629152E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,4.888137E+02,2.045316E-01,3.420915E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.485302E+03,2.600963E-01,1.039474E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,5.571075E+02,2.045316E-01,3.898863E-02 
18:45:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,1.033175E+03,2.618606E-01,7.230574E-02,4.272357E+03,2.799414E+03,2.618606E-01,1.959143E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,4.159598E+01,2.060541E-01,2.911081E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.695015E+03,2.060541E-01,1.186240E-01,4.243572E+03,1.330739E+03,2.600963E-01,9.313049E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,4.432561E+02,2.045316E-01,3.102085E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.435308E+03,2.600963E-01,1.004487E-01,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,5.100079E+02,2.045316E-01,3.569241E-02 
19:00:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,1.007114E+03,2.618606E-01,7.048187E-02,4.272357E+03,2.661985E+03,2.618606E-01,1.862965E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,2.899790E+01,2.060541E-01,2.029407E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.573357E+03,2.060541E-01,1.101099E-01,4.243572E+03,1.282762E+03,2.600963E-01,8.977288E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,3.970167E+02,2.045316E-01,2.778482E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.382487E+03,2.600963E-01,9.675203E-02,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,4.613568E+02,2.045316E-01,3.228761E-02 
19:15:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,9.658151E+02,2.618606E-01,6.759163E-02,4.272357E+03,2.504955E+03,2.618606E-01,1.753068E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,1.532764E+01,2.060541E-01,1.072699E-03,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.434720E+03,2.060541E-01,1.004075E-01,4.243572E+03,1.233690E+03,2.600963E-01,8.633857E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,3.521964E+02,2.045316E-01,2.464812E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.328585E+03,2.600963E-01,9.297974E-02,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,4.132373E+02,2.045316E-01,2.892001E-02 
19:30:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,9.162060E+02,2.618606E-01,6.411979E-02,4.272357E+03,2.343999E+03,2.618606E-01,1.640425E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,4.898208E+00,2.060541E-01,3.427987E-04,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.294029E+03,2.060541E-01,9.056137E-02,4.243572E+03,1.184485E+03,2.600963E-01,8.289501E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,3.083486E+02,2.045316E-01,2.157947E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.274605E+03,2.600963E-01,8.920202E-02,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,3.670748E+02,2.045316E-01,2.568937E-02 
19:45:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.651488E+02,2.618606E-01,6.054660E-02,4.272357E+03,2.191525E+03,2.618606E-01,1.533717E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.162390E+03,2.060541E-01,8.134875E-02,4.243572E+03,1.136806E+03,2.600963E-01,7.955829E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,2.665280E+02,2.045316E-01,1.865270E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.222269E+03,2.600963E-01,8.553929E-02,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,3.230349E+02,2.045316E-01,2.260728E-02 
20:00:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,8.199879E+02,2.618606E-01,5.738606E-02,4.272357E+03,2.061433E+03,2.618606E-01,1.442673E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,1.052553E+03,2.060541E-01,7.366188E-02,4.243572E+03,1.091958E+03,2.600963E-01,7.641965E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,2.269302E+02,2.045316E-01,1.588149E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.172943E+03,2.600963E-01,8.208726E-02,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,2.819112E+02,2.045316E-01,1.972928E-02 
20:15:00,5.800152E+03,0.000000E+00,3.555020E-01,0.000000E+00,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,4.272357E+03,7.833899E+02,2.618606E-01,5.482478E-02,4.272357E+03,1.956077E+03,2.618606E-01,1.368941E-01,1.668657E+04,0.000000E+00,1.022750E+00,0.000000E+00,3.361852E+03,0.000000E+00,2.060541E-01,0.000000E+00,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.361852E+03,9.654884E+02,2.060541E-01,6.756876E-02,4.243572E+03,1.050254E+03,2.600963E-01,7.350102E-02,4.303540E+03,0.000000E+00,2.637719E-01,0.000000E+00,3.337012E+03,1.888235E+02,2.045316E-01,1.321463E-02,1.432803E+04,0.000000E+00,8.781916E-01,0.000000E+00,4.243572E+03,1.126999E+03,2.600963E-01,7.887190E-02,4.316615E+03,0.000000E+00,2.645733E-01,0.000000E+00,3.337012E+03,2.431217E+02,2.045316E-01,1.701464E-02 
