Time,THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12::Des Sens Cool Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12::Des Cool Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8::Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13::Des Sens Cool Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
21:45:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,1.344716E+03,7.239587E-01,9.410865E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,3.306276E+03,7.313927E-01,2.313865E-01,1.193255E+04,8.644084E+02,7.313677E-01,6.049478E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,1.750517E+03,5.851850E-01,1.225082E-01,9.442954E+03,0.000000E+00,5.787760E-01,0.000000E+00,1.193255E+04,1.336315E+03,7.313677E-01,9.352074E-02 
22:00:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,1.259226E+03,7.239587E-01,8.812568E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,3.121803E+03,7.313927E-01,2.184763E-01,1.193255E+04,7.975777E+02,7.313677E-01,5.581770E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,1.580058E+03,5.851850E-01,1.105788E-01,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,1.251305E+03,7.313677E-01,8.757137E-02 
22:15:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,1.175497E+03,7.239587E-01,8.226599E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.944077E+03,7.313927E-01,2.060384E-01,1.193255E+04,7.320825E+02,7.313677E-01,5.123408E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,1.417345E+03,5.851850E-01,9.919149E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,1.168177E+03,7.313677E-01,8.175374E-02 
22:30:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,1.093550E+03,7.239587E-01,7.653102E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.772758E+03,7.313927E-01,1.940488E-01,1.193255E+04,6.678332E+02,7.313677E-01,4.673765E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,1.263239E+03,5.851850E-01,8.840658E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,1.086903E+03,7.313677E-01,7.606587E-02 
22:45:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,1.013398E+03,7.239587E-01,7.092169E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.607667E+03,7.313927E-01,1.824950E-01,1.193255E+04,6.048158E+02,7.313677E-01,4.232745E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,1.116800E+03,5.851850E-01,7.815817E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,1.007476E+03,7.313677E-01,7.050725E-02 
23:00:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,9.350619E+02,7.239587E-01,6.543940E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.448609E+03,7.313927E-01,1.713635E-01,1.193255E+04,5.430720E+02,7.313677E-01,3.800637E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,9.758668E+02,5.851850E-01,6.829509E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,9.298996E+02,7.313677E-01,6.507812E-02 
23:15:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,8.581232E+02,7.239587E-01,6.005491E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.294948E+03,7.313927E-01,1.606097E-01,1.193255E+04,4.822335E+02,7.313677E-01,3.374864E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,8.386970E+02,5.851850E-01,5.869540E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,8.537012E+02,7.313677E-01,5.974545E-02 
23:30:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,7.824751E+02,7.239587E-01,5.476076E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.146376E+03,7.313927E-01,1.502121E-01,1.193255E+04,4.222731E+02,7.313677E-01,2.955237E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,7.036348E+02,5.851850E-01,4.924320E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,7.787885E+02,7.313677E-01,5.450275E-02 
23:45:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,7.080930E+02,7.239587E-01,4.955520E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,2.002653E+03,7.313927E-01,1.401537E-01,1.193255E+04,3.632606E+02,7.313677E-01,2.542244E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,5.710166E+02,5.851850E-01,3.996204E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,7.051275E+02,7.313677E-01,4.934766E-02 
24:00:00,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,6.349966E+02,7.239587E-01,4.443962E-02,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,0.000000E+00,5.851627E-01,0.000000E+00,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,1.863583E+03,7.313927E-01,1.304211E-01,1.193255E+04,3.053352E+02,7.313677E-01,2.136858E-02,1.111383E+04,0.000000E+00,6.811869E-01,0.000000E+00,9.547520E+03,4.425331E+02,5.851850E-01,3.097025E-02,9.442954E+03,0.000000E+00,5.787761E-01,0.000000E+00,1.193255E+04,6.327303E+02,7.313677E-01,4.428101E-02 
Peak,1.105684E+04,0.000000E+00,6.776941E-01,0.000000E+00,1.181167E+04,6.530642E+03,7.239587E-01,4.570406E-01,2.595569E+04,0.000000E+00,1.590872E+00,0.000000E+00,9.547154E+03,1.728967E+02,5.851627E-01,1.210016E-02,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,6.918621E+04,0.000000E+00,4.240550E+00,0.000000E+00,9.547154E+03,2.841171E+03,5.851627E-01,1.988366E-01,7.342560E+04,0.000000E+00,4.500390E+00,0.000000E+00,1.111364E+04,0.000000E+00,6.811757E-01,0.000000E+00,1.193295E+04,8.313706E+03,7.313927E-01,5.818266E-01,1.193255E+04,2.121284E+03,7.313677E-01,1.484560E-01,1.111383E+04,1.116016E+03,6.811869E-01,7.810213E-02,9.547520E+03,6.221676E+03,5.851850E-01,4.354179E-01,9.442954E+03,4.803603E+03,5.787761E-01,3.361755E-01,1.193255E+04,4.686554E+03,7.313677E-01,3.279839E-01 

Peak Vol Flow (m3/s),,,5.628580E-01,0.000000E+00,,,6.012830E-01,3.795945E-01,,,1.321297E+00,0.000000E+00,,,4.860061E-01,1.004977E-02,,,5.657496E-01,0.000000E+00,,,3.521984E+00,0.000000E+00,,,4.860061E-01,1.651435E-01,,,3.737793E+00,0.000000E+00,,,5.657496E-01,0.000000E+00,,,6.074573E-01,4.832354E-01,,,6.074365E-01,1.233000E-01,,,5.657590E-01,6.486763E-02,,,4.860247E-01,3.616358E-01,,,4.807017E-01,2.792101E-01,,,6.074365E-01,2.724067E-01 
