Time,THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
10:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,8.439404E+02,4.474307E-01,5.906121E-02 
11:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,8.322356E+02,4.474307E-01,5.824214E-02 
11:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,7.875554E+02,4.474307E-01,5.511538E-02 
11:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,7.147517E+02,4.474307E-01,5.002047E-02 
11:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,5.937139E+02,4.474307E-01,4.154996E-02 
12:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,4.196671E+02,4.474307E-01,2.936966E-02 
12:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,2.501012E+02,4.474307E-01,1.750292E-02 
12:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,1.076501E+02,4.474307E-01,7.533723E-03 
12:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,1.990502E+01,4.474307E-01,1.393026E-03 
13:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
13:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
13:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
13:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
14:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
14:15:00,7.309106E+03,6.323872E+00,4.479886E-01,4.428877E-04,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
