Time,THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15::Des Sens Cool Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15::Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8::Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8::Des Cool Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12::Des Sens Cool Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9::Des Sens Cool Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9::Des Cool Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13::Des Sens Cool Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13::Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
19:30:00,1.700817E+04,2.023446E+03,1.042462E+00,1.416089E-01,1.334763E+04,7.336871E+02,8.181010E-01,5.134638E-02,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,2.866677E+03,1.032336E+00,2.006216E-01,1.700855E+04,8.208263E+03,1.042485E+00,5.744473E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,5.394056E+02,8.268180E-01,3.774977E-02,1.700817E+04,2.780030E+03,1.042462E+00,1.945577E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,5.408874E+03,8.268388E-01,3.785347E-01 
19:45:00,1.700817E+04,1.809583E+03,1.042462E+00,1.266419E-01,1.334763E+04,5.535230E+02,8.181010E-01,3.873777E-02,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,2.689025E+03,1.032336E+00,1.881888E-01,1.700855E+04,7.442933E+03,1.042485E+00,5.208864E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,3.727513E+02,8.268180E-01,2.608663E-02,1.700817E+04,2.603533E+03,1.042462E+00,1.822058E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,4.720566E+03,8.268388E-01,3.303642E-01 
20:00:00,1.700817E+04,1.606279E+03,1.042462E+00,1.124138E-01,1.334763E+04,3.810187E+02,8.181010E-01,2.666523E-02,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,2.522370E+03,1.032336E+00,1.765256E-01,1.700855E+04,6.759669E+03,1.042485E+00,4.730689E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,2.162968E+02,8.268180E-01,1.513732E-02,1.700817E+04,2.438441E+03,1.042462E+00,1.706519E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,4.120821E+03,8.268388E-01,2.883917E-01 
20:15:00,1.700817E+04,1.439345E+03,1.042462E+00,1.007312E-01,1.334763E+04,2.202238E+02,8.181010E-01,1.541215E-02,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,2.368073E+03,1.032336E+00,1.657273E-01,1.700855E+04,6.210568E+03,1.042485E+00,4.346405E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,1.023494E+02,8.268180E-01,7.162824E-03,1.700817E+04,2.286055E+03,1.042462E+00,1.599873E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,3.655610E+03,8.268388E-01,2.558343E-01 
20:30:00,1.700817E+04,1.308646E+03,1.042462E+00,9.158432E-02,1.334763E+04,1.064289E+02,8.181010E-01,7.448322E-03,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,2.227641E+03,1.032336E+00,1.558993E-01,1.700855E+04,5.779250E+03,1.042485E+00,4.044552E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,3.195542E+01,8.268180E-01,2.236369E-03,1.700817E+04,2.147894E+03,1.042462E+00,1.503182E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,3.299849E+03,8.268388E-01,2.309367E-01 
20:45:00,1.700817E+04,1.198659E+03,1.042462E+00,8.388700E-02,1.334763E+04,3.434746E+01,8.181010E-01,2.403773E-03,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,2.096015E+03,1.032336E+00,1.466875E-01,1.700855E+04,5.417272E+03,1.042485E+00,3.791225E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,2.019134E+03,1.042462E+00,1.413071E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,3.000609E+03,8.268388E-01,2.099947E-01 
21:00:00,1.700817E+04,1.100643E+03,1.042462E+00,7.702741E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.969844E+03,1.032336E+00,1.378576E-01,1.700855E+04,5.098052E+03,1.042485E+00,3.567822E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.895808E+03,1.042462E+00,1.326763E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,2.731351E+03,8.268388E-01,1.911510E-01 
21:15:00,1.700817E+04,1.009426E+03,1.042462E+00,7.064368E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.847573E+03,1.032336E+00,1.293006E-01,1.700855E+04,4.806699E+03,1.042485E+00,3.363921E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.776395E+03,1.042462E+00,1.243193E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,2.479898E+03,8.268388E-01,1.735533E-01 
21:30:00,1.700817E+04,9.222513E+02,1.042462E+00,6.454286E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.728250E+03,1.032336E+00,1.209499E-01,1.700855E+04,4.534190E+03,1.042485E+00,3.173209E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.659993E+03,1.042462E+00,1.161730E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,2.242316E+03,8.268388E-01,1.569263E-01 
21:45:00,1.700817E+04,8.375418E+02,1.042462E+00,5.861454E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.611257E+03,1.032336E+00,1.127622E-01,1.700855E+04,4.275107E+03,1.042485E+00,2.991892E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.545979E+03,1.042462E+00,1.081939E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,2.018260E+03,8.268388E-01,1.412459E-01 
22:00:00,1.700817E+04,7.544766E+02,1.042462E+00,5.280131E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.496209E+03,1.032336E+00,1.047107E-01,1.700855E+04,4.025712E+03,1.042485E+00,2.817355E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.433945E+03,1.042462E+00,1.003532E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,1.800966E+03,8.268388E-01,1.260388E-01 
22:15:00,1.700817E+04,6.733507E+02,1.042462E+00,4.712379E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.383481E+03,1.032336E+00,9.682156E-02,1.700855E+04,3.785029E+03,1.042485E+00,2.648916E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.324297E+03,1.042462E+00,9.267963E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,1.589323E+03,8.268388E-01,1.112272E-01 
22:30:00,1.700817E+04,5.944860E+02,1.042462E+00,4.160453E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.273148E+03,1.032336E+00,8.910005E-02,1.700855E+04,3.552804E+03,1.042485E+00,2.486395E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.217055E+03,1.042462E+00,8.517440E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,1.381559E+03,8.268388E-01,9.668704E-02 
22:45:00,1.700817E+04,5.180951E+02,1.042462E+00,3.625838E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.165280E+03,1.032336E+00,8.155096E-02,1.700855E+04,3.328750E+03,1.042485E+00,2.329593E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.112272E+03,1.042462E+00,7.784129E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,1.174863E+03,8.268388E-01,8.222167E-02 
23:00:00,1.700817E+04,4.428890E+02,1.042462E+00,3.099516E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,1.059962E+03,1.032336E+00,7.418044E-02,1.700855E+04,3.112645E+03,1.042485E+00,2.178354E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,1.010029E+03,1.042462E+00,7.068590E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,9.742120E+02,8.268388E-01,6.817928E-02 
23:15:00,1.700817E+04,3.678492E+02,1.042462E+00,2.574357E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,9.567014E+02,1.032336E+00,6.695382E-02,1.700855E+04,2.903662E+03,1.042485E+00,2.032100E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,9.097708E+02,1.042462E+00,6.366942E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,7.794593E+02,8.268388E-01,5.454970E-02 
23:30:00,1.700817E+04,2.922389E+02,1.042462E+00,2.045205E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,8.554707E+02,1.032336E+00,5.986928E-02,1.700855E+04,2.701455E+03,1.042485E+00,1.890587E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,8.115138E+02,1.042462E+00,5.679300E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,5.911111E+02,8.268388E-01,4.136833E-02 
23:45:00,1.700817E+04,2.156198E+02,1.042462E+00,1.508994E-02,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,7.563987E+02,1.032336E+00,5.293582E-02,1.700855E+04,2.505760E+03,1.042485E+00,1.753632E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,7.154101E+02,1.042462E+00,5.006728E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,4.095353E+02,8.268388E-01,2.866093E-02 
24:00:00,1.700817E+04,1.391444E+02,1.042462E+00,9.737888E-03,1.334763E+04,0.000000E+00,8.181010E-01,0.000000E+00,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,6.597745E+02,1.032336E+00,4.617367E-02,1.700855E+04,2.316371E+03,1.042485E+00,1.621090E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.700817E+04,6.218245E+02,1.042462E+00,4.351779E-02,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,0.000000E+00,9.720407E-01,0.000000E+00,1.349019E+04,2.394581E+02,8.268388E-01,1.675824E-02 
Peak,1.700817E+04,2.378748E+03,1.042462E+00,1.664744E-01,1.334763E+04,5.816364E+03,8.181010E-01,4.070526E-01,1.503062E+05,0.000000E+00,9.212541E+00,0.000000E+00,5.529413E+04,0.000000E+00,3.389079E+00,0.000000E+00,1.684295E+04,8.354446E+03,1.032336E+00,5.846778E-01,1.700855E+04,1.080929E+04,1.042485E+00,7.564776E-01,1.597825E+05,0.000000E+00,9.793365E+00,0.000000E+00,1.348985E+04,0.000000E+00,8.268180E-01,0.000000E+00,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.348985E+04,3.101116E+03,8.268180E-01,2.170286E-01,1.700817E+04,5.791739E+03,1.042462E+00,4.053292E-01,1.585905E+04,0.000000E+00,9.720303E-01,0.000000E+00,1.578220E+04,0.000000E+00,9.673200E-01,0.000000E+00,1.585922E+04,7.694319E+02,9.720407E-01,5.384795E-02,1.349019E+04,7.704081E+03,8.268388E-01,5.391626E-01 

Peak Vol Flow (m3/s),,,8.658158E-01,1.382651E-01,,,6.794728E-01,3.380770E-01,,,7.651464E+00,0.000000E+00,,,2.814796E+00,0.000000E+00,,,8.574051E-01,4.856034E-01,,,8.658351E-01,6.282915E-01,,,8.133868E+00,0.000000E+00,,,6.867127E-01,0.000000E+00,,,8.073186E-01,0.000000E+00,,,6.867127E-01,1.802529E-01,,,8.658158E-01,3.366457E-01,,,8.073186E-01,0.000000E+00,,,8.034065E-01,0.000000E+00,,,8.073272E-01,4.472335E-02,,,6.867300E-01,4.478008E-01 
