Time,THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7::Des Sens Cool Load [W],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7::Des Cool Mass Flow [kg/s],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9::Des Sens Cool Load [W],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9::Des Cool Mass Flow [kg/s],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
08:45:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.173464E+02,4.632961E-01,8.261096E-03,6.342770E+03,3.504973E+03,3.887600E-01,2.452921E-01,7.648779E+03,5.164370E+03,4.688078E-01,3.614234E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,6.693827E+02,4.739716E-01,4.684610E-02,6.342770E+03,0.000000E+00,3.887600E-01,0.000000E+00,7.648779E+03,5.782210E+02,4.688078E-01,4.046623E-02,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,6.740366E+02,4.739716E-01,4.717180E-02,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
09:00:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,3.312827E+02,4.632961E-01,2.323410E-02,6.342770E+03,3.914655E+03,3.887600E-01,2.739633E-01,7.648779E+03,5.542249E+03,4.688078E-01,3.878689E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,7.348223E+02,4.739716E-01,5.142583E-02,6.342770E+03,0.000000E+00,3.887600E-01,0.000000E+00,7.648779E+03,7.552518E+02,4.688078E-01,5.285556E-02,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,7.262264E+02,4.739716E-01,5.082425E-02,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
09:15:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,5.691279E+02,4.632961E-01,3.987921E-02,6.342770E+03,4.285398E+03,3.887600E-01,2.999094E-01,7.648779E+03,5.878020E+03,4.688078E-01,4.113675E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,8.017205E+02,4.739716E-01,5.610763E-02,6.342770E+03,0.000000E+00,3.887600E-01,0.000000E+00,7.648779E+03,9.769706E+02,4.688078E-01,6.837234E-02,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,7.848418E+02,4.739716E-01,5.492639E-02,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
09:30:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,8.658401E+02,4.632961E-01,6.064397E-02,6.342770E+03,4.615243E+03,3.887600E-01,3.229933E-01,7.648779E+03,6.169881E+03,4.688078E-01,4.317931E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,8.707060E+02,4.739716E-01,6.093551E-02,6.342770E+03,1.795557E+01,3.887600E-01,1.274842E-03,7.648779E+03,1.239141E+03,4.688078E-01,8.672008E-02,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,8.486112E+02,4.739716E-01,5.938923E-02,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
09:45:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.080504E+03,4.632961E-01,7.561789E-02,6.342770E+03,4.901476E+03,3.887600E-01,3.430250E-01,7.648779E+03,6.415660E+03,4.688078E-01,4.489937E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,9.406726E+02,4.739716E-01,6.583206E-02,6.342770E+03,1.274869E+02,3.887600E-01,8.940346E-03,7.648779E+03,1.532264E+03,4.688078E-01,1.072340E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,9.153225E+02,4.739716E-01,6.405795E-02,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
10:00:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.220242E+03,4.632961E-01,8.539613E-02,6.342770E+03,5.142122E+03,3.887600E-01,3.598664E-01,7.648779E+03,6.613998E+03,4.688078E-01,4.628742E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.011093E+03,4.739716E-01,7.076038E-02,6.342770E+03,3.054697E+02,3.887600E-01,2.139630E-02,7.648779E+03,1.847209E+03,4.688078E-01,1.292751E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,9.836296E+02,4.739716E-01,6.883836E-02,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
10:15:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.345275E+03,4.632961E-01,9.414630E-02,6.342770E+03,5.336332E+03,3.887600E-01,3.734580E-01,7.648779E+03,6.764690E+03,4.688078E-01,4.734202E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.081521E+03,4.739716E-01,7.568923E-02,6.342770E+03,5.827943E+02,3.887600E-01,4.080459E-02,7.648779E+03,2.175663E+03,4.688078E-01,1.522616E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.052576E+03,4.739716E-01,7.366350E-02,6.416775E+03,1.531789E+01,3.932960E-01,1.074237E-03,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
10:30:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.409057E+03,4.632961E-01,9.861012E-02,6.342770E+03,5.483961E+03,3.887600E-01,3.837897E-01,7.648779E+03,6.868258E+03,4.688078E-01,4.806684E-01,6.416775E+03,0.000000E+00,3.932960E-01,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.151661E+03,4.739716E-01,8.059788E-02,6.342770E+03,9.256077E+02,3.887600E-01,6.477781E-02,7.648779E+03,2.510700E+03,4.688078E-01,1.757089E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.121551E+03,4.739716E-01,7.849068E-02,6.416775E+03,5.962309E+01,3.932960E-01,4.176760E-03,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
10:45:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.423384E+03,4.632961E-01,9.961290E-02,6.342770E+03,5.583897E+03,3.887600E-01,3.907836E-01,7.648779E+03,6.924269E+03,4.688078E-01,4.845882E-01,6.416775E+03,3.074814E+01,3.932960E-01,2.155126E-03,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.221273E+03,4.739716E-01,8.546959E-02,6.342770E+03,1.260460E+03,3.887600E-01,8.821204E-02,7.648779E+03,2.846718E+03,4.688078E-01,1.992248E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.190127E+03,4.739716E-01,8.328985E-02,6.416775E+03,1.155245E+02,3.932960E-01,8.088971E-03,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
11:00:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.389479E+03,4.632961E-01,9.724015E-02,6.342770E+03,5.631482E+03,3.887600E-01,3.941138E-01,7.648779E+03,6.928726E+03,4.688078E-01,4.849001E-01,6.416775E+03,7.221966E+01,3.932960E-01,5.057474E-03,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.290179E+03,4.739716E-01,9.029192E-02,6.342770E+03,1.609500E+03,3.887600E-01,1.126393E-01,7.648779E+03,3.179248E+03,4.688078E-01,2.224965E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.258012E+03,4.739716E-01,8.804076E-02,6.416775E+03,1.837561E+02,3.932960E-01,1.286409E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
11:15:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.313099E+03,4.632961E-01,9.189505E-02,6.342770E+03,5.615588E+03,3.887600E-01,3.930014E-01,7.648779E+03,6.871110E+03,4.688078E-01,4.808679E-01,6.416775E+03,1.248851E+02,3.932960E-01,8.743214E-03,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.357406E+03,4.739716E-01,9.499672E-02,6.342770E+03,1.938432E+03,3.887600E-01,1.356593E-01,7.648779E+03,3.503714E+03,4.688078E-01,2.452040E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.324197E+03,4.739716E-01,9.267264E-02,6.416775E+03,2.491232E+02,3.932960E-01,1.743651E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
11:30:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.168067E+03,4.632961E-01,8.174522E-02,6.342770E+03,5.520052E+03,3.887600E-01,3.863155E-01,7.648779E+03,6.735645E+03,4.688078E-01,4.713876E-01,6.416775E+03,1.932711E+02,3.932960E-01,1.352914E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.422813E+03,4.739716E-01,9.957415E-02,6.342770E+03,2.260292E+03,3.887600E-01,1.581844E-01,7.648779E+03,3.817013E+03,4.688078E-01,2.671300E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.388509E+03,4.739716E-01,9.717343E-02,6.416775E+03,2.977962E+02,3.932960E-01,2.084098E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
11:45:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,9.421099E+02,4.632961E-01,6.593203E-02,6.342770E+03,5.331567E+03,3.887600E-01,3.731245E-01,7.648779E+03,6.509047E+03,4.688078E-01,4.555293E-01,6.416775E+03,2.441000E+02,3.932960E-01,1.708311E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.486361E+03,4.739716E-01,1.040215E-01,6.342770E+03,2.571469E+03,3.887600E-01,1.799618E-01,7.648779E+03,4.116504E+03,4.688078E-01,2.880895E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.450881E+03,4.739716E-01,1.015385E-01,6.416775E+03,3.469941E+02,3.932960E-01,2.428405E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
12:00:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,6.487535E+02,4.632961E-01,4.540196E-02,6.342770E+03,5.056322E+03,3.887600E-01,3.538617E-01,7.648779E+03,6.196941E+03,4.688078E-01,4.336869E-01,6.416775E+03,2.968248E+02,3.932960E-01,2.077300E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.548114E+03,4.739716E-01,1.083432E-01,6.342770E+03,2.868955E+03,3.887600E-01,2.007810E-01,7.648779E+03,4.399872E+03,4.688078E-01,3.079207E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.511349E+03,4.739716E-01,1.057703E-01,6.416775E+03,3.957658E+02,3.932960E-01,2.769728E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
12:15:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,3.622546E+02,4.632961E-01,2.535178E-02,6.342770E+03,4.744871E+03,3.887600E-01,3.320652E-01,7.648779E+03,5.848651E+03,4.688078E-01,4.093121E-01,6.416775E+03,3.505807E+02,3.932960E-01,2.453505E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.617804E+03,4.739716E-01,1.132204E-01,6.342770E+03,3.151109E+03,3.887600E-01,2.205273E-01,7.648779E+03,4.666019E+03,4.688078E-01,3.265468E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.570950E+03,4.739716E-01,1.099414E-01,6.416775E+03,4.489447E+02,3.932960E-01,3.141896E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00 
12:30:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,1.467923E+02,4.632961E-01,1.027304E-02,6.342770E+03,4.451043E+03,3.887600E-01,3.115019E-01,7.648779E+03,5.517915E+03,4.688078E-01,3.861659E-01,6.416775E+03,4.005637E+02,3.932960E-01,2.803307E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.729378E+03,4.739716E-01,1.210288E-01,6.342770E+03,3.415739E+03,3.887600E-01,2.390472E-01,7.648779E+03,4.913189E+03,4.688078E-01,3.438448E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.629870E+03,4.739716E-01,1.140648E-01,6.416775E+03,5.332042E+02,3.932960E-01,3.731578E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,6.714998E+00,4.632961E-01,4.765049E-04 
12:45:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,2.641221E+01,4.632961E-01,1.848424E-03,6.342770E+03,4.213276E+03,3.887600E-01,2.948620E-01,7.648779E+03,5.244425E+03,4.688078E-01,3.670260E-01,6.416775E+03,4.491026E+02,3.932960E-01,3.143001E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.917181E+03,4.739716E-01,1.341720E-01,6.342770E+03,3.660844E+03,3.887600E-01,2.562006E-01,7.648779E+03,5.139748E+03,4.688078E-01,3.597003E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.688367E+03,4.739716E-01,1.181587E-01,6.416775E+03,6.827584E+02,3.932960E-01,4.778218E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,1.347856E+02,4.632961E-01,9.439482E-03 
13:00:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00,6.342770E+03,4.047954E+03,3.887600E-01,2.832921E-01,7.648779E+03,5.047215E+03,4.688078E-01,3.532244E-01,6.416775E+03,4.965638E+02,3.932960E-01,3.475154E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,2.202525E+03,4.739716E-01,1.541416E-01,6.342770E+03,3.884568E+03,3.887600E-01,2.718577E-01,7.648779E+03,5.344160E+03,4.688078E-01,3.740058E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.746663E+03,4.739716E-01,1.222385E-01,6.416775E+03,9.207625E+02,3.932960E-01,6.443867E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,2.527374E+02,4.632961E-01,1.769415E-02 
13:15:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00,6.342770E+03,3.930278E+03,3.887600E-01,2.750567E-01,7.648779E+03,4.903948E+03,4.688078E-01,3.431980E-01,6.416775E+03,5.421704E+02,3.932960E-01,3.794327E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,2.585396E+03,4.739716E-01,1.809364E-01,6.342770E+03,4.084610E+03,3.887600E-01,2.858574E-01,7.648779E+03,5.524429E+03,4.688078E-01,3.866218E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.804362E+03,4.739716E-01,1.262765E-01,6.416775E+03,1.252444E+03,3.932960E-01,8.765107E-02,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,4.071104E+02,4.632961E-01,2.849773E-02 
13:30:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00,6.342770E+03,3.836135E+03,3.887600E-01,2.684682E-01,7.648779E+03,4.791650E+03,4.688078E-01,3.353389E-01,6.416775E+03,5.864270E+02,3.932960E-01,4.104052E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,3.033704E+03,4.739716E-01,2.123108E-01,6.342770E+03,4.259054E+03,3.887600E-01,2.980657E-01,7.648779E+03,5.678887E+03,4.688078E-01,3.974314E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.861468E+03,4.739716E-01,1.302730E-01,6.416775E+03,1.654546E+03,3.932960E-01,1.157918E-01,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,5.744672E+02,4.632961E-01,4.020338E-02 
13:45:00,3.085686E+04,0.000000E+00,1.891273E+00,0.000000E+00,7.558855E+03,0.000000E+00,4.632961E-01,0.000000E+00,6.342770E+03,3.754396E+03,3.887600E-01,2.627477E-01,7.648779E+03,4.698930E+03,4.688078E-01,3.288501E-01,6.416775E+03,6.299364E+02,3.932960E-01,4.408549E-02,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,3.511810E+03,4.739716E-01,2.457706E-01,6.342770E+03,4.405778E+03,3.887600E-01,3.083341E-01,7.648779E+03,5.805664E+03,4.688078E-01,4.063037E-01,3.560905E+04,0.000000E+00,2.182544E+00,0.000000E+00,7.602129E+03,0.000000E+00,4.659484E-01,0.000000E+00,7.733030E+03,1.917698E+03,4.739716E-01,1.342082E-01,6.416775E+03,2.093009E+03,3.932960E-01,1.464772E-01,1.265240E+04,0.000000E+00,7.754888E-01,0.000000E+00,7.558855E+03,6.322873E+02,4.632961E-01,4.424968E-02 
