Time,THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s] 
02:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
03:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
03:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
03:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
03:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
04:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
04:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
04:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
04:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
05:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
05:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
05:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
05:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
06:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
06:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
06:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
06:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
07:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
07:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
07:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
07:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
08:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
08:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
08:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
08:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
09:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
09:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
09:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
09:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
10:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
10:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
10:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
10:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
11:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
11:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
11:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
11:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
12:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
12:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
12:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
12:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
13:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
13:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
13:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
13:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
14:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
14:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
14:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
14:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
15:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
15:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
15:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
15:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
16:00:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
16:15:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
16:30:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
16:45:00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
17:00:00,2.568032E+03,3.550895E+01,1.573994E-01,2.493992E-03,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
17:15:00,2.568032E+03,7.554707E+01,1.573994E-01,5.296080E-03,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
17:30:00,2.568032E+03,1.185094E+02,1.573994E-01,8.302734E-03,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
17:45:00,2.568032E+03,1.593431E+02,1.573994E-01,1.116041E-02,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
18:00:00,2.568032E+03,1.566004E+02,1.573994E-01,1.095952E-02,8.733846E+03,0.000000E+00,5.353135E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.566808E+03,0.000000E+00,1.573244E-01,0.000000E+00,2.568032E+03,0.000000E+00,1.573994E-01,0.000000E+00 
