Time,THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12::Des Sens Cool Load [W],THERMAL ZONE 12:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12::Des Cool Mass Flow [kg/s],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14::Des Sens Cool Load [W],THERMAL ZONE 14:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14::Des Cool Mass Flow [kg/s],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
08:30:00,1.545022E+04,6.218008E+03,9.469724E-01,4.351612E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,2.494438E+02,1.148779E+00,1.746118E-02,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.045776E+04,1.148779E+00,7.318760E-01,7.631200E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,0.000000E+00,9.469724E-01,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,6.169140E+02,1.161479E+00,4.317412E-02,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.950826E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,7.798261E+02,1.161479E+00,5.457537E-02,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
08:45:00,1.545022E+04,7.306619E+03,9.469724E-01,5.113466E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,5.126017E+02,1.148779E+00,3.587803E-02,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.147244E+04,1.148779E+00,8.028876E-01,7.631200E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,0.000000E+00,9.469724E-01,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,7.122395E+02,1.161479E+00,4.984539E-02,1.854799E+04,1.215946E+02,1.136841E+00,8.548604E-03,1.950826E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,9.160852E+02,1.161479E+00,6.411133E-02,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
09:00:00,1.545022E+04,8.315741E+03,9.469724E-01,5.819690E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,9.051121E+02,1.148779E+00,6.334641E-02,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.239689E+04,1.148779E+00,8.675841E-01,7.631200E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,0.000000E+00,9.469724E-01,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,8.279886E+02,1.161479E+00,5.794598E-02,1.854799E+04,5.897516E+02,1.136841E+00,4.131281E-02,1.950826E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.056843E+03,1.161479E+00,7.396212E-02,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
09:15:00,1.545022E+04,9.231845E+03,9.469724E-01,6.460817E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,1.383366E+03,1.148779E+00,9.681351E-02,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.322019E+04,1.148779E+00,9.252024E-01,7.631200E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,0.000000E+00,9.469724E-01,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,9.563595E+02,1.161479E+00,6.692989E-02,1.854799E+04,1.076402E+03,1.136841E+00,7.537011E-02,1.950826E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.201208E+03,1.161479E+00,8.406539E-02,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
09:30:00,1.545022E+04,1.004904E+04,9.469724E-01,7.032724E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,1.971289E+03,1.148779E+00,1.379587E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.393747E+04,1.148779E+00,9.754004E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,0.000000E+00,9.469724E-01,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,1.095122E+03,1.161479E+00,7.664107E-02,1.854799E+04,1.687453E+03,1.136841E+00,1.181332E-01,1.950826E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.351698E+03,1.161479E+00,9.459729E-02,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
09:45:00,1.545022E+04,1.076015E+04,9.469724E-01,7.530384E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,2.643163E+03,1.148779E+00,1.849792E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.454311E+04,1.148779E+00,1.017786E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,0.000000E+00,9.469724E-01,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,1.243191E+03,1.161479E+00,8.700349E-02,1.854799E+04,2.271706E+03,1.136841E+00,1.589817E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.506128E+03,1.161479E+00,1.054049E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
10:00:00,1.545022E+04,1.136005E+04,9.469724E-01,7.950220E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,3.375871E+03,1.148779E+00,2.362571E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.503358E+04,1.148779E+00,1.052111E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,9.659032E+01,9.469724E-01,6.805784E-03,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,1.396383E+03,1.161479E+00,9.772452E-02,1.854799E+04,2.562373E+03,1.136841E+00,1.793223E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.662636E+03,1.161479E+00,1.163579E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
10:15:00,1.545022E+04,1.184656E+04,9.469724E-01,8.290701E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,4.148198E+03,1.148779E+00,2.903076E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.540823E+04,1.148779E+00,1.078330E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,4.236833E+02,9.469724E-01,2.969780E-02,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,1.552234E+03,1.161479E+00,1.086316E-01,1.854799E+04,2.856888E+03,1.136841E+00,1.999335E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.819882E+03,1.161479E+00,1.273627E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
10:30:00,1.545022E+04,1.221934E+04,9.469724E-01,8.551589E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,4.942328E+03,1.148779E+00,3.458840E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.566822E+04,1.148779E+00,1.096525E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,9.652670E+02,9.469724E-01,6.760001E-02,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,1.709222E+03,1.161479E+00,1.196182E-01,1.854799E+04,3.023079E+03,1.136841E+00,2.115640E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,1.977025E+03,1.161479E+00,1.383602E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
10:45:00,1.545022E+04,1.247582E+04,9.469724E-01,8.731081E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,5.743771E+03,1.148779E+00,4.019722E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.581250E+04,1.148779E+00,1.106623E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,1.707700E+03,9.469724E-01,1.195585E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,1.866266E+03,1.161479E+00,1.306088E-01,1.854799E+04,3.063359E+03,1.136841E+00,2.143833E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,2.133421E+03,1.161479E+00,1.493054E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
11:00:00,1.545022E+04,1.260491E+04,9.469724E-01,8.821422E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,6.540966E+03,1.148779E+00,4.577631E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.583149E+04,1.148779E+00,1.107951E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,2.557422E+03,9.469724E-01,1.789794E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.022631E+03,1.161479E+00,1.415518E-01,1.854799E+04,2.998558E+03,1.136841E+00,2.098488E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,2.288613E+03,1.161479E+00,1.601663E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
11:15:00,1.545022E+04,1.257993E+04,9.469724E-01,8.803943E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,7.322249E+03,1.148779E+00,5.124405E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.569987E+04,1.148779E+00,1.098740E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,3.368805E+03,9.469724E-01,2.357625E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.175847E+03,1.161479E+00,1.522745E-01,1.854799E+04,2.820518E+03,1.136841E+00,1.973891E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,2.440248E+03,1.161479E+00,1.707784E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00 
11:30:00,1.545022E+04,1.236216E+04,9.469724E-01,8.651534E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,8.079641E+03,1.148779E+00,5.654458E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.537969E+04,1.148779E+00,1.076333E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,4.152113E+03,9.469724E-01,2.905816E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.325473E+03,1.161479E+00,1.627460E-01,1.854799E+04,2.475031E+03,1.136841E+00,1.732111E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,2.588001E+03,1.161479E+00,1.811188E-01,1.563223E+04,3.138108E+01,9.581283E-01,2.200567E-03 
11:45:00,1.545022E+04,1.191982E+04,9.469724E-01,8.341972E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,8.806350E+03,1.148779E+00,6.163039E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.483908E+04,1.148779E+00,1.038498E+00,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,4.913461E+03,9.469724E-01,3.438638E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.471326E+03,1.161479E+00,1.729533E-01,1.854799E+04,1.937203E+03,1.136841E+00,1.355722E-01,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,2.731784E+03,1.161479E+00,1.911813E-01,1.563223E+04,1.267639E+02,9.581283E-01,8.875858E-03 
12:00:00,1.545022E+04,1.126817E+04,9.469724E-01,7.885922E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,9.496435E+03,1.148779E+00,6.645987E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.409176E+04,1.148779E+00,9.861982E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,5.640773E+03,9.469724E-01,3.947640E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.613478E+03,1.161479E+00,1.829017E-01,1.854799E+04,1.243178E+03,1.136841E+00,8.700198E-02,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,2.871757E+03,1.161479E+00,2.009771E-01,1.563223E+04,2.241122E+02,9.581283E-01,1.568868E-02 
12:15:00,1.545022E+04,1.052888E+04,9.469724E-01,7.368536E-01,1.563223E+04,0.000000E+00,9.581283E-01,0.000000E+00,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,1.014694E+04,1.148779E+00,7.101239E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.325669E+04,1.148779E+00,9.277566E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,6.333994E+03,9.469724E-01,4.432784E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.754411E+03,1.161479E+00,1.927647E-01,1.854799E+04,6.400533E+02,1.136841E+00,4.479318E-02,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,3.030463E+03,1.161479E+00,2.120840E-01,1.563223E+04,3.724677E+02,9.581283E-01,2.607120E-02 
12:30:00,1.545022E+04,9.831123E+03,9.469724E-01,6.880215E-01,1.563223E+04,7.164908E+01,9.581283E-01,5.020454E-03,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,1.075332E+04,1.148779E+00,7.525606E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.246325E+04,1.148779E+00,8.722281E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,6.986938E+03,9.469724E-01,4.889740E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,2.894529E+03,1.161479E+00,2.025708E-01,1.854799E+04,2.082994E+02,1.136841E+00,1.457751E-02,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,3.286623E+03,1.161479E+00,2.300111E-01,1.563223E+04,5.755919E+02,9.581283E-01,4.028225E-02 
12:45:00,1.545022E+04,9.267036E+03,9.469724E-01,6.485445E-01,1.563223E+04,1.606517E+02,9.581283E-01,1.124924E-02,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.874277E+04,1.131123E+04,1.148779E+00,7.916052E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.180696E+04,1.148779E+00,8.262988E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,7.594053E+03,9.469724E-01,5.314624E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,3.034339E+03,1.161479E+00,2.123553E-01,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,3.721534E+03,1.161479E+00,2.604479E-01,1.563223E+04,8.374606E+02,9.581283E-01,5.860886E-02 
13:00:00,1.545022E+04,8.875736E+03,9.469724E-01,6.211598E-01,1.563223E+04,2.798284E+02,9.581283E-01,1.958971E-02,1.854799E+04,1.256314E+02,1.136841E+00,8.804119E-03,1.874277E+04,1.181647E+04,1.148779E+00,8.269642E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.133364E+04,1.148779E+00,7.931735E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,8.150200E+03,9.469724E-01,5.703838E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,3.174162E+03,1.161479E+00,2.221406E-01,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,4.387218E+03,1.161479E+00,3.070352E-01,1.563223E+04,1.325340E+03,9.581283E-01,9.275265E-02 
13:15:00,1.545022E+04,8.597601E+03,9.469724E-01,6.016948E-01,1.563223E+04,4.288586E+02,9.581283E-01,3.001945E-02,1.854799E+04,3.501300E+02,1.136841E+00,2.452062E-02,1.874277E+04,1.226371E+04,1.148779E+00,8.582637E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.098950E+04,1.148779E+00,7.690898E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,8.649225E+03,9.469724E-01,6.053076E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,3.312788E+03,1.161479E+00,2.318423E-01,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,5.286023E+03,1.161479E+00,3.699372E-01,1.563223E+04,2.016726E+03,9.581283E-01,1.411386E-01 
13:30:00,1.545022E+04,8.374996E+03,9.469724E-01,5.861159E-01,1.563223E+04,5.326514E+02,9.581283E-01,3.727713E-02,1.854799E+04,6.444385E+02,1.136841E+00,4.511743E-02,1.874277E+04,1.264846E+04,1.148779E+00,8.851903E-01,2.262013E+05,0.000000E+00,1.386429E+01,0.000000E+00,1.874277E+04,1.071950E+04,1.148779E+00,7.501938E-01,7.631201E+04,0.000000E+00,4.677303E+00,0.000000E+00,1.545022E+04,9.086057E+03,9.469724E-01,6.358789E-01,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.865435E+04,0.000000E+00,1.143359E+00,0.000000E+00,1.894998E+04,3.450021E+03,1.161479E+00,2.414463E-01,1.854799E+04,0.000000E+00,1.136841E+00,0.000000E+00,1.950827E+05,0.000000E+00,1.195697E+01,0.000000E+00,1.894998E+04,6.345249E+03,1.161479E+00,4.440661E-01,1.563223E+04,2.889020E+03,9.581283E-01,2.021853E-01 
