Time,THERMAL ZONE 9:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:EL PASO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:EL PASO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
20:30:00,2.672183E+03,8.586332E+02,1.637443E-01,6.009928E-02,3.157117E+03,1.944293E+03,1.934356E-01,1.360851E-01,3.563303E+03,4.899827E+03,2.183629E-01,3.429783E-01,3.157082E+03,1.962057E+03,1.934334E-01,1.373284E-01,3.157082E+03,1.903450E+03,1.934334E-01,1.332263E-01,2.033210E+03,2.169227E+03,1.246192E-01,1.518413E-01,3.157117E+03,2.536977E+03,1.934356E-01,1.775666E-01,2.672183E+03,8.452334E+02,1.637443E-01,5.916157E-02,2.675139E+03,8.576505E+02,1.639254E-01,6.003072E-02,2.675139E+03,1.137559E+03,1.639254E-01,7.962147E-02 
20:45:00,2.672245E+03,8.259355E+02,1.637481E-01,5.781041E-02,3.157210E+03,1.906734E+03,1.934413E-01,1.334563E-01,3.563471E+03,4.883444E+03,2.183723E-01,3.418315E-01,3.157175E+03,1.923626E+03,1.934391E-01,1.346386E-01,3.157175E+03,1.866218E+03,1.934391E-01,1.306205E-01,2.033241E+03,2.136824E+03,1.246211E-01,1.495730E-01,3.157210E+03,2.461876E+03,1.934413E-01,1.723104E-01,2.672245E+03,8.143146E+02,1.637481E-01,5.699718E-02,2.675202E+03,8.269171E+02,1.639292E-01,5.787934E-02,2.675202E+03,1.090417E+03,1.639292E-01,7.632222E-02 
21:00:00,2.672297E+03,7.934741E+02,1.637512E-01,5.553810E-02,3.157289E+03,1.871268E+03,1.934461E-01,1.309741E-01,3.563612E+03,4.867409E+03,2.183803E-01,3.407091E-01,3.157254E+03,1.887243E+03,1.934439E-01,1.320922E-01,3.157254E+03,1.831672E+03,1.934439E-01,1.282027E-01,2.033271E+03,2.107111E+03,1.246229E-01,1.474929E-01,3.157289E+03,2.392828E+03,1.934461E-01,1.674778E-01,2.672297E+03,7.840811E+02,1.637512E-01,5.488071E-02,2.675253E+03,7.960535E+02,1.639323E-01,5.571880E-02,2.675253E+03,1.046389E+03,1.639323E-01,7.324086E-02 
21:15:00,2.672340E+03,7.622771E+02,1.637538E-01,5.335427E-02,3.157356E+03,1.837210E+03,1.934502E-01,1.285904E-01,3.563731E+03,4.851442E+03,2.183872E-01,3.395915E-01,3.157321E+03,1.852238E+03,1.934480E-01,1.296422E-01,3.157321E+03,1.798871E+03,1.934480E-01,1.259070E-01,2.033301E+03,2.080009E+03,1.246247E-01,1.455958E-01,3.157356E+03,2.328149E+03,1.934502E-01,1.629510E-01,2.672340E+03,7.546483E+02,1.637538E-01,5.282037E-02,2.675296E+03,7.659850E+02,1.639349E-01,5.361393E-02,2.675296E+03,1.004002E+03,1.639349E-01,7.027412E-02 
21:30:00,2.672375E+03,7.322177E+02,1.637559E-01,5.125014E-02,3.157414E+03,1.804310E+03,1.934536E-01,1.262878E-01,3.563832E+03,4.835437E+03,2.183931E-01,3.384712E-01,3.157379E+03,1.818380E+03,1.934515E-01,1.272725E-01,3.157379E+03,1.767410E+03,1.934515E-01,1.237051E-01,2.033329E+03,2.055327E+03,1.246265E-01,1.438680E-01,3.157414E+03,2.266970E+03,1.934536E-01,1.586691E-01,2.672375E+03,7.260601E+02,1.637559E-01,5.081921E-02,2.675332E+03,7.367453E+02,1.639371E-01,5.156715E-02,2.675332E+03,9.639456E+02,1.639371E-01,6.747039E-02 
21:45:00,2.672405E+03,7.032556E+02,1.637577E-01,4.922286E-02,3.157464E+03,1.772399E+03,1.934567E-01,1.240542E-01,3.563919E+03,4.819283E+03,2.183982E-01,3.373405E-01,3.157429E+03,1.785512E+03,1.934545E-01,1.249721E-01,3.157429E+03,1.737025E+03,1.934545E-01,1.215784E-01,2.033355E+03,2.032829E+03,1.246281E-01,1.422932E-01,3.157464E+03,2.208716E+03,1.934567E-01,1.545920E-01,2.672405E+03,6.983219E+02,1.637577E-01,4.887758E-02,2.675362E+03,7.083708E+02,1.639389E-01,4.958098E-02,2.675362E+03,9.254788E+02,1.639389E-01,6.477791E-02 
22:00:00,2.672431E+03,6.753283E+02,1.637593E-01,4.726803E-02,3.157508E+03,1.741359E+03,1.934594E-01,1.218818E-01,3.563993E+03,4.802882E+03,2.184026E-01,3.361925E-01,3.157473E+03,1.753536E+03,1.934572E-01,1.227341E-01,3.157473E+03,1.707544E+03,1.934572E-01,1.195151E-01,2.033379E+03,2.012265E+03,1.246295E-01,1.408537E-01,3.157508E+03,2.152994E+03,1.934594E-01,1.506919E-01,2.672431E+03,6.714172E+02,1.637593E-01,4.699432E-02,2.675388E+03,6.808579E+02,1.639405E-01,4.765514E-02,2.675388E+03,8.896619E+02,1.639405E-01,6.227087E-02 
22:15:00,2.672453E+03,6.304120E+02,1.637607E-01,4.412412E-02,3.157548E+03,1.696282E+03,1.934618E-01,1.187268E-01,3.564058E+03,4.715879E+03,2.184065E-01,3.301025E-01,3.157513E+03,1.707549E+03,1.934597E-01,1.195154E-01,3.157513E+03,1.664037E+03,1.934597E-01,1.164700E-01,2.033401E+03,1.908640E+03,1.246309E-01,1.336003E-01,3.157548E+03,2.084598E+03,1.934618E-01,1.459049E-01,2.672453E+03,6.273548E+02,1.637607E-01,4.391018E-02,2.675410E+03,6.362307E+02,1.639418E-01,4.453145E-02,2.675410E+03,8.393536E+02,1.639418E-01,5.874959E-02 
22:30:00,2.672473E+03,5.847489E+02,1.637619E-01,4.092783E-02,3.157583E+03,1.649917E+03,1.934640E-01,1.154815E-01,3.564115E+03,4.624313E+03,2.184099E-01,3.236921E-01,3.157548E+03,1.660326E+03,1.934618E-01,1.162100E-01,3.157548E+03,1.619240E+03,1.934618E-01,1.133344E-01,2.033421E+03,1.802802E+03,1.246321E-01,1.261910E-01,3.157583E+03,2.016104E+03,1.934640E-01,1.411108E-01,2.672473E+03,5.824045E+02,1.637619E-01,4.076376E-02,2.675429E+03,5.907571E+02,1.639430E-01,4.134840E-02,2.675429E+03,7.893652E+02,1.639430E-01,5.525058E-02 
22:45:00,2.672490E+03,5.386996E+02,1.637629E-01,3.770433E-02,3.157615E+03,1.602603E+03,1.934660E-01,1.121683E-01,3.564165E+03,4.529024E+03,2.184129E-01,3.170176E-01,3.157580E+03,1.612176E+03,1.934638E-01,1.128383E-01,3.157580E+03,1.573482E+03,1.934638E-01,1.101302E-01,2.033440E+03,1.696451E+03,1.246333E-01,1.187454E-01,3.157615E+03,1.947790E+03,1.934660E-01,1.363274E-01,2.672490E+03,5.369489E+02,1.637629E-01,3.758183E-02,2.675446E+03,5.448182E+02,1.639441E-01,3.813263E-02,2.675446E+03,7.385705E+02,1.639441E-01,5.169472E-02 
23:00:00,2.672505E+03,4.923547E+02,1.637638E-01,3.445997E-02,3.157644E+03,1.554324E+03,1.934677E-01,1.087858E-01,3.564210E+03,4.430333E+03,2.184156E-01,3.101003E-01,3.157609E+03,1.563042E+03,1.934656E-01,1.093960E-01,3.157609E+03,1.526639E+03,1.934656E-01,1.068483E-01,2.033457E+03,1.590047E+03,1.246343E-01,1.112956E-01,3.157644E+03,1.879589E+03,1.934677E-01,1.315498E-01,2.672505E+03,4.910993E+02,1.637638E-01,3.437212E-02,2.675462E+03,4.985215E+02,1.639450E-01,3.489162E-02,2.675462E+03,6.864321E+02,1.639450E-01,4.804435E-02 
23:15:00,2.672519E+03,4.637041E+02,1.637647E-01,3.245395E-02,3.157671E+03,1.519786E+03,1.934694E-01,1.063639E-01,3.564251E+03,4.398632E+03,2.184180E-01,3.078683E-01,3.157636E+03,1.527606E+03,1.934672E-01,1.069112E-01,3.157636E+03,1.493436E+03,1.934672E-01,1.045199E-01,2.033472E+03,1.568448E+03,1.246352E-01,1.097816E-01,3.157671E+03,1.826471E+03,1.934694E-01,1.278266E-01,2.672519E+03,4.628626E+02,1.637647E-01,3.239507E-02,2.675475E+03,4.698634E+02,1.639458E-01,3.288505E-02,2.675475E+03,6.496650E+02,1.639458E-01,4.546958E-02 
23:30:00,2.672531E+03,4.364583E+02,1.637654E-01,3.054633E-02,3.157695E+03,1.486071E+03,1.934708E-01,1.039992E-01,3.564287E+03,4.367923E+03,2.184203E-01,3.057042E-01,3.157660E+03,1.493065E+03,1.934687E-01,1.044887E-01,3.157660E+03,1.460954E+03,1.934687E-01,1.022416E-01,2.033486E+03,1.550649E+03,1.246361E-01,1.085340E-01,3.157695E+03,1.775688E+03,1.934708E-01,1.242664E-01,2.672531E+03,4.359621E+02,1.637654E-01,3.051161E-02,2.675487E+03,4.425691E+02,1.639466E-01,3.097401E-02,2.675487E+03,6.131159E+02,1.639466E-01,4.291008E-02 
23:45:00,2.672542E+03,4.102025E+02,1.637661E-01,2.870817E-02,3.157717E+03,1.452828E+03,1.934722E-01,1.016690E-01,3.564321E+03,4.337434E+03,2.184223E-01,3.035575E-01,3.157682E+03,1.458953E+03,1.934701E-01,1.020975E-01,3.157682E+03,1.428843E+03,1.934701E-01,9.999055E-02,2.033499E+03,1.534791E+03,1.246369E-01,1.074224E-01,3.157717E+03,1.726680E+03,1.934722E-01,1.208323E-01,2.672542E+03,4.099936E+02,1.637661E-01,2.869355E-02,2.675498E+03,4.162338E+02,1.639472E-01,2.913026E-02,2.675498E+03,5.775242E+02,1.639472E-01,4.041798E-02 
24:00:00,2.672551E+03,3.848138E+02,1.637667E-01,2.693091E-02,3.157738E+03,1.419942E+03,1.934735E-01,9.936538E-02,3.564352E+03,4.306943E+03,2.184242E-01,3.014146E-01,3.157703E+03,1.425352E+03,1.934713E-01,9.974392E-02,3.157703E+03,1.397088E+03,1.934713E-01,9.776611E-02,2.033511E+03,1.520304E+03,1.246377E-01,1.064069E-01,3.157738E+03,1.679232E+03,1.934735E-01,1.175095E-01,2.672551E+03,3.848402E+02,1.637667E-01,2.693276E-02,2.675508E+03,3.907417E+02,1.639478E-01,2.734576E-02,2.675508E+03,5.429926E+02,1.639478E-01,3.800055E-02 
Peak,2.672658E+03,1.387256E+03,1.637732E-01,9.710167E-02,3.157995E+03,2.942758E+03,1.934892E-01,2.059699E-01,3.564747E+03,4.992708E+03,2.184484E-01,3.494811E-01,3.157960E+03,3.592613E+03,1.934871E-01,2.514535E-01,3.157960E+03,2.465675E+03,1.934871E-01,1.725785E-01,2.033671E+03,2.461633E+03,1.246474E-01,1.723129E-01,3.157995E+03,4.177754E+03,1.934892E-01,2.924078E-01,2.672658E+03,2.500077E+03,1.637732E-01,1.749900E-01,2.675615E+03,1.858974E+03,1.639544E-01,1.301188E-01,2.675615E+03,2.953807E+03,1.639544E-01,2.067465E-01 

Peak Vol Flow (m3/s),,,1.569740E-01,9.307039E-02,,,1.854563E-01,1.974188E-01,,,2.093793E-01,3.349720E-01,,,1.854542E-01,2.410141E-01,,,1.854542E-01,1.654137E-01,,,1.194726E-01,1.651592E-01,,,1.854563E-01,2.802682E-01,,,1.569740E-01,1.677251E-01,,,1.571476E-01,1.247168E-01,,,1.571476E-01,1.981632E-01 
