Time,THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
05:45:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
06:00:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
06:15:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
06:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
06:45:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
07:00:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
07:15:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
07:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
07:45:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
08:00:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
08:15:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,2.689208E+01,1.079615E-01,1.886433E-03,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
08:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,1.029661E+02,1.079615E-01,7.210492E-03,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
08:45:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,1.826487E+02,1.079615E-01,1.278687E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
09:00:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,2.904418E+02,1.079615E-01,2.033048E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
09:15:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,3.862351E+02,1.079615E-01,2.702984E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
09:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,4.450742E+02,1.079615E-01,3.114738E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
09:45:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,5.083424E+02,1.079615E-01,3.557510E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
10:00:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,5.470171E+02,1.079615E-01,3.828175E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
10:15:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,5.700823E+02,1.079615E-01,3.989603E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
10:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,5.765866E+02,1.079615E-01,4.035130E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
10:45:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,5.671225E+02,1.079615E-01,3.968905E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
11:00:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,5.416327E+02,1.079615E-01,3.790526E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
11:15:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,4.975984E+02,1.079615E-01,3.482365E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
11:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,4.310417E+02,1.079615E-01,3.016583E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
11:45:00,1.761434E+03,2.493802E+01,1.079615E-01,1.756841E-03,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,3.502133E+02,1.079615E-01,2.450921E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
12:00:00,1.761434E+03,8.143022E+01,1.079615E-01,5.710612E-03,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,2.441407E+02,1.079615E-01,1.708587E-02,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
12:15:00,1.761434E+03,1.488320E+02,1.079615E-01,1.042758E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,1.424243E+02,1.079615E-01,9.967392E-03,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
12:30:00,1.761434E+03,2.358220E+02,1.079615E-01,1.651536E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,6.756364E+01,1.079615E-01,4.728359E-03,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
12:45:00,1.761434E+03,3.139999E+02,1.079615E-01,2.197480E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,1.490529E+01,1.079615E-01,1.043128E-03,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
13:00:00,1.761434E+03,3.738929E+02,1.079615E-01,2.616596E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
13:15:00,1.761434E+03,4.333189E+02,1.079615E-01,3.032477E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
13:30:00,1.761434E+03,4.810174E+02,1.079615E-01,3.366290E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
13:45:00,1.761434E+03,5.178575E+02,1.079615E-01,3.624117E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
14:00:00,1.761434E+03,5.441939E+02,1.079615E-01,3.808435E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
14:15:00,1.761434E+03,5.597022E+02,1.079615E-01,3.916973E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
14:30:00,1.761434E+03,5.642670E+02,1.079615E-01,3.948923E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00 
14:45:00,1.761434E+03,5.576776E+02,1.079615E-01,3.902814E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,6.467589E+01,1.080456E-01,4.530338E-03 
15:00:00,1.761434E+03,5.395913E+02,1.079615E-01,3.776239E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,1.654513E+02,1.080456E-01,1.158301E-02 
15:15:00,1.761434E+03,5.096752E+02,1.079615E-01,3.566875E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,2.979315E+02,1.080456E-01,2.085422E-02 
15:30:00,1.761434E+03,4.679881E+02,1.079615E-01,3.275133E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,4.767414E+02,1.080456E-01,3.336759E-02 
15:45:00,1.761434E+03,4.155298E+02,1.079615E-01,2.908011E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,6.275644E+02,1.080456E-01,4.391809E-02 
16:00:00,1.761434E+03,3.567229E+02,1.079615E-01,2.496467E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,7.734343E+02,1.080456E-01,5.412594E-02 
16:15:00,1.761434E+03,2.874829E+02,1.079615E-01,2.011905E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,9.131808E+02,1.080456E-01,6.390553E-02 
16:30:00,1.761434E+03,2.079116E+02,1.079615E-01,1.455040E-02,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,1.025912E+03,1.080456E-01,7.179474E-02 
16:45:00,1.761434E+03,1.270033E+02,1.079615E-01,8.888159E-03,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,1.114444E+03,1.080456E-01,7.799062E-02 
17:00:00,1.761434E+03,6.117485E+01,1.079615E-01,4.281245E-03,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,1.178383E+03,1.080456E-01,8.246564E-02 
17:15:00,1.761434E+03,1.799494E+01,1.079615E-01,1.259355E-03,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,1.213893E+03,1.080456E-01,8.495118E-02 
17:30:00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,1.762806E+03,0.000000E+00,1.080456E-01,0.000000E+00,1.761434E+03,0.000000E+00,1.079615E-01,0.000000E+00,2.836499E+03,0.000000E+00,1.738543E-01,0.000000E+00,1.762806E+03,1.216685E+03,1.080456E-01,8.514698E-02 
