Time,THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
06:00:00,3.831282E+03,8.188688E+02,2.347114E-01,5.733165E-02,2.613541E+03,2.157194E+03,1.601496E-01,1.510045E-01,1.339489E+03,6.409380E+02,8.209977E-02,4.485567E-02,3.035298E+03,6.946882E+02,1.859784E-01,4.863303E-02,3.174631E+03,5.676183E+01,1.945159E-01,3.972712E-03,3.830784E+03,7.901856E+02,2.346808E-01,5.532131E-02,3.830784E+03,1.032943E+03,2.346808E-01,7.232301E-02,3.167008E+03,2.381538E+01,1.940488E-01,1.667809E-03,3.174631E+03,5.163483E+02,1.945159E-01,3.617885E-02,7.734889E+02,2.085782E+03,4.740856E-02,1.459715E-01,3.052661E+03,7.869300E+02,1.870422E-01,5.509097E-02,3.809844E+03,7.124960E+02,2.333980E-01,4.988267E-02,3.174811E+03,2.376743E+02,1.945269E-01,1.663749E-02,3.052248E+03,7.698878E+02,1.870169E-01,5.389570E-02,3.052248E+03,9.968407E+02,1.870169E-01,6.978823E-02 
06:15:00,3.566908E+03,9.374033E+02,2.185153E-01,6.563186E-02,2.363252E+03,2.224120E+03,1.448126E-01,1.556895E-01,1.339491E+03,7.035683E+02,8.209985E-02,4.923879E-02,2.870997E+03,7.419614E+02,1.759113E-01,5.194270E-02,3.010466E+03,1.290294E+02,1.844571E-01,9.030838E-03,3.566410E+03,8.466939E+02,2.184848E-01,5.927791E-02,3.566410E+03,1.282169E+03,2.184848E-01,8.977701E-02,3.002843E+03,8.676611E+01,1.839901E-01,6.073736E-03,3.010466E+03,7.895901E+02,1.844571E-01,5.529288E-02,7.734934E+02,2.132685E+03,4.740883E-02,1.492539E-01,2.888359E+03,8.915437E+02,1.769751E-01,6.241539E-02,3.545470E+03,7.714647E+02,2.172020E-01,5.401149E-02,3.010645E+03,4.010529E+02,1.844681E-01,2.807625E-02,2.887946E+03,8.172889E+02,1.769498E-01,5.721428E-02,2.887946E+03,1.235211E+03,1.769498E-01,8.647905E-02 
06:30:00,3.302310E+03,1.059715E+03,2.023099E-01,7.419841E-02,2.112492E+03,2.296012E+03,1.294490E-01,1.607236E-01,1.339492E+03,7.759898E+02,8.209992E-02,5.430716E-02,2.706570E+03,7.947081E+02,1.658385E-01,5.563643E-02,2.846181E+03,2.023192E+02,1.743931E-01,1.416151E-02,3.301812E+03,9.085553E+02,2.022793E-01,6.361093E-02,3.301812E+03,1.563632E+03,2.022793E-01,1.094912E-01,2.838558E+03,1.650253E+02,1.739260E-01,1.155208E-02,2.846181E+03,1.063233E+03,1.743931E-01,7.446743E-02,7.734978E+02,2.183311E+03,4.740911E-02,1.527969E-01,2.723933E+03,1.002843E+03,1.669024E-01,7.020875E-02,3.280870E+03,8.361053E+02,2.009964E-01,5.853910E-02,2.846361E+03,5.239096E+02,1.744041E-01,3.668139E-02,2.723520E+03,8.698397E+02,1.668771E-01,6.089425E-02,2.723520E+03,1.508129E+03,1.668771E-01,1.055902E-01 
06:45:00,3.037627E+03,1.178931E+03,1.861025E-01,8.254757E-02,1.861888E+03,2.372640E+03,1.140951E-01,1.660892E-01,1.339493E+03,8.559977E+02,8.209996E-02,5.990667E-02,2.542076E+03,8.536541E+02,1.557636E-01,5.976392E-02,2.681821E+03,2.810069E+02,1.643264E-01,1.967054E-02,3.037129E+03,9.753993E+02,1.860720E-01,6.829245E-02,3.037129E+03,1.867772E+03,1.860720E-01,1.307915E-01,2.674198E+03,2.543045E+02,1.638593E-01,1.780123E-02,2.681821E+03,1.368649E+03,1.643264E-01,9.586414E-02,7.735017E+02,2.237479E+03,4.740934E-02,1.565891E-01,2.559439E+03,1.111624E+03,1.568275E-01,7.782530E-02,3.016187E+03,9.063162E+02,1.847890E-01,6.345640E-02,2.682001E+03,6.373221E+02,1.643374E-01,4.462583E-02,2.559026E+03,9.271296E+02,1.568022E-01,6.490584E-02,2.559026E+03,1.803504E+03,1.568022E-01,1.262726E-01 
07:00:00,2.772796E+03,1.287036E+03,1.698897E-01,9.011700E-02,1.611174E+03,2.453427E+03,9.873499E-02,1.717460E-01,1.339492E+03,9.416673E+02,8.209991E-02,6.590276E-02,2.377481E+03,9.178144E+02,1.456845E-01,6.425592E-02,2.517354E+03,3.607006E+02,1.542555E-01,2.525042E-02,2.772298E+03,1.046187E+03,1.698591E-01,7.324926E-02,2.772298E+03,2.179761E+03,1.698591E-01,1.526363E-01,2.509731E+03,3.390698E+02,1.537884E-01,2.373621E-02,2.517354E+03,1.692069E+03,1.542555E-01,1.185150E-01,7.735041E+02,2.295026E+03,4.740949E-02,1.606198E-01,2.394844E+03,1.209752E+03,1.467484E-01,8.469540E-02,2.751357E+03,9.811978E+02,1.685761E-01,6.869998E-02,2.517534E+03,7.219259E+02,1.542665E-01,5.055260E-02,2.394431E+03,9.882199E+02,1.467231E-01,6.918312E-02,2.394431E+03,2.106349E+03,1.467231E-01,1.474751E-01 
07:15:00,2.772256E+03,1.339595E+03,1.698701E-01,9.379563E-02,1.610695E+03,2.471180E+03,9.870870E-02,1.729903E-01,1.339488E+03,9.829542E+02,8.209966E-02,6.879319E-02,2.377130E+03,9.548596E+02,1.456704E-01,6.684944E-02,2.516988E+03,4.091510E+02,1.542410E-01,2.864389E-02,2.771758E+03,1.080351E+03,1.698396E-01,7.564113E-02,2.771758E+03,2.448832E+03,1.698396E-01,1.714699E-01,2.509366E+03,3.962706E+02,1.537739E-01,2.774244E-02,2.516988E+03,1.984019E+03,1.542410E-01,1.389527E-01,7.735035E+02,2.310282E+03,4.740945E-02,1.616927E-01,2.394492E+03,1.261182E+03,1.467343E-01,8.829536E-02,2.750818E+03,1.020249E+03,1.685565E-01,7.143422E-02,2.517168E+03,7.523091E+02,1.542520E-01,5.268144E-02,2.394079E+03,1.021017E+03,1.467090E-01,7.147938E-02,2.394079E+03,2.374727E+03,1.467090E-01,1.662608E-01 
07:30:00,2.771884E+03,1.377187E+03,1.698575E-01,9.642311E-02,1.610634E+03,2.491211E+03,9.870620E-02,1.743927E-01,1.339478E+03,1.023570E+03,8.209909E-02,7.163705E-02,2.376864E+03,9.969731E+02,1.456603E-01,6.979663E-02,2.516699E+03,4.592914E+02,1.542300E-01,3.215513E-02,2.771386E+03,1.118871E+03,1.698270E-01,7.833570E-02,2.771386E+03,2.714122E+03,1.698270E-01,1.900316E-01,2.509076E+03,4.532225E+02,1.537628E-01,3.173093E-02,2.516699E+03,2.261383E+03,1.542300E-01,1.583573E-01,7.734984E+02,2.327058E+03,4.740914E-02,1.628733E-01,2.394225E+03,1.298209E+03,1.467242E-01,9.088518E-02,2.750448E+03,1.064351E+03,1.685439E-01,7.451985E-02,2.516878E+03,7.672686E+02,1.542410E-01,5.372715E-02,2.393812E+03,1.057940E+03,1.466989E-01,7.406325E-02,2.393812E+03,2.640219E+03,1.466989E-01,1.848399E-01 
07:45:00,2.771556E+03,1.401995E+03,1.698445E-01,9.815533E-02,1.610371E+03,2.512962E+03,9.869116E-02,1.759154E-01,1.339463E+03,1.063199E+03,8.209813E-02,7.441214E-02,2.376637E+03,1.043308E+03,1.456509E-01,7.303934E-02,2.516455E+03,5.098601E+02,1.542199E-01,3.569636E-02,2.771057E+03,1.160891E+03,1.698139E-01,8.127518E-02,2.771057E+03,2.970763E+03,1.698139E-01,2.079863E-01,2.508833E+03,5.096505E+02,1.537528E-01,3.568275E-02,2.516455E+03,2.518011E+03,1.542199E-01,1.763067E-01,7.734879E+02,2.345157E+03,4.740850E-02,1.641463E-01,2.393998E+03,1.322744E+03,1.467149E-01,9.260029E-02,2.750119E+03,1.112567E+03,1.685308E-01,7.789331E-02,2.516635E+03,7.705986E+02,1.542309E-01,5.395734E-02,2.393585E+03,1.098292E+03,1.466896E-01,7.688713E-02,2.393585E+03,2.898152E+03,1.466896E-01,2.028886E-01 
08:00:00,2.771339E+03,1.420410E+03,1.698348E-01,9.944078E-02,1.610175E+03,2.536102E+03,9.868004E-02,1.775352E-01,1.339441E+03,1.101148E+03,8.209678E-02,7.706969E-02,2.376489E+03,1.093183E+03,1.456444E-01,7.653000E-02,2.516294E+03,5.597161E+02,1.542127E-01,3.918765E-02,2.770841E+03,1.205464E+03,1.698043E-01,8.439394E-02,2.770841E+03,3.214559E+03,1.698043E-01,2.250436E-01,2.508671E+03,5.660432E+02,1.537456E-01,3.963205E-02,2.516294E+03,2.749402E+03,1.542127E-01,1.924896E-01,7.734722E+02,2.364105E+03,4.740753E-02,1.654775E-01,2.393850E+03,1.341115E+03,1.467084E-01,9.388419E-02,2.749902E+03,1.164203E+03,1.685211E-01,8.150655E-02,2.516473E+03,7.713428E+02,1.542237E-01,5.400646E-02,2.393437E+03,1.141212E+03,1.466831E-01,7.989091E-02,2.393437E+03,3.144021E+03,1.466831E-01,2.200934E-01 
08:15:00,2.771180E+03,1.439253E+03,1.698263E-01,1.007573E-01,1.610002E+03,2.559851E+03,9.867022E-02,1.791977E-01,1.339414E+03,1.137084E+03,8.209512E-02,7.958628E-02,2.376385E+03,1.147847E+03,1.456391E-01,8.035614E-02,2.516180E+03,6.067946E+02,1.542068E-01,4.248442E-02,2.770682E+03,1.251256E+03,1.697958E-01,8.759851E-02,2.770682E+03,3.441516E+03,1.697958E-01,2.409249E-01,2.508557E+03,6.248056E+02,1.537396E-01,4.374708E-02,2.516180E+03,2.952896E+03,1.542068E-01,2.067223E-01,7.734523E+02,2.383750E+03,4.740631E-02,1.668561E-01,2.393746E+03,1.360286E+03,1.467031E-01,9.522471E-02,2.749743E+03,1.220850E+03,1.685126E-01,8.547121E-02,2.516359E+03,7.766679E+02,1.542178E-01,5.437673E-02,2.393333E+03,1.184877E+03,1.466778E-01,8.294716E-02,2.393333E+03,3.373937E+03,1.466778E-01,2.361828E-01 
08:30:00,2.771051E+03,1.463194E+03,1.698187E-01,1.024318E-01,1.609849E+03,2.583984E+03,9.866138E-02,1.808869E-01,1.339383E+03,1.170973E+03,8.209327E-02,8.195955E-02,2.376304E+03,1.212137E+03,1.456345E-01,8.485631E-02,2.516092E+03,6.499718E+02,1.542017E-01,4.550784E-02,2.770553E+03,1.297427E+03,1.697882E-01,9.082990E-02,2.770553E+03,3.645440E+03,1.697882E-01,2.551959E-01,2.508469E+03,6.919524E+02,1.537346E-01,4.844913E-02,2.516092E+03,3.121874E+03,1.542017E-01,2.185421E-01,7.734297E+02,2.403884E+03,4.740493E-02,1.682677E-01,2.393665E+03,1.384516E+03,1.466985E-01,9.691978E-02,2.749615E+03,1.287383E+03,1.685050E-01,9.012818E-02,2.516271E+03,7.901137E+02,1.542127E-01,5.531623E-02,2.393252E+03,1.228552E+03,1.466732E-01,8.600405E-02,2.393252E+03,3.581090E+03,1.466732E-01,2.506800E-01 
08:45:00,2.770943E+03,1.494841E+03,1.698121E-01,1.046463E-01,1.609712E+03,2.608347E+03,9.865344E-02,1.825923E-01,1.339352E+03,1.202994E+03,8.209136E-02,8.420200E-02,2.376238E+03,1.292048E+03,1.456306E-01,9.045000E-02,2.516021E+03,6.898981E+02,1.541975E-01,4.830336E-02,2.770445E+03,1.344123E+03,1.697816E-01,9.409822E-02,2.770445E+03,3.825279E+03,1.697816E-01,2.677821E-01,2.508398E+03,7.716360E+02,1.537303E-01,5.402894E-02,2.516021E+03,3.257760E+03,1.541975E-01,2.280483E-01,7.734062E+02,2.424355E+03,4.740349E-02,1.697020E-01,2.393599E+03,1.416636E+03,1.466946E-01,9.916759E-02,2.749506E+03,1.369636E+03,1.684984E-01,9.588587E-02,2.516200E+03,8.130355E+02,1.542085E-01,5.691986E-02,2.393186E+03,1.272462E+03,1.466693E-01,8.907746E-02,2.393186E+03,3.764617E+03,1.466693E-01,2.635241E-01 
09:00:00,2.770851E+03,1.533235E+03,1.698066E-01,1.073336E-01,1.609590E+03,2.632889E+03,9.864635E-02,1.843102E-01,1.339322E+03,1.233570E+03,8.208948E-02,8.634324E-02,2.376182E+03,1.392801E+03,1.456272E-01,9.750288E-02,2.515963E+03,7.279730E+02,1.541940E-01,5.096894E-02,2.770353E+03,1.391965E+03,1.697760E-01,9.744672E-02,2.770353E+03,3.981213E+03,1.697760E-01,2.786952E-01,2.508340E+03,8.641928E+02,1.537268E-01,6.051031E-02,2.515963E+03,3.362983E+03,1.541940E-01,2.354101E-01,7.733828E+02,2.445184E+03,4.740205E-02,1.711607E-01,2.393543E+03,1.455462E+03,1.466912E-01,1.018851E-01,2.749415E+03,1.472874E+03,1.684929E-01,1.031128E-01,2.516142E+03,8.423280E+02,1.542050E-01,5.896998E-02,2.393130E+03,1.317150E+03,1.466659E-01,9.220525E-02,2.393130E+03,3.924924E+03,1.466659E-01,2.747432E-01 
09:15:00,2.770774E+03,1.574932E+03,1.698019E-01,1.102524E-01,1.609483E+03,2.657436E+03,9.864005E-02,1.860283E-01,1.339293E+03,1.263163E+03,8.208771E-02,8.841560E-02,2.376135E+03,1.514851E+03,1.456244E-01,1.060466E-01,2.515915E+03,7.645244E+02,1.541911E-01,5.352754E-02,2.770276E+03,1.440080E+03,1.697714E-01,1.008144E-01,2.770276E+03,4.112101E+03,1.697714E-01,2.878555E-01,2.508293E+03,9.714269E+02,1.537240E-01,6.801931E-02,2.515915E+03,3.437588E+03,1.541911E-01,2.406297E-01,7.733603E+02,2.466176E+03,4.740068E-02,1.726305E-01,2.393496E+03,1.497302E+03,1.466884E-01,1.048137E-01,2.749338E+03,1.597004E+03,1.684882E-01,1.118024E-01,2.516095E+03,8.733575E+02,1.542021E-01,6.114205E-02,2.393083E+03,1.362480E+03,1.466631E-01,9.537794E-02,2.393083E+03,4.060789E+03,1.466631E-01,2.842517E-01 
09:30:00,2.770708E+03,1.618017E+03,1.697979E-01,1.132684E-01,1.609388E+03,2.682036E+03,9.863448E-02,1.877503E-01,1.339266E+03,1.292153E+03,8.208608E-02,9.044559E-02,2.376095E+03,1.654488E+03,1.456219E-01,1.158216E-01,2.515876E+03,7.991746E+02,1.541888E-01,5.595286E-02,2.770210E+03,1.488040E+03,1.697674E-01,1.041713E-01,2.770210E+03,4.217537E+03,1.697674E-01,2.952343E-01,2.508254E+03,1.093831E+03,1.537216E-01,7.658952E-02,2.515876E+03,3.482273E+03,1.541888E-01,2.437556E-01,7.733392E+02,2.487316E+03,4.739938E-02,1.741105E-01,2.393456E+03,1.540117E+03,1.466860E-01,1.078107E-01,2.749272E+03,1.738402E+03,1.684842E-01,1.217010E-01,2.516056E+03,9.047697E+02,1.541998E-01,6.334095E-02,2.393043E+03,1.407827E+03,1.466607E-01,9.855188E-02,2.393043E+03,4.171592E+03,1.466607E-01,2.920062E-01 
09:45:00,2.770652E+03,1.661375E+03,1.697945E-01,1.163034E-01,1.609305E+03,2.706684E+03,9.862956E-02,1.894755E-01,1.339242E+03,1.320665E+03,8.208461E-02,9.244212E-02,2.376060E+03,1.806893E+03,1.456198E-01,1.264903E-01,2.515844E+03,8.327749E+02,1.541868E-01,5.830461E-02,2.770153E+03,1.535577E+03,1.697639E-01,1.074986E-01,2.770153E+03,4.297482E+03,1.697639E-01,3.008291E-01,2.508221E+03,1.235603E+03,1.537196E-01,8.651455E-02,2.515844E+03,3.498277E+03,1.541868E-01,2.448745E-01,7.733195E+02,2.508566E+03,4.739818E-02,1.755980E-01,2.393421E+03,1.582827E+03,1.466838E-01,1.108003E-01,2.749215E+03,1.892424E+03,1.684808E-01,1.324834E-01,2.516023E+03,9.364724E+02,1.541978E-01,6.555996E-02,2.393008E+03,1.452871E+03,1.466585E-01,1.017046E-01,2.393008E+03,4.257103E+03,1.466585E-01,2.979904E-01 
10:00:00,2.770602E+03,1.704236E+03,1.697914E-01,1.193036E-01,1.609231E+03,2.731309E+03,9.862520E-02,1.911991E-01,1.339221E+03,1.348559E+03,8.208330E-02,9.439530E-02,2.376029E+03,1.967191E+03,1.456179E-01,1.377112E-01,2.515816E+03,8.656253E+02,1.541851E-01,6.060366E-02,2.770104E+03,1.582443E+03,1.697609E-01,1.107790E-01,2.770104E+03,4.352437E+03,1.697609E-01,3.046747E-01,2.508194E+03,1.395330E+03,1.537180E-01,9.769522E-02,2.515816E+03,3.487518E+03,1.541851E-01,2.441202E-01,7.733013E+02,2.529794E+03,4.739706E-02,1.770839E-01,2.393390E+03,1.624724E+03,1.466820E-01,1.137330E-01,2.749166E+03,2.054233E+03,1.684777E-01,1.438106E-01,2.515996E+03,9.682722E+02,1.541961E-01,6.778563E-02,2.392977E+03,1.497334E+03,1.466567E-01,1.048167E-01,2.392977E+03,4.317651E+03,1.466567E-01,3.022276E-01 
10:15:00,2.770558E+03,1.746036E+03,1.697888E-01,1.222296E-01,1.609167E+03,2.755790E+03,9.862135E-02,1.929127E-01,1.339202E+03,1.375465E+03,8.208213E-02,9.627922E-02,2.376001E+03,2.130946E+03,1.456163E-01,1.491737E-01,2.515793E+03,8.980702E+02,1.541837E-01,6.287427E-02,2.770060E+03,1.628387E+03,1.697582E-01,1.139949E-01,2.770060E+03,4.383209E+03,1.697582E-01,3.068277E-01,2.508170E+03,1.565682E+03,1.537165E-01,1.096185E-01,2.515793E+03,3.452004E+03,1.541837E-01,2.416334E-01,7.732844E+02,2.550825E+03,4.739603E-02,1.785560E-01,2.393362E+03,1.665302E+03,1.466803E-01,1.165732E-01,2.749122E+03,2.219364E+03,1.684750E-01,1.553699E-01,2.515972E+03,9.998611E+02,1.541947E-01,6.999641E-02,2.392950E+03,1.540938E+03,1.466550E-01,1.078687E-01,2.392950E+03,4.353890E+03,1.466550E-01,3.047633E-01 
10:30:00,2.770519E+03,1.787143E+03,1.697864E-01,1.251070E-01,1.609109E+03,2.779971E+03,9.861793E-02,1.946052E-01,1.339185E+03,1.401258E+03,8.208109E-02,9.808526E-02,2.375976E+03,2.293531E+03,1.456147E-01,1.605540E-01,2.515773E+03,9.318287E+02,1.541824E-01,6.523671E-02,2.770021E+03,1.673926E+03,1.697558E-01,1.171824E-01,2.770021E+03,4.388248E+03,1.697558E-01,3.071795E-01,2.508150E+03,1.735725E+03,1.537153E-01,1.215195E-01,2.515773E+03,3.389867E+03,1.541824E-01,2.372833E-01,7.732688E+02,2.571451E+03,4.739507E-02,1.799997E-01,2.393338E+03,1.705055E+03,1.466788E-01,1.193557E-01,2.749083E+03,2.383215E+03,1.684727E-01,1.668392E-01,2.515952E+03,1.031593E+03,1.541934E-01,7.221718E-02,2.392925E+03,1.584251E+03,1.466534E-01,1.109003E-01,2.392925E+03,4.363865E+03,1.466534E-01,3.054608E-01 
10:45:00,2.770484E+03,1.827092E+03,1.697842E-01,1.279033E-01,1.609058E+03,2.803670E+03,9.861488E-02,1.962640E-01,1.339170E+03,1.425620E+03,8.208018E-02,9.979100E-02,2.375954E+03,2.451899E+03,1.456134E-01,1.716387E-01,2.515755E+03,9.662685E+02,1.541814E-01,6.764671E-02,2.769986E+03,1.718695E+03,1.697537E-01,1.203161E-01,2.769986E+03,4.366564E+03,1.697537E-01,3.056608E-01,2.508133E+03,1.895484E+03,1.537142E-01,1.327001E-01,2.515755E+03,3.299643E+03,1.541814E-01,2.309672E-01,7.732543E+02,2.591448E+03,4.739418E-02,1.813993E-01,2.393315E+03,1.743484E+03,1.466774E-01,1.220455E-01,2.749048E+03,2.542622E+03,1.684705E-01,1.779971E-01,2.515935E+03,1.062466E+03,1.541924E-01,7.437791E-02,2.392902E+03,1.626822E+03,1.466521E-01,1.138800E-01,2.392902E+03,4.346537E+03,1.466521E-01,3.042471E-01 
