Time,THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:NASHVILLE INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
11:00:00,2.770453E+03,1.865420E+03,1.697823E-01,1.305861E-01,1.609013E+03,2.826695E+03,9.861216E-02,1.978756E-01,1.339157E+03,1.448269E+03,8.207938E-02,1.013768E-01,2.375933E+03,2.603886E+03,1.456121E-01,1.822765E-01,2.515740E+03,1.000678E+03,1.541804E-01,7.005466E-02,2.769955E+03,1.762272E+03,1.697518E-01,1.233663E-01,2.769955E+03,4.314185E+03,1.697518E-01,3.019935E-01,2.508117E+03,2.042782E+03,1.537133E-01,1.430080E-01,2.515740E+03,3.175013E+03,1.541804E-01,2.222429E-01,7.732407E+02,2.610585E+03,4.739335E-02,1.827387E-01,2.393294E+03,1.780091E+03,1.466761E-01,1.246077E-01,2.749016E+03,2.695292E+03,1.684686E-01,1.886831E-01,2.515919E+03,1.091782E+03,1.541914E-01,7.642970E-02,2.392881E+03,1.668155E+03,1.466508E-01,1.167730E-01,2.392881E+03,4.297731E+03,1.466508E-01,3.008302E-01 
11:15:00,2.770424E+03,1.901348E+03,1.697805E-01,1.331009E-01,1.608972E+03,2.848678E+03,9.860972E-02,1.994142E-01,1.339145E+03,1.468987E+03,8.207867E-02,1.028272E-01,2.375914E+03,2.747245E+03,1.456109E-01,1.923103E-01,2.515727E+03,1.034081E+03,1.541796E-01,7.239220E-02,2.769926E+03,1.803884E+03,1.697500E-01,1.262790E-01,2.769926E+03,4.223219E+03,1.697500E-01,2.956252E-01,2.508104E+03,2.175206E+03,1.537125E-01,1.522746E-01,2.515727E+03,3.005455E+03,1.541796E-01,2.103737E-01,7.732281E+02,2.628614E+03,4.739257E-02,1.840005E-01,2.393275E+03,1.814170E+03,1.466749E-01,1.269930E-01,2.748988E+03,2.838873E+03,1.684668E-01,1.987327E-01,2.515906E+03,1.118736E+03,1.541906E-01,7.831616E-02,2.392862E+03,1.707521E+03,1.466496E-01,1.195284E-01,2.392862E+03,4.209200E+03,1.466496E-01,2.946326E-01 
11:30:00,2.770398E+03,1.933977E+03,1.697789E-01,1.353848E-01,1.608936E+03,2.869374E+03,9.860752E-02,2.008628E-01,1.339135E+03,1.487253E+03,8.207805E-02,1.041059E-01,2.375896E+03,2.881403E+03,1.456098E-01,2.017000E-01,2.515715E+03,1.064940E+03,1.541789E-01,7.455176E-02,2.769900E+03,1.842666E+03,1.697484E-01,1.289935E-01,2.769900E+03,4.088689E+03,1.697484E-01,2.862073E-01,2.508092E+03,2.292622E+03,1.537117E-01,1.604909E-01,2.515715E+03,2.787886E+03,1.541789E-01,1.951439E-01,7.732162E+02,2.645264E+03,4.739184E-02,1.851658E-01,2.393257E+03,1.844761E+03,1.466738E-01,1.291341E-01,2.748961E+03,2.972707E+03,1.684652E-01,2.081000E-01,2.515894E+03,1.142326E+03,1.541899E-01,7.996712E-02,2.392844E+03,1.743977E+03,1.466485E-01,1.220801E-01,2.392844E+03,4.075941E+03,1.466485E-01,2.853042E-01 
11:45:00,2.770374E+03,1.963490E+03,1.697775E-01,1.374505E-01,1.608903E+03,2.888521E+03,9.860553E-02,2.022030E-01,1.339126E+03,1.502806E+03,8.207750E-02,1.051947E-01,2.375879E+03,3.005290E+03,1.456088E-01,2.103708E-01,2.515705E+03,1.093287E+03,1.541783E-01,7.653554E-02,2.769876E+03,1.878810E+03,1.697469E-01,1.315234E-01,2.769876E+03,3.912779E+03,1.697469E-01,2.738929E-01,2.508082E+03,2.394371E+03,1.537111E-01,1.676109E-01,2.515705E+03,2.534694E+03,1.541783E-01,1.774204E-01,7.732049E+02,2.660246E+03,4.739115E-02,1.862143E-01,2.393241E+03,1.872138E+03,1.466728E-01,1.310503E-01,2.748938E+03,3.095793E+03,1.684638E-01,2.167150E-01,2.515884E+03,1.162738E+03,1.541893E-01,8.139563E-02,2.392828E+03,1.777790E+03,1.466475E-01,1.244466E-01,2.392828E+03,3.900254E+03,1.466475E-01,2.730060E-01 
12:00:00,2.770352E+03,1.990293E+03,1.697761E-01,1.393265E-01,1.608873E+03,2.905895E+03,9.860371E-02,2.034190E-01,1.339118E+03,1.515653E+03,8.207702E-02,1.060941E-01,2.375864E+03,3.117871E+03,1.456078E-01,2.182503E-01,2.515695E+03,1.124117E+03,1.541777E-01,7.869312E-02,2.769854E+03,1.916516E+03,1.697456E-01,1.341626E-01,2.769854E+03,3.719949E+03,1.697456E-01,2.603940E-01,2.508073E+03,2.479857E+03,1.537105E-01,1.735929E-01,2.515695E+03,2.290295E+03,1.541777E-01,1.603126E-01,7.731943E+02,2.673322E+03,4.739050E-02,1.871293E-01,2.393225E+03,1.896791E+03,1.466719E-01,1.327757E-01,2.748915E+03,3.207212E+03,1.684624E-01,2.245134E-01,2.515875E+03,1.180393E+03,1.541887E-01,8.263117E-02,2.392812E+03,1.813428E+03,1.466466E-01,1.269410E-01,2.392812E+03,3.707887E+03,1.466466E-01,2.595402E-01 
12:15:00,2.770332E+03,2.015418E+03,1.697749E-01,1.410850E-01,1.608845E+03,2.921651E+03,9.860206E-02,2.045217E-01,1.339111E+03,1.525595E+03,8.207659E-02,1.067901E-01,2.375849E+03,3.218921E+03,1.456070E-01,2.253227E-01,2.515687E+03,1.179993E+03,1.541772E-01,8.260426E-02,2.769834E+03,1.974574E+03,1.697443E-01,1.382266E-01,2.769834E+03,3.538808E+03,1.697443E-01,2.477138E-01,2.508064E+03,2.549437E+03,1.537100E-01,1.784618E-01,2.515687E+03,2.088065E+03,1.541772E-01,1.461571E-01,7.731842E+02,2.684488E+03,4.738988E-02,1.879107E-01,2.393210E+03,1.919710E+03,1.466710E-01,1.343798E-01,2.748895E+03,3.306887E+03,1.684612E-01,2.314897E-01,2.515867E+03,1.196209E+03,1.541882E-01,8.373801E-02,2.392798E+03,1.870255E+03,1.466457E-01,1.309187E-01,2.392798E+03,3.528506E+03,1.466457E-01,2.469837E-01 
12:30:00,2.770313E+03,2.039400E+03,1.697737E-01,1.427636E-01,1.608820E+03,2.936173E+03,9.860053E-02,2.055380E-01,1.339105E+03,1.533162E+03,8.207621E-02,1.073197E-01,2.375835E+03,3.308202E+03,1.456061E-01,2.315713E-01,2.515680E+03,1.274896E+03,1.541767E-01,8.924789E-02,2.769815E+03,2.072047E+03,1.697432E-01,1.450502E-01,2.769815E+03,3.390588E+03,1.697432E-01,2.373385E-01,2.508057E+03,2.603572E+03,1.537096E-01,1.822500E-01,2.515680E+03,1.946084E+03,1.541767E-01,1.362196E-01,7.731745E+02,2.694147E+03,4.738929E-02,1.885866E-01,2.393197E+03,1.941430E+03,1.466701E-01,1.359000E-01,2.748876E+03,3.394632E+03,1.684600E-01,2.376310E-01,2.515859E+03,1.210761E+03,1.541877E-01,8.475640E-02,2.392784E+03,1.967773E+03,1.466448E-01,1.377451E-01,2.392784E+03,3.383404E+03,1.466448E-01,2.368270E-01 
12:45:00,2.770295E+03,2.062850E+03,1.697726E-01,1.444050E-01,1.608797E+03,2.950214E+03,9.859913E-02,2.065207E-01,1.339099E+03,1.539386E+03,8.207586E-02,1.077554E-01,2.375822E+03,3.385562E+03,1.456053E-01,2.369856E-01,2.515673E+03,1.443849E+03,1.541763E-01,1.010763E-01,2.769797E+03,2.220518E+03,1.697421E-01,1.554443E-01,2.769797E+03,3.285106E+03,1.697421E-01,2.299553E-01,2.508050E+03,2.642814E+03,1.537092E-01,1.849959E-01,2.515673E+03,1.863920E+03,1.541763E-01,1.304694E-01,7.731653E+02,2.703071E+03,4.738872E-02,1.892111E-01,2.393184E+03,1.962547E+03,1.466693E-01,1.373780E-01,2.748858E+03,3.470371E+03,1.684589E-01,2.429319E-01,2.515852E+03,1.224759E+03,1.541873E-01,8.573600E-02,2.392771E+03,2.117307E+03,1.466440E-01,1.482132E-01,2.392771E+03,3.281668E+03,1.466440E-01,2.297062E-01 
13:00:00,2.770279E+03,2.086301E+03,1.697716E-01,1.460465E-01,1.608776E+03,2.964696E+03,9.859783E-02,2.075343E-01,1.339094E+03,1.545351E+03,8.207556E-02,1.081728E-01,2.375810E+03,3.450793E+03,1.456045E-01,2.415510E-01,2.515667E+03,1.679479E+03,1.541760E-01,1.175731E-01,2.769780E+03,2.420415E+03,1.697411E-01,1.694390E-01,2.769780E+03,3.210977E+03,1.697411E-01,2.247672E-01,2.508044E+03,2.667621E+03,1.537088E-01,1.867314E-01,2.515667E+03,1.811320E+03,1.541760E-01,1.267889E-01,7.731565E+02,2.712192E+03,4.738818E-02,1.898494E-01,2.393171E+03,1.983572E+03,1.466686E-01,1.388496E-01,2.748842E+03,3.533982E+03,1.684579E-01,2.473840E-01,2.515846E+03,1.238858E+03,1.541870E-01,8.672279E-02,2.392758E+03,2.318538E+03,1.466433E-01,1.623005E-01,2.392758E+03,3.210257E+03,1.466433E-01,2.247085E-01 
13:15:00,2.770263E+03,2.109755E+03,1.697707E-01,1.476882E-01,1.608756E+03,2.980356E+03,9.859662E-02,2.086304E-01,1.339090E+03,1.552403E+03,8.207528E-02,1.086663E-01,2.375798E+03,3.503239E+03,1.456038E-01,2.452215E-01,2.515661E+03,1.953372E+03,1.541756E-01,1.367487E-01,2.769765E+03,2.653328E+03,1.697401E-01,1.857451E-01,2.769765E+03,3.154959E+03,1.697401E-01,2.208469E-01,2.508039E+03,2.677871E+03,1.537085E-01,1.874482E-01,2.515661E+03,1.772432E+03,1.541756E-01,1.240680E-01,7.731480E+02,2.722282E+03,4.738766E-02,1.905555E-01,2.393160E+03,2.004486E+03,1.466678E-01,1.403135E-01,2.748826E+03,3.584893E+03,1.684570E-01,2.509471E-01,2.515841E+03,1.253173E+03,1.541866E-01,8.772469E-02,2.392747E+03,2.551965E+03,1.466425E-01,1.786418E-01,2.392747E+03,3.154821E+03,1.466425E-01,2.208290E-01 
13:30:00,2.770249E+03,2.132359E+03,1.697698E-01,1.492704E-01,1.608737E+03,2.997604E+03,9.859548E-02,2.098377E-01,1.339086E+03,1.561057E+03,8.207503E-02,1.092720E-01,2.375787E+03,3.542812E+03,1.456031E-01,2.479910E-01,2.515656E+03,2.247752E+03,1.541753E-01,1.573574E-01,2.769750E+03,2.900440E+03,1.697393E-01,2.030446E-01,2.769750E+03,3.109176E+03,1.697393E-01,2.176428E-01,2.508034E+03,2.674009E+03,1.537081E-01,1.871774E-01,2.515656E+03,1.741069E+03,1.541753E-01,1.218733E-01,7.731398E+02,2.733711E+03,4.738716E-02,1.913554E-01,2.393148E+03,2.024305E+03,1.466672E-01,1.417007E-01,2.748812E+03,3.623042E+03,1.684561E-01,2.536170E-01,2.515836E+03,1.266805E+03,1.541863E-01,8.867885E-02,2.392736E+03,2.798290E+03,1.466419E-01,1.958854E-01,2.392736E+03,3.107314E+03,1.466419E-01,2.175042E-01 
13:45:00,2.770235E+03,2.153871E+03,1.697689E-01,1.507762E-01,1.608720E+03,3.016445E+03,9.859442E-02,2.111565E-01,1.339082E+03,1.571139E+03,8.207480E-02,1.099777E-01,2.375776E+03,3.567845E+03,1.456025E-01,2.497428E-01,2.515651E+03,2.522286E+03,1.541750E-01,1.765750E-01,2.769737E+03,3.148178E+03,1.697384E-01,2.203871E-01,2.769737E+03,3.069780E+03,1.697384E-01,2.148856E-01,2.508029E+03,2.654424E+03,1.537079E-01,1.858059E-01,2.515651E+03,1.713833E+03,1.541750E-01,1.199673E-01,7.731319E+02,2.746436E+03,4.738668E-02,1.922461E-01,2.393138E+03,2.042813E+03,1.466665E-01,1.429961E-01,2.748798E+03,3.646967E+03,1.684552E-01,2.552911E-01,2.515831E+03,1.279531E+03,1.541860E-01,8.956958E-02,2.392725E+03,3.044080E+03,1.466412E-01,2.130906E-01,2.392725E+03,3.064350E+03,1.466412E-01,2.144973E-01 
14:00:00,2.770222E+03,2.174016E+03,1.697681E-01,1.521863E-01,1.608703E+03,3.036599E+03,9.859343E-02,2.125672E-01,1.339079E+03,1.582052E+03,8.207460E-02,1.107416E-01,2.375766E+03,3.576453E+03,1.456019E-01,2.503448E-01,2.515647E+03,2.775156E+03,1.541748E-01,1.942741E-01,2.769724E+03,3.390025E+03,1.697376E-01,2.373161E-01,2.769724E+03,3.034243E+03,1.697376E-01,2.123984E-01,2.508025E+03,2.617368E+03,1.537076E-01,1.832116E-01,2.515647E+03,1.689129E+03,1.541748E-01,1.182384E-01,7.731243E+02,2.760141E+03,4.738621E-02,1.932054E-01,2.393128E+03,2.059778E+03,1.466659E-01,1.441835E-01,2.748785E+03,3.654936E+03,1.684544E-01,2.558485E-01,2.515827E+03,1.291080E+03,1.541858E-01,9.037790E-02,2.392715E+03,3.283356E+03,1.466406E-01,2.298390E-01,2.392715E+03,3.023876E+03,1.466406E-01,2.116644E-01 
14:15:00,2.770210E+03,2.191919E+03,1.697674E-01,1.534394E-01,1.608688E+03,3.057536E+03,9.859248E-02,2.140328E-01,1.339076E+03,1.593073E+03,8.207441E-02,1.115132E-01,2.375757E+03,3.566608E+03,1.456013E-01,2.496553E-01,2.515643E+03,3.008476E+03,1.541745E-01,2.106034E-01,2.769712E+03,3.623592E+03,1.697369E-01,2.536648E-01,2.769712E+03,3.000461E+03,1.697369E-01,2.100339E-01,2.508021E+03,2.561196E+03,1.537074E-01,1.792793E-01,2.515643E+03,1.665069E+03,1.541745E-01,1.165544E-01,7.731169E+02,2.774382E+03,4.738576E-02,1.942021E-01,2.393118E+03,2.074378E+03,1.466653E-01,1.452054E-01,2.748773E+03,3.644953E+03,1.684537E-01,2.551491E-01,2.515823E+03,1.300590E+03,1.541855E-01,9.104353E-02,2.392705E+03,3.514418E+03,1.466400E-01,2.460118E-01,2.392705E+03,2.984175E+03,1.466400E-01,2.088856E-01 
14:30:00,2.770198E+03,2.207987E+03,1.697667E-01,1.545640E-01,1.608673E+03,3.078782E+03,9.859159E-02,2.155200E-01,1.339073E+03,1.603528E+03,8.207423E-02,1.122452E-01,2.375747E+03,3.536164E+03,1.456007E-01,2.475238E-01,2.515639E+03,3.222225E+03,1.541743E-01,2.255623E-01,2.769700E+03,3.846377E+03,1.697362E-01,2.692584E-01,2.769700E+03,2.968116E+03,1.697362E-01,2.077698E-01,2.508017E+03,2.484273E+03,1.537071E-01,1.738945E-01,2.515639E+03,1.641731E+03,1.541743E-01,1.149209E-01,7.731098E+02,2.788697E+03,4.738532E-02,1.952040E-01,2.393109E+03,2.087119E+03,1.466647E-01,1.460972E-01,2.748761E+03,3.614975E+03,1.684530E-01,2.530501E-01,2.515819E+03,1.308496E+03,1.541853E-01,9.159682E-02,2.392696E+03,3.735000E+03,1.466394E-01,2.614506E-01,2.392696E+03,2.945336E+03,1.466394E-01,2.061671E-01 
14:45:00,2.770187E+03,2.221712E+03,1.697660E-01,1.555246E-01,1.608659E+03,3.099871E+03,9.859075E-02,2.169961E-01,1.339070E+03,1.612597E+03,8.207407E-02,1.128801E-01,2.375738E+03,3.484745E+03,1.456002E-01,2.439242E-01,2.515636E+03,3.416982E+03,1.541741E-01,2.391921E-01,2.769689E+03,4.057360E+03,1.697355E-01,2.840258E-01,2.769689E+03,2.936114E+03,1.697355E-01,2.055298E-01,2.508013E+03,2.387570E+03,1.537069E-01,1.671250E-01,2.515636E+03,1.618202E+03,1.541741E-01,1.132739E-01,7.731028E+02,2.802654E+03,4.738490E-02,1.961809E-01,2.393100E+03,2.097463E+03,1.466642E-01,1.468211E-01,2.748750E+03,3.564520E+03,1.684523E-01,2.495178E-01,2.515815E+03,1.314230E+03,1.541851E-01,9.199813E-02,2.392687E+03,3.944371E+03,1.466389E-01,2.761048E-01,2.392687E+03,2.906412E+03,1.466389E-01,2.034426E-01 
15:00:00,2.770177E+03,2.232490E+03,1.697654E-01,1.562790E-01,1.608646E+03,3.120369E+03,9.858994E-02,2.184310E-01,1.339068E+03,1.620714E+03,8.207392E-02,1.134484E-01,2.375730E+03,3.412915E+03,1.455996E-01,2.388958E-01,2.515633E+03,3.591624E+03,1.541739E-01,2.514143E-01,2.769679E+03,4.255006E+03,1.697349E-01,2.978596E-01,2.769679E+03,2.903443E+03,1.697349E-01,2.032429E-01,2.508010E+03,2.273634E+03,1.537067E-01,1.591494E-01,2.515633E+03,1.593551E+03,1.541739E-01,1.115484E-01,7.730962E+02,2.815871E+03,4.738449E-02,1.971060E-01,2.393091E+03,2.104775E+03,1.466637E-01,1.473329E-01,2.748740E+03,3.494039E+03,1.684517E-01,2.445836E-01,2.515812E+03,1.317143E+03,1.541849E-01,9.220189E-02,2.392678E+03,4.141141E+03,1.466384E-01,2.898769E-01,2.392678E+03,2.866489E+03,1.466384E-01,2.006481E-01 
15:15:00,2.770167E+03,2.239690E+03,1.697648E-01,1.567828E-01,1.608634E+03,3.139842E+03,9.858918E-02,2.197940E-01,1.339065E+03,1.627766E+03,8.207379E-02,1.139421E-01,2.375722E+03,3.322252E+03,1.455991E-01,2.325492E-01,2.515630E+03,3.743290E+03,1.541737E-01,2.620287E-01,2.769669E+03,4.436699E+03,1.697342E-01,3.105768E-01,2.769669E+03,2.869174E+03,1.697342E-01,2.008442E-01,2.508007E+03,2.147036E+03,1.537065E-01,1.502876E-01,2.515630E+03,1.567000E+03,1.541737E-01,1.096899E-01,7.730897E+02,2.828029E+03,4.738409E-02,1.979570E-01,2.393083E+03,2.108446E+03,1.466632E-01,1.475897E-01,2.748730E+03,3.405011E+03,1.684510E-01,2.383512E-01,2.515809E+03,1.316630E+03,1.541847E-01,9.216585E-02,2.392670E+03,4.322656E+03,1.466379E-01,3.025813E-01,2.392670E+03,2.824789E+03,1.466379E-01,1.977293E-01 
15:30:00,2.770157E+03,2.242903E+03,1.697642E-01,1.570076E-01,1.608622E+03,3.157943E+03,9.858845E-02,2.210609E-01,1.339063E+03,1.633648E+03,8.207366E-02,1.143538E-01,2.375714E+03,3.216668E+03,1.455987E-01,2.251583E-01,2.515627E+03,3.869289E+03,1.541735E-01,2.708468E-01,2.769659E+03,4.599976E+03,1.697337E-01,3.220049E-01,2.769659E+03,2.832725E+03,1.697337E-01,1.982927E-01,2.508004E+03,2.017095E+03,1.537064E-01,1.411918E-01,2.515627E+03,1.538085E+03,1.541735E-01,1.076658E-01,7.730834E+02,2.838850E+03,4.738370E-02,1.987143E-01,2.393075E+03,2.108141E+03,1.466627E-01,1.475682E-01,2.748721E+03,3.301205E+03,1.684505E-01,2.310843E-01,2.515806E+03,1.312400E+03,1.541845E-01,9.186959E-02,2.392663E+03,4.486229E+03,1.466374E-01,3.140299E-01,2.392663E+03,2.780849E+03,1.466374E-01,1.946536E-01 
15:45:00,2.770148E+03,2.241778E+03,1.697636E-01,1.569287E-01,1.608610E+03,3.174374E+03,9.858775E-02,2.222109E-01,1.339061E+03,1.638542E+03,8.207353E-02,1.146963E-01,2.375707E+03,3.103197E+03,1.455982E-01,2.172154E-01,2.515624E+03,3.967493E+03,1.541734E-01,2.777196E-01,2.769650E+03,4.742214E+03,1.697331E-01,3.319603E-01,2.769650E+03,2.793628E+03,1.697331E-01,1.955559E-01,2.508002E+03,1.893205E+03,1.537062E-01,1.325199E-01,2.515624E+03,1.506457E+03,1.541734E-01,1.054518E-01,7.730773E+02,2.848108E+03,4.738333E-02,1.993622E-01,2.393068E+03,2.103557E+03,1.466622E-01,1.472472E-01,2.748712E+03,3.189436E+03,1.684499E-01,2.232602E-01,2.515804E+03,1.304188E+03,1.541844E-01,9.129460E-02,2.392655E+03,4.629380E+03,1.466369E-01,3.240490E-01,2.392655E+03,2.734309E+03,1.466369E-01,1.913959E-01 
