Time,THERMAL ZONE 3:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:TAMPA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:TAMPA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
19:45:00,2.406646E+03,7.822567E+02,1.474788E-01,5.476376E-02,2.925924E+03,1.795133E+03,1.793204E-01,1.256630E-01,2.406654E+03,1.241526E+03,1.474793E-01,8.690916E-02,2.407018E+03,8.367574E+02,1.475016E-01,5.857828E-02,2.406654E+03,7.732791E+02,1.474793E-01,5.413511E-02 
20:00:00,2.406757E+03,7.494627E+02,1.474839E-01,5.246733E-02,2.926104E+03,1.770005E+03,1.793299E-01,1.239036E-01,2.406765E+03,1.140843E+03,1.474843E-01,7.986122E-02,2.407128E+03,8.068733E+02,1.475066E-01,5.648617E-02,2.406765E+03,7.460056E+02,1.474843E-01,5.222551E-02 
20:15:00,2.406838E+03,7.203976E+02,1.474881E-01,5.043196E-02,2.926248E+03,1.743239E+03,1.793378E-01,1.220296E-01,2.406846E+03,1.066955E+03,1.474886E-01,7.468948E-02,2.407209E+03,7.799056E+02,1.475109E-01,5.459841E-02,2.406846E+03,7.192782E+02,1.474886E-01,5.035399E-02 
20:30:00,2.406903E+03,6.929789E+02,1.474919E-01,4.851202E-02,2.926368E+03,1.716037E+03,1.793444E-01,1.201250E-01,2.406911E+03,1.007984E+03,1.474924E-01,7.056208E-02,2.407274E+03,7.546936E+02,1.475147E-01,5.283344E-02,2.406911E+03,6.936739E+02,1.474924E-01,4.856095E-02 
20:45:00,2.406957E+03,6.664986E+02,1.474952E-01,4.665784E-02,2.926468E+03,1.689170E+03,1.793501E-01,1.182439E-01,2.406966E+03,9.585797E+02,1.474957E-01,6.710436E-02,2.407329E+03,7.297108E+02,1.475180E-01,5.108439E-02,2.406966E+03,6.685303E+02,1.474957E-01,4.680031E-02 
21:00:00,2.407004E+03,6.413687E+02,1.474981E-01,4.489824E-02,2.926553E+03,1.663020E+03,1.793550E-01,1.164131E-01,2.407012E+03,9.154392E+02,1.474986E-01,6.408497E-02,2.407375E+03,7.039022E+02,1.475208E-01,4.927733E-02,2.407012E+03,6.446083E+02,1.474986E-01,4.512520E-02 
21:15:00,2.407043E+03,6.174064E+02,1.475004E-01,4.322049E-02,2.926626E+03,1.637619E+03,1.793592E-01,1.146347E-01,2.407051E+03,8.756765E+02,1.475009E-01,6.130179E-02,2.407414E+03,6.778889E+02,1.475232E-01,4.745574E-02,2.407051E+03,6.215047E+02,1.475009E-01,4.350755E-02 
21:30:00,2.407076E+03,5.944606E+02,1.475024E-01,4.161397E-02,2.926687E+03,1.612982E+03,1.793627E-01,1.129100E-01,2.407084E+03,8.380484E+02,1.475029E-01,5.866777E-02,2.407447E+03,6.520491E+02,1.475252E-01,4.564633E-02,2.407084E+03,5.991706E+02,1.475029E-01,4.194383E-02 
21:45:00,2.407104E+03,5.723926E+02,1.475041E-01,4.006894E-02,2.926738E+03,1.589068E+03,1.793658E-01,1.112358E-01,2.407112E+03,8.026470E+02,1.475046E-01,5.618946E-02,2.407475E+03,6.268917E+02,1.475269E-01,4.388479E-02,2.407112E+03,5.775222E+02,1.475046E-01,4.042816E-02 
22:00:00,2.407128E+03,5.510884E+02,1.475056E-01,3.857741E-02,2.926782E+03,1.565803E+03,1.793684E-01,1.096071E-01,2.407136E+03,7.696781E+02,1.475061E-01,5.388138E-02,2.407499E+03,6.024337E+02,1.475283E-01,4.217233E-02,2.407136E+03,5.564909E+02,1.475061E-01,3.895572E-02 
22:15:00,2.407149E+03,5.115244E+02,1.475069E-01,3.580770E-02,2.926820E+03,1.484581E+03,1.793706E-01,1.039214E-01,2.407157E+03,7.213366E+02,1.475074E-01,5.049718E-02,2.407520E+03,5.597852E+02,1.475296E-01,3.918655E-02,2.407157E+03,5.170898E+02,1.475074E-01,3.619739E-02 
22:30:00,2.407167E+03,4.710097E+02,1.475080E-01,3.297115E-02,2.926852E+03,1.400349E+03,1.793726E-01,9.802417E-02,2.407175E+03,6.731423E+02,1.475085E-01,4.712300E-02,2.407538E+03,5.162923E+02,1.475307E-01,3.614139E-02,2.407175E+03,4.766506E+02,1.475085E-01,3.336611E-02 
22:45:00,2.407183E+03,4.295953E+02,1.475089E-01,3.007173E-02,2.926880E+03,1.313712E+03,1.793742E-01,9.195863E-02,2.407191E+03,6.239148E+02,1.475094E-01,4.367659E-02,2.407554E+03,4.720280E+02,1.475317E-01,3.304239E-02,2.407191E+03,4.352421E+02,1.475094E-01,3.046708E-02 
23:00:00,2.407197E+03,3.873979E+02,1.475098E-01,2.711763E-02,2.926904E+03,1.225133E+03,1.793757E-01,8.575723E-02,2.407205E+03,5.730963E+02,1.475103E-01,4.011898E-02,2.407568E+03,4.271223E+02,1.475325E-01,2.989866E-02,2.407205E+03,3.929976E+02,1.475103E-01,2.750968E-02 
23:15:00,2.407209E+03,3.633881E+02,1.475105E-01,2.543679E-02,2.926924E+03,1.193338E+03,1.793769E-01,8.353086E-02,2.407217E+03,5.384297E+02,1.475110E-01,3.769218E-02,2.407580E+03,4.005231E+02,1.475333E-01,2.803656E-02,2.407217E+03,3.688966E+02,1.475110E-01,2.582244E-02 
23:30:00,2.407219E+03,3.402334E+02,1.475112E-01,2.381616E-02,2.926942E+03,1.163496E+03,1.793780E-01,8.144203E-02,2.407227E+03,5.040267E+02,1.475117E-01,3.528420E-02,2.407590E+03,3.749215E+02,1.475339E-01,2.624468E-02,2.407227E+03,3.456192E+02,1.475117E-01,2.419322E-02 
23:45:00,2.407229E+03,3.178491E+02,1.475117E-01,2.224938E-02,2.926957E+03,1.135057E+03,1.793789E-01,7.945147E-02,2.407237E+03,4.706590E+02,1.475122E-01,3.294855E-02,2.407600E+03,3.502426E+02,1.475345E-01,2.451730E-02,2.407237E+03,3.230905E+02,1.475122E-01,2.261634E-02 
24:00:00,2.407237E+03,2.960875E+02,1.475123E-01,2.072608E-02,2.926970E+03,1.107605E+03,1.793797E-01,7.752997E-02,2.407245E+03,4.383855E+02,1.475127E-01,3.068926E-02,2.407608E+03,3.263384E+02,1.475350E-01,2.284401E-02,2.407245E+03,3.011684E+02,1.475127E-01,2.108180E-02 
Peak,2.407303E+03,9.827814E+02,1.475163E-01,6.880595E-02,2.927068E+03,1.869323E+03,1.793857E-01,1.308585E-01,2.407311E+03,2.602447E+03,1.475168E-01,1.821857E-01,2.407674E+03,1.747773E+03,1.475390E-01,1.223569E-01,2.407311E+03,2.153398E+03,1.475168E-01,1.507531E-01 

Peak Vol Flow (m3/s),,,1.225776E-01,5.717381E-02,,,1.490592E-01,1.087359E-01,,,1.225780E-01,1.513859E-01,,,1.225965E-01,1.016716E-01,,,1.225780E-01,1.252672E-01 
